%TIMESTAMP_START,TIMESTAMP_END,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Precipitation,Rn,U,WD
201207070000,201207072359,12824.82,-19.24,0.77,-147.24,5.68,13.27,0.7851,101.59,-9999,-9999,-9999,-9999
201207080000,201207082359,15135.13,-16.52,2.37,-123.35,21.49,14.6,0.8651,101.034,-9999,-9999,-9999,-9999
201207090000,201207092359,14632.09,-18.48,1.51,-135.39,10.49,16.92,0.7366,100.864,-9999,-9999,-9999,-9999
201207100000,201207102359,11672.08,-23.54,2.48,-175.11,19.2,19.16,0.4819,100.104,-9999,-9999,-9999,-9999
201207110000,201207112359,11844.46,-19.56,1.25,-148.4,8.72,11.9,0.76,100.411,-9999,-9999,-9999,-9999
201207120000,201207122359,10804.61,-21.84,1.73,-162.19,11.68,14.21,0.5954,100.857,-9999,-9999,-9999,-9999
201207130000,201207132359,11511.77,-18.65,1.65,-142.86,10.32,11.33,0.7822,101.203,-9999,-9999,-9999,-9999
201207140000,201207142359,10194.34,-20.98,2.35,-156,16.13,14.05,0.5377,100.787,-9999,-9999,-9999,-9999
201207150000,201207152359,10882.81,-18.17,0.46,-136.61,1.99,12.32,0.6875,100.92,-9999,-9999,-9999,-9999
201207160000,201207162359,11007.7,-18.46,0.48,-137.64,2.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207170000,201207172359,11147.38,-18.18,0.37,-135.86,2.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207180000,201207182359,11199.18,-18.78,0.72,-140.3,4.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207190000,201207192359,11506.1,-18.93,0.87,-141.88,5.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207200000,201207202359,10151.49,-23.34,2.24,-170.67,16.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207210000,201207212359,9663.82,-23.55,2.59,-172.15,19.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207220000,201207222359,11386.18,-17.85,0.32,-135.15,1.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207230000,201207232359,10320.34,-18.29,0.48,-137.93,2.24,11.37,0.6414,99.857,-9999,-9999,-9999,-9999
201207240000,201207242359,10041.18,-18.61,1.06,-139.65,6.41,10.09,0.7225,100.197,-9999,-9999,-9999,-9999
201207250000,201207252359,10161.48,-19.72,0.97,-147.21,5.89,13,0.6133,101.151,-9999,-9999,-9999,-9999
201207260000,201207262359,11499.89,-19.81,1.5,-146.6,8.29,12.6,0.7116,101.226,-9999,-9999,-9999,-9999
201207270000,201207272359,14953.98,-17.65,3.08,-127.44,14.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201207280000,201207282359,13670.39,-18,0.77,-132.35,6.22,11.34,0.8867,100.601,-9999,-9999,-9999,-9999
201207290000,201207292359,11377.64,-21.94,2.09,-167.66,13.36,8.94,0.908,100.654,-9999,-9999,-9999,-9999
201207300000,201207302359,11835.16,-20.63,0.69,-155.97,4.14,9.56,0.8801,100.907,-9999,-9999,-9999,-9999
201207310000,201207312359,12226.06,-20.6,1.33,-156.15,9.42,11.93,0.7949,101.122,-9999,-9999,-9999,-9999
201208010000,201208012359,12588.77,-18.81,0.41,-143.14,3.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208020000,201208022359,13247.67,-19.01,1.3,-142.04,7.52,12.5,0.8523,101.059,-9999,-9999,-9999,-9999
201208030000,201208032359,13739.33,-17.1,0.65,-130.26,3.76,12.77,0.8706,101.254,-9999,-9999,-9999,-9999
201208040000,201208042359,14641.53,-17.04,0.85,-129.39,6.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208050000,201208052359,13382.59,-20.08,1.27,-152.99,8.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208060000,201208062359,11948.31,-19.83,1.55,-149.68,9.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208070000,201208072359,12885.91,-17.4,1.38,-131.14,6.61,12.08,0.8424,99.809,-9999,-9999,-9999,-9999
201208080000,201208082359,11914.61,-15.74,1.26,-123.01,7.51,9.51,0.8957,100.572,-9999,-9999,-9999,-9999
201208090000,201208092359,11177.73,-20.44,1.51,-153.38,10.28,8.24,0.9014,100.12,-9999,-9999,-9999,-9999
201208100000,201208102359,10658,-22.83,1.81,-170.43,13.59,7.57,0.9011,100.282,-9999,-9999,-9999,-9999
201208110000,201208112359,10832.71,-21.39,1.14,-161.2,8.01,8.79,0.8553,100.419,-9999,-9999,-9999,-9999
201208120000,201208122359,8308.83,-24.92,2.34,-178.32,14.83,11.93,0.5206,100.457,-9999,-9999,-9999,-9999
201208130000,201208132359,8820.23,-23.59,1.89,-170.19,12.66,10.83,0.585,101.446,-9999,-9999,-9999,-9999
201208140000,201208142359,9782.75,-20.33,1.24,-148.91,8.76,9.43,0.7301,101.793,-9999,-9999,-9999,-9999
201208150000,201208152359,10232.11,-18.51,0.56,-137.37,3.95,8.72,0.815,101.559,-9999,-9999,-9999,-9999
201208160000,201208162359,10376.32,-19.24,1.4,-141.64,8.71,7.94,0.8684,101.743,-9999,-9999,-9999,-9999
201208170000,201208172359,10203.1,-18.74,0.89,-138.52,5.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208180000,201208182359,10157.34,-18.31,0.67,-136.15,3.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208190000,201208192359,10320.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201208200000,201208202359,10522.48,-18.22,0.26,-135.08,1.59,10.01,0.7925,101.478,-9999,-9999,-9999,-9999
201208210000,201208212359,10444.37,-19.01,0.58,-139.93,3.79,8.22,0.8661,101.218,-9999,-9999,-9999,-9999
201208220000,201208222359,10347.21,-19.45,0.63,-143.49,3.95,10.2,0.7543,101.059,-9999,-9999,-9999,-9999
201208230000,201208232359,9983.55,-19.02,0.38,-140.74,2.62,6.86,0.8915,101.048,-9999,-9999,-9999,-9999
201208240000,201208242359,10121.96,-19.28,0.58,-142.09,4.18,8.03,0.8429,101.373,-9999,-9999,-9999,-9999
201208250000,201208252359,10722.85,-19.79,0.69,-147.4,4.27,7.99,0.9077,101.61,-9999,-9999,-9999,-9999
201208260000,201208262359,10309.69,-21.01,1.09,-155.83,7.32,9.16,0.808,101.353,-9999,-9999,-9999,-9999
201208270000,201208272359,9833.18,-21.09,0.92,-157.36,6.68,8.15,0.8053,101,-9999,-9999,-9999,-9999
201208280000,201208282359,8257.86,-23.71,2.95,-174.58,20.54,8.54,0.6673,100.731,-9999,-9999,-9999,-9999
201208290000,201208292359,8548.91,-24.56,2.07,-181.06,15.22,10.87,0.5861,99.76,-9999,-9999,-9999,-9999
201208300000,201208302359,11047.57,-26.21,2.53,-199.69,17.77,9.9,0.8219,98.831,-9999,-9999,-9999,-9999
201208310000,201208312359,10208.15,-25.98,1.7,-196.08,12.76,9,0.7908,99.194,-9999,-9999,-9999,-9999
201209010000,201209012359,9873.64,-22.54,1.37,-170.54,9.9,8.9,0.7595,99.659,-9999,-9999,-9999,-9999
201209020000,201209022359,9708.15,-9999,-9999,-9999,-9999,7.68,0.803,99.486,-9999,-9999,-9999,-9999
201209030000,201209032359,8742.14,-9999,-9999,-9999,-9999,7.84,0.708,100.175,-9999,-9999,-9999,-9999
201209040000,201209042359,9554.93,-9999,-9999,-9999,-9999,6.88,0.8614,99.786,-9999,-9999,-9999,-9999
201209050000,201209052359,8788.43,-9999,-9999,-9999,-9999,8.06,0.7215,100.729,-9999,-9999,-9999,-9999
201209060000,201209062359,8721.78,-9999,-9999,-9999,-9999,7.92,0.7065,101.247,-9999,-9999,-9999,-9999
201209070000,201209072359,8537.87,-9999,-9999,-9999,-9999,5.57,0.8209,101.089,-9999,-9999,-9999,-9999
201209080000,201209082359,8618.75,-9999,-9999,-9999,-9999,6.57,0.7888,101.1,-9999,-9999,-9999,-9999
201209090000,201209092359,8218.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201209100000,201209102359,9870.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201209110000,201209112359,10122.29,-9999,-9999,-9999,-9999,7.84,0.822,99.964,-9999,-9999,-9999,-9999
201209120000,201209122359,9345.71,-9999,-9999,-9999,-9999,8.06,0.7702,98.975,-9999,-9999,-9999,-9999
201209130000,201209132359,8983.64,-9999,-9999,-9999,-9999,5.8,0.8148,99.844,-9999,-9999,-9999,-9999
201209140000,201209142359,8973.78,-9999,-9999,-9999,-9999,6.21,0.8152,99.708,-9999,-9999,-9999,-9999
201209150000,201209152359,7817.06,-9999,-9999,-9999,-9999,6.39,0.6967,100.826,-9999,-9999,-9999,-9999
201209160000,201209162359,6935.68,-9999,-9999,-9999,-9999,6.73,0.5929,101.19,-9999,-9999,-9999,-9999
201209170000,201209172359,6594.48,-9999,-9999,-9999,-9999,5.89,0.5384,100.884,-9999,-9999,-9999,-9999
201209180000,201209182359,7809.78,-9999,-9999,-9999,-9999,8.82,0.5494,100.538,-9999,-9999,-9999,-9999
201209190000,201209192359,9404.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201209200000,201209202359,9880.51,-9999,-9999,-9999,-9999,8.04,0.8561,100.041,-9999,-9999,-9999,-9999
201209210000,201209212359,8838.08,-9999,-9999,-9999,-9999,6.43,0.822,101.228,-9999,-9999,-9999,-9999
201209220000,201209222359,8196.74,-9999,-9999,-9999,-9999,6.83,0.7181,101.586,-9999,-9999,-9999,-9999
201209230000,201209232359,8460.85,-9999,-9999,-9999,-9999,6.84,0.7306,101.47,-9999,-9999,-9999,-9999
201209240000,201209242359,8678.93,-9999,-9999,-9999,-9999,8.72,0.6698,101.52,-9999,-9999,-9999,-9999
201209250000,201209252359,10182.2,-9999,-9999,-9999,-9999,7,0.9137,101.899,-9999,-9999,-9999,-9999
201209260000,201209262359,9863.95,-9999,-9999,-9999,-9999,6.42,0.9438,99.613,-9999,-9999,-9999,-9999
201209270000,201209272359,9341.37,-9999,-9999,-9999,-9999,6.12,0.8898,100.707,-9999,-9999,-9999,-9999
201209280000,201209282359,7635.07,-9999,-9999,-9999,-9999,3.71,0.7368,99.697,-9999,-9999,-9999,-9999
201209290000,201209292359,7462.65,-9999,-9999,-9999,-9999,4.75,0.7344,99.653,-9999,-9999,-9999,-9999
201209300000,201209302359,7601.42,-9999,-9999,-9999,-9999,4.2,0.8263,100.033,-9999,-9999,-9999,-9999
201210010000,201210012359,8209.12,-9999,-9999,-9999,-9999,5.43,0.7865,100.415,-9999,-9999,-9999,-9999
201210020000,201210022359,5499.41,-9999,-9999,-9999,-9999,5.01,0.472,100.908,-9999,-9999,-9999,-9999
201210030000,201210032359,6109.36,-9999,-9999,-9999,-9999,5.32,0.5945,101.319,-9999,-9999,-9999,-9999
201210040000,201210042359,6413.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201210050000,201210052359,5402.4,-9999,-9999,-9999,-9999,4.22,0.5295,100.971,-9999,-9999,-9999,-9999
201210060000,201210062359,4082.59,-9999,-9999,-9999,-9999,0.11,0.5226,101.303,-9999,-9999,-9999,-9999
201210070000,201210072359,7796.28,-9999,-9999,-9999,-9999,3.85,0.7954,100.197,-9999,-9999,-9999,-9999
201210080000,201210082359,9538.58,-9999,-9999,-9999,-9999,5.53,0.9184,100.239,-9999,-9999,-9999,-9999
201210090000,201210092359,7691.25,-9999,-9999,-9999,-9999,3.35,0.8414,100.109,-9999,-9999,-9999,-9999
201210100000,201210102359,4804.07,-9999,-9999,-9999,-9999,2.04,0.5345,100.251,-9999,-9999,-9999,-9999
201210110000,201210112359,3411.44,-9999,-9999,-9999,-9999,-0.12,0.4186,100.32,-9999,-9999,-9999,-9999
201210120000,201210122359,4625.27,-9999,-9999,-9999,-9999,5.72,0.4142,99.31,-9999,-9999,-9999,-9999
201210130000,201210132359,7158.1,-9999,-9999,-9999,-9999,4.38,0.7466,99.386,-9999,-9999,-9999,-9999
201210140000,201210142359,6754.91,-9999,-9999,-9999,-9999,8.39,0.5384,97.748,-9999,-9999,-9999,-9999
201210150000,201210152359,6637.43,-9999,-9999,-9999,-9999,5.95,0.6062,98.806,-9999,-9999,-9999,-9999
201210160000,201210162359,5616.83,-9999,-9999,-9999,-9999,4.37,0.5559,101.159,-9999,-9999,-9999,-9999
201210170000,201210172359,6415.35,-9999,-9999,-9999,-9999,4.37,0.6384,101.304,-9999,-9999,-9999,-9999
201210180000,201210182359,6246.27,-9999,-9999,-9999,-9999,9.82,0.422,99.377,-9999,-9999,-9999,-9999
201210190000,201210192359,6653.51,-9999,-9999,-9999,-9999,6.07,0.5893,99.708,-9999,-9999,-9999,-9999
201210200000,201210202359,6242.34,-9999,-9999,-9999,-9999,3.11,0.6768,100.766,-9999,-9999,-9999,-9999
201210210000,201210212359,7192.56,-9999,-9999,-9999,-9999,2.26,0.8493,101.509,-9999,-9999,-9999,-9999
201210220000,201210222359,8176.24,-9999,-9999,-9999,-9999,4.02,0.8648,101.262,-9999,-9999,-9999,-9999
201210230000,201210232359,9664.43,-9999,-9999,-9999,-9999,7.49,0.8268,101.347,-9999,-9999,-9999,-9999
201210240000,201210242359,9536.49,-9999,-9999,-9999,-9999,10.98,0.7295,101.529,-9999,-9999,-9999,-9999
201210250000,201210252359,12103.86,-9999,-9999,-9999,-9999,8.97,0.9421,101.777,-9999,-9999,-9999,-9999
201210260000,201210262359,10246.18,-17.2,0.61,-130.74,3.72,6.96,0.9117,102.434,-9999,-9999,-9999,-9999
201210270000,201210272359,8253.66,-19.2,0.74,-145.28,4.97,2.75,0.9501,102.366,-9999,-9999,-9999,-9999
201210280000,201210282359,7329.85,-9999,-9999,-9999,-9999,1.13,0.955,102.966,-9999,-9999,-9999,-9999
201210290000,201210292359,8692.01,-19.44,0.87,-144.24,4.87,3.64,0.9491,102.452,-9999,-9999,-9999,-9999
201210300000,201210302359,6873.31,-20.97,1.09,-153.09,5.06,3.22,0.7339,101.917,-9999,-9999,-9999,-9999
201210310000,201210312359,4911.78,-23.37,1.11,-165.19,5.67,0.49,0.5828,101.233,-9999,-9999,-9999,-9999
201211010000,201211012359,3721.11,-24.67,1.44,-168.44,8.39,-1.67,0.5523,101.575,-9999,-9999,-9999,-9999
201211020000,201211022359,3580.85,-23.23,1.76,-159.34,10.46,-0.89,0.4811,101.907,-9999,-9999,-9999,-9999
201211030000,201211032359,3822.7,-22.81,1.24,-156.15,8.1,2.4,0.4062,101.718,-9999,-9999,-9999,-9999
201211040000,201211042359,8148.93,-18.77,1.23,-134.9,7.72,7.45,0.6998,100.286,-9999,-9999,-9999,-9999
201211050000,201211052359,10034.53,-17.89,1.61,-137.98,8.55,6.32,0.9346,99.3,-9999,-9999,-9999,-9999
201211060000,201211062359,8640.54,-19.42,0.65,-147.87,4.91,4.28,0.9101,100.041,-9999,-9999,-9999,-9999
201211070000,201211072359,8081.09,-19.73,1.87,-148.25,13.53,2.02,0.9315,99.814,-9999,-9999,-9999,-9999
201211080000,201211082359,4223.88,-24.46,2.8,-171.91,18.13,0.02,0.453,100.381,-9999,-9999,-9999,-9999
201211090000,201211092359,3035.83,-25.85,1.65,-180.97,12.49,-3.05,0.4294,101.443,-9999,-9999,-9999,-9999
201211100000,201211102359,4945.73,-9999,-9999,-9999,-9999,0.98,0.5842,98.969,-9999,-9999,-9999,-9999
201211110000,201211112359,4128.91,-9999,-9999,-9999,-9999,4.75,0.3648,97.829,-9999,-9999,-9999,-9999
201211120000,201211122359,3918.24,-26.27,1.72,-186.41,12.26,1.15,0.4066,98.806,-9999,-9999,-9999,-9999
201211130000,201211132359,4949.08,-24.51,2.65,-173.98,16.71,0.33,0.5805,99.71,-9999,-9999,-9999,-9999
201211140000,201211142359,6457.93,-20.64,0.7,-148.74,7.48,0.09,0.8447,99.985,-9999,-9999,-9999,-9999
201211150000,201211152359,5331.37,-21.38,0.64,-149.38,4.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201211160000,201211162359,3639.7,-24.55,2.48,-171.92,17.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201211170000,201211172359,4433.91,-24.91,1.65,-175.95,11.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201211180000,201211182359,4452.11,-25.66,2.47,-183.76,18.17,-4.04,0.7479,99.504,-9999,-9999,-9999,-9999
201211190000,201211192359,4895.25,-24.48,2.15,-175.5,16.06,-2.09,0.706,99.333,-9999,-9999,-9999,-9999
201211200000,201211202359,3782.42,-27.54,1.26,-197.75,8.98,-3.11,0.5958,99.749,-9999,-9999,-9999,-9999
201211210000,201211212359,3104.13,-25.99,1.31,-184.76,8.95,-4.64,0.5364,100.586,-9999,-9999,-9999,-9999
201211220000,201211222359,2813.49,-9999,-9999,-9999,-9999,-6.62,0.5292,100.085,-9999,-9999,-9999,-9999
201211230000,201211232359,3424.42,-9999,-9999,-9999,-9999,-4.58,0.6042,99.375,-9999,-9999,-9999,-9999
201211240000,201211242359,2582.37,-9999,-9999,-9999,-9999,-6.58,0.5004,99.8,-9999,-9999,-9999,-9999
201211250000,201211252359,4005.61,-9999,-9999,-9999,-9999,-0.87,0.4638,100.569,-9999,-9999,-9999,-9999
201211260000,201211262359,7651.89,-9999,-9999,-9999,-9999,5.9,0.7741,99.171,-9999,-9999,-9999,-9999
201211270000,201211272359,7625.86,-9999,-9999,-9999,-9999,2.39,0.8863,100.006,-9999,-9999,-9999,-9999
201211280000,201211282359,6895.79,-23.75,2.78,-173.52,22.35,-0.39,0.8913,99.514,-9999,-9999,-9999,-9999
201211290000,201211292359,4771.67,-22.51,2.03,-159.41,14.53,-2.97,0.7107,101.484,-9999,-9999,-9999,-9999
201211300000,201211302359,4366.1,-27.42,1.96,-200.98,18.19,0.6,0.5239,98.934,-9999,-9999,-9999,-9999
201212010000,201212012359,3986.35,-9999,-9999,-9999,-9999,4.49,0.3762,98.16,-9999,-9999,-9999,-9999
201212020000,201212022359,4985.99,-9999,-9999,-9999,-9999,-0.1,0.6176,99.395,-9999,-9999,-9999,-9999
201212030000,201212032359,4458.02,-9999,-9999,-9999,-9999,-3.47,0.6568,100.291,-9999,-9999,-9999,-9999
201212040000,201212042359,4268.75,-9999,-9999,-9999,-9999,-4.19,0.7245,100.765,-9999,-9999,-9999,-9999
201212050000,201212052359,2230.73,-9999,-9999,-9999,-9999,-8.51,0.4806,100.616,-9999,-9999,-9999,-9999
201212060000,201212062359,2792.59,-9999,-9999,-9999,-9999,-7.02,0.4779,100.142,-9999,-9999,-9999,-9999
201212070000,201212072359,2034.27,-9999,-9999,-9999,-9999,-8.11,0.4251,101.087,-9999,-9999,-9999,-9999
201212080000,201212082359,6371.87,-9999,-9999,-9999,-9999,-0.67,0.7172,100.831,-9999,-9999,-9999,-9999
201212090000,201212092359,6955.34,-9999,-9999,-9999,-9999,0.5,0.9595,101.341,-9999,-9999,-9999,-9999
201212100000,201212102359,6969.13,-9999,-9999,-9999,-9999,2.46,0.7612,99.63,-9999,-9999,-9999,-9999
201212110000,201212112359,7571.48,-9999,-9999,-9999,-9999,1.76,0.9052,99.509,-9999,-9999,-9999,-9999
201212120000,201212122359,7052.45,-9999,-9999,-9999,-9999,2.83,0.8467,99.33,-9999,-9999,-9999,-9999
201212130000,201212132359,5311.85,-28.58,2.95,-217.22,22.73,8.06,0.4074,98.607,-9999,-9999,-9999,-9999
201212140000,201212142359,4112.06,-27.76,3.95,-204.64,32.36,6,0.3533,99.066,-9999,-9999,-9999,-9999
201212150000,201212152359,3789.45,-27.12,2.44,-200.38,20.02,0.86,0.4304,100.267,-9999,-9999,-9999,-9999
201212160000,201212162359,4224,-29.2,1.81,-217.24,14.11,-2.01,0.613,101.158,-9999,-9999,-9999,-9999
201212170000,201212172359,4188.32,-27.56,1.59,-203.82,11.91,-1.33,0.6104,101.631,-9999,-9999,-9999,-9999
201212180000,201212182359,3087.09,-29.68,1.04,-218.9,8.25,-5.21,0.5263,101.137,-9999,-9999,-9999,-9999
201212190000,201212192359,3211.07,-28.91,2.26,-211.27,18.3,-5.69,0.5347,100.388,-9999,-9999,-9999,-9999
201212200000,201212202359,4368.54,-26.26,2.9,-191.93,21.56,-2.92,0.6579,99.418,-9999,-9999,-9999,-9999
201212210000,201212212359,4904.05,-24.39,0.87,-184.26,7.08,5,0.4563,100.005,-9999,-9999,-9999,-9999
201212220000,201212222359,5012.76,-22.22,2.79,-171,19.41,-1.67,0.7668,100.92,-9999,-9999,-9999,-9999
201212230000,201212232359,4650.93,-22.13,0.98,-168.98,6.33,-4.9,0.8704,101.367,-9999,-9999,-9999,-9999
201212240000,201212242359,3995.82,-26.42,1.21,-198.8,9.19,-2.19,0.5947,100.886,-9999,-9999,-9999,-9999
201212250000,201212252359,4426.19,-24.18,2.33,-180.91,17.72,-4.12,0.7492,99.049,-9999,-9999,-9999,-9999
201212260000,201212262359,5592.33,-26.91,2.76,-204.64,22.24,-2.47,0.8691,99.089,-9999,-9999,-9999,-9999
201212270000,201212272359,3725.99,-27.4,2.75,-205.49,23.34,-4.93,0.642,99.681,-9999,-9999,-9999,-9999
201212280000,201212282359,2191.12,-28.1,3.04,-201.96,23.84,-7.16,0.3675,100.075,-9999,-9999,-9999,-9999
201212290000,201212292359,2198.05,-27.61,3.1,-197.77,23.4,-7.61,0.3629,100.237,-9999,-9999,-9999,-9999
201212300000,201212302359,1914.09,-31.5,2.49,-230.63,18.62,-8.6,0.3874,99.828,-9999,-9999,-9999,-9999
201212310000,201212312359,2154.27,-28.63,1.9,-207.51,17.13,-7.88,0.4105,99.495,-9999,-9999,-9999,-9999
201301010000,201301012359,4477.72,-28.88,2.36,-214.35,19.22,-1.16,0.6161,98.292,-9999,-9999,-9999,-9999
201301020000,201301022359,4738.53,-27.43,1.96,-205.47,15.35,0.32,0.5949,98.266,-9999,-9999,-9999,-9999
201301030000,201301032359,4220.87,-29.08,1.99,-219.57,15.49,-1.29,0.5715,97.883,-9999,-9999,-9999,-9999
201301040000,201301042359,5143.73,-24.69,2.13,-187.43,16.44,-2.02,0.747,97.288,-9999,-9999,-9999,-9999
201301050000,201301052359,4188.64,-21.7,1.21,-159.79,8.37,-4.72,0.6724,98.593,-9999,-9999,-9999,-9999
201301060000,201301062359,2935.15,-26.56,3.13,-194.48,24.38,-6.66,0.5522,98.919,-9999,-9999,-9999,-9999
201301070000,201301072359,4608.09,-26.06,3.71,-195.35,30.5,-2.55,0.6996,97.662,-9999,-9999,-9999,-9999
201301080000,201301082359,3537.59,-24,3.23,-170.45,29.11,-5.85,0.682,98.285,-9999,-9999,-9999,-9999
201301090000,201301092359,4872.63,-9999,-9999,-9999,-9999,-2.04,0.7135,97.435,-9999,-9999,-9999,-9999
201301100000,201301102359,3837.51,-23.38,1.84,-172.7,12.07,-4.8,0.6267,99.531,-9999,-9999,-9999,-9999
201301110000,201301112359,3748.83,-27.19,2.62,-202.16,20.72,-5.5,0.7117,101.287,-9999,-9999,-9999,-9999
201301120000,201301122359,3288.98,-27.85,4.22,-205.29,34.83,-6.92,0.6562,101.948,-9999,-9999,-9999,-9999
201301130000,201301132359,3070.6,-28.44,1.72,-204.72,10.74,-7.88,0.6434,101.128,-9999,-9999,-9999,-9999
201301140000,201301142359,6190.91,-23.56,2.03,-179.02,15.25,0.09,0.8348,99.43,-9999,-9999,-9999,-9999
201301150000,201301152359,5580.91,-9999,-9999,-9999,-9999,1.25,0.6685,98.485,-9999,-9999,-9999,-9999
201301160000,201301162359,5155.34,-27.99,1.85,-213.84,13.68,0.52,0.6113,97.585,-9999,-9999,-9999,-9999
201301170000,201301172359,4689.81,-22.62,1.21,-167.12,10.31,-4.39,0.7724,98.925,-9999,-9999,-9999,-9999
201301180000,201301182359,3253.74,-27.95,2.06,-204.29,16.25,-6.99,0.6578,98.275,-9999,-9999,-9999,-9999
201301190000,201301192359,3706.69,-23.61,1.97,-171.98,13.68,-8.8,0.7392,98.165,-9999,-9999,-9999,-9999
201301200000,201301202359,2855.66,-27.3,2.83,-198.9,20.65,-8.67,0.5752,98.137,-9999,-9999,-9999,-9999
201301210000,201301212359,4037.39,-23.95,2.19,-175.88,16.67,0.74,0.5002,98.407,-9999,-9999,-9999,-9999
201301220000,201301222359,4343.38,-26.11,1.81,-196.96,14.05,2.96,0.4725,97.75,-9999,-9999,-9999,-9999
201301230000,201301232359,4676.59,-24.69,3.04,-181.56,25.07,-2.62,0.7391,98.259,-9999,-9999,-9999,-9999
201301240000,201301242359,4597.5,-28.11,4.22,-213.3,31.93,2.85,0.4196,96.553,-9999,-9999,-9999,-9999
201301250000,201301252359,3322.63,-25.94,2.35,-191.33,19.1,-2.99,0.5206,98.043,-9999,-9999,-9999,-9999
201301260000,201301262359,2434.88,-28.25,2.01,-209.04,16.58,-5.49,0.4178,98.397,-9999,-9999,-9999,-9999
201301270000,201301272359,2349.81,-28.32,1.17,-209.08,9.88,-7.49,0.4307,98.355,-9999,-9999,-9999,-9999
201301280000,201301282359,3545.49,-28.16,2.1,-209.62,16.58,-2.7,0.5014,98.23,-9999,-9999,-9999,-9999
201301290000,201301292359,2887.37,-27.65,0.89,-206.5,7.24,-4.35,0.4613,98.737,-9999,-9999,-9999,-9999
201301300000,201301302359,2625.84,-27.58,0.74,-207.73,6.92,-7.78,0.5494,99.549,-9999,-9999,-9999,-9999
201301310000,201301312359,4076.95,-25.53,2.47,-188.38,21.71,-2.66,0.6401,99.412,-9999,-9999,-9999,-9999
201302010000,201302012359,6364.73,-24.21,1.91,-184.45,14.37,1.91,0.7559,97.573,-9999,-9999,-9999,-9999
201302020000,201302022359,5509.08,-20.55,1.99,-148.4,14.34,-2.71,0.7901,97.409,-9999,-9999,-9999,-9999
201302030000,201302032359,4574.06,-22.28,1.09,-160.14,6.86,-5.17,0.7642,98.551,-9999,-9999,-9999,-9999
201302040000,201302042359,3127.47,-24.19,2.16,-172.93,14.79,-8.91,0.6336,101.401,-9999,-9999,-9999,-9999
201302050000,201302052359,5579.76,-24.93,2.47,-184.46,19.15,-0.15,0.7032,99.436,-9999,-9999,-9999,-9999
201302060000,201302062359,5509.08,-19.45,1.99,-140.12,14.08,-3.44,0.8582,99.175,-9999,-9999,-9999,-9999
201302070000,201302072359,4174.04,-21.82,1.38,-151.99,10.2,-5.07,0.7478,100.429,-9999,-9999,-9999,-9999
201302080000,201302082359,2871.5,-24.54,1.82,-178.45,15.33,-10.02,0.7124,99.818,-9999,-9999,-9999,-9999
201302090000,201302092359,3330.08,-22.83,2.89,-161.54,24.88,-7.47,0.5674,99.054,-9999,-9999,-9999,-9999
201302100000,201302102359,2909.87,-23.87,2.09,-169.69,16.82,-6.75,0.467,100.589,-9999,-9999,-9999,-9999
201302110000,201302112359,2343.35,-27.58,1.58,-199.7,14.59,-8.82,0.4831,100.74,-9999,-9999,-9999,-9999
201302120000,201302122359,4846.94,-23.16,1.77,-164.15,13.79,-3.12,0.7443,100.376,-9999,-9999,-9999,-9999
201302130000,201302132359,5327.46,-22.8,1.4,-169.78,9.75,-3.26,0.8501,100.374,-9999,-9999,-9999,-9999
201302140000,201302142359,3591.83,-25.69,1.02,-190.57,7.79,-5.37,0.6589,100.464,-9999,-9999,-9999,-9999
201302150000,201302152359,4501.34,-25.35,1.41,-187.77,11.28,-0.37,0.5746,100.528,-9999,-9999,-9999,-9999
201302160000,201302162359,3749.65,-26.34,0.92,-197.33,6.53,-1.66,0.5174,100.719,-9999,-9999,-9999,-9999
201302170000,201302172359,2818.54,-27.84,0.68,-207.39,5.5,-5.06,0.4814,100.839,-9999,-9999,-9999,-9999
