%Latitude	Longitude	Elevation (m)	WMO Station #	Weighted Annual d2H (‰)	Weighted Annual d18O (‰)	Weighted Annual d-excess (‰)	Weighted Monthly d2H (‰)	Weighted Monthly d18O (‰)	Weighted Monthly d-excess (‰)
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-69.11	-10.70	16.53
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-48.34	-7.54	13.46
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-54.15	-8.02	10.02
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-65.25	-9.58	10.62
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-54.62	-7.79	7.72
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-57.89	-8.39	7.97
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-50.75	-7.78	11.46
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-40.40	-6.93	15.08
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-45.92	-7.79	16.43
39.02	141.50	260.00	4751300	-54.48	-8.37	12.43	-51.91	-9.12	21.08
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-14.50	-3.25	11.50
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-57.10	-8.23	8.74
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-85.10	-11.76	8.98
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-69.80	-9.60	7.00
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-54.10	-7.83	8.54
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-54.40	-8.22	11.36
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-53.70	-8.06	10.78
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-54.20	-8.09	10.52
10.06	-84.07	2260.00	7876201	-999.99	-999.99	-999.99	-32.50	-5.83	14.14
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-13.70	-2.16	3.58
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-21.40	-3.56	7.08
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-74.40	-10.65	10.80
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-53.80	-7.80	8.60
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-57.80	-9.04	14.52
18.19	79.44	-999.99	4308701	-33.36	-5.04	6.97	-999.99	-999.99	-999.99
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-43.43	-6.77	13.20
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-63.11	-8.38	8.05
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-41.16	-6.74	12.80
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-31.00	-5.80	15.40
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-24.75	-4.59	12.00
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-11.11	-2.86	14.49
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	2.75	-0.58	7.35
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	2.00	-2.30	11.07
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-19.26	-3.34	7.45
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-15.56	-3.24	13.89
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-30.18	-4.06	5.83
-24.78	-65.40	1187.00	8704700	-40.78	-5.86	10.33	-36.02	-3.85	13.08
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-8.35	-1.84	9.06
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-6.66	-2.11	11.91
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-1.90	-1.52	12.02
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-16.20	-3.06	11.74
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-0.98	-1.37	10.87
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	0.31	-1.40	11.90
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	5.54	-0.75	10.18
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	3.73	-0.74	10.36
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	0.05	-1.41	9.85
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	1.86	-1.52	13.55
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-4.77	-1.54	10.73
-13.00	-38.52	45.00	8322900	-3.33	-1.70	11.02	-3.51	-1.47	7.49
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-0.12	-0.98	12.53
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	2.34	-0.93	13.15
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	5.60	-0.54	8.24
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-0.44	-1.17	14.00
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-8.20	-2.41	10.60
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-7.50	-2.13	8.42
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-8.20	-1.51	5.64
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-9.32	-2.14	4.07
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-4.71	-1.42	5.91
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-2.70	-3.57	9.46
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	-6.90	-2.55	13.50
18.34	-66.00	4.00	7852600	-4.27	-2.03	9.54	0.46	-1.83	13.27
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-37.53	-6.30	12.85
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-47.59	-7.45	12.01
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-46.06	-6.93	9.38
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-47.11	-7.43	12.34
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-52.39	-7.98	11.44
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-63.25	-9.33	11.37
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-24.05	-4.57	12.49
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-43.39	-7.16	13.90
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-34.19	-6.29	16.17
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-44.24	-7.56	16.26
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-57.41	-9.10	15.36
44.20	10.50	1520.00	1613402	-47.03	-7.58	13.64	-57.02	-8.82	13.52
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-999.99	-999.99	-999.99
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-999.99	-999.99	-999.99
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-1.37	-1.21	8.31
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-25.37	-3.84	10.52
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-35.28	-5.88	12.49
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-55.05	-7.78	9.96
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-38.24	-5.69	9.10
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-43.01	-6.27	9.28
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-48.59	-7.19	8.17
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-52.78	-7.69	9.80
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-36.97	-6.51	9.81
13.70	-89.12	615.00	7866300	-45.21	-6.68	9.47	-5.14	-2.74	16.79
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-31.57	-5.56	8.51
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-58.04	-7.99	10.21
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-32.40	-5.15	8.79
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-34.17	-5.26	7.93
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-29.93	-4.68	7.52
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-8.00	-0.29	-5.66
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-4.40	1.50	-16.40
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-32.15	-4.97	7.59
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-52.71	-7.41	6.60
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-12.62	-2.91	10.63
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-31.39	-5.04	8.93
34.90	-120.45	79.00	7239400	-36.30	-5.78	9.44	-27.66	-5.04	12.67
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-999.99	-999.99	-999.99
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	12.30	0.19	10.78
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	8.50	-0.47	12.26
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-0.30	-1.39	10.82
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-66.10	-9.65	11.10
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-71.07	-9.51	5.01
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-33.39	-4.88	5.62
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-22.56	-3.49	5.32
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-46.00	-7.05	10.40
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-45.67	-6.99	10.25
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-49.10	-7.64	12.02
10.20	-85.15	825.00	7876008	-38.73	-5.91	8.58	-6.66	-2.06	9.81
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	2.69	-1.24	12.63
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	7.25	-1.00	15.22
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	10.45	-0.32	13.05
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	6.75	-0.28	9.01
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-4.00	-1.91	11.25
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-12.09	-2.63	8.95
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-12.70	-2.71	8.98
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-28.72	-4.93	10.75
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-33.87	-5.49	10.04
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-24.70	-4.53	11.52
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-31.66	-5.19	9.89
18.47	-70.02	60.00	7848601	-19.58	-3.79	10.71	-2.92	-1.64	10.16
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-97.30	-13.41	9.98
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-48.60	-7.52	11.56
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-52.30	-8.09	12.42
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-50.30	-7.59	10.42
10.19	-85.47	25.00	7876004	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-999.99	-999.99	-999.99
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-6.35	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-999.99	-999.99	-999.99
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-4.13	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-999.99	-999.99	-999.99
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-4.99	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-42.13	-6.84	12.61
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-60.57	-8.73	9.28
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-78.79	-11.98	17.05
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-6.00	-3.47	14.00
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-66.12	-9.24	10.39
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-13.00	-3.30	13.40
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-63.52	-9.15	9.87
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-2.00	-1.70	11.60
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-69.54	-9.89	9.57
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-3.50	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-62.60	-9.64	14.53
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-3.02	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-95.80	-12.93	7.64
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-3.10	-999.99
-33.45	-70.70	520.00	8557700	-67.65	-9.84	11.88	-999.99	-999.99	-999.99
-27.78	-64.27	187.00	8712900	-999.99	-999.99	-999.99	-999.99	-4.88	-999.99
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-11.06	-2.82	11.48
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-13.62	-2.77	9.30
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-27.81	-5.24	9.81
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-41.15	-6.69	8.24
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-57.21	-8.76	8.38
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-34.01	-5.29	6.97
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-15.83	-3.63	12.97
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-10.16	-2.89	12.95
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-4.24	-2.01	11.10
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-5.65	-2.20	12.49
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-8.57	-2.38	7.34
-0.13	-67.08	87.00	8210600	-22.18	-4.11	10.06	-16.70	-3.27	10.41
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-2.70	-1.78	3.95
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-13.04	-2.80	9.45
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-20.75	-4.04	9.38
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-19.78	-4.43	10.99
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-19.13	-3.89	10.72
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-22.85	-5.00	17.05
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	12.93	0.95	6.27
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	3.70	-0.20	5.30
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-5.92	-1.98	7.86
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-24.04	-4.20	9.33
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-11.39	-3.17	10.97
0.38	6.72	8.00	6193100	-16.01	-3.44	9.61	-7.23	-2.01	7.45
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-101.71	-16.66	10.91
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-91.53	-15.02	10.10
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-81.89	-14.16	10.00
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-53.98	-9.04	13.54
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-49.51	-9.28	14.48
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-49.33	-7.06	0.08
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-41.80	-7.12	5.06
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-54.92	-7.71	6.35
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-67.96	-9.65	3.00
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-83.40	-11.12	9.25
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-100.61	-13.52	15.88
51.34	46.02	166.00	3417200	-67.38	-11.72	8.92	-110.09	-15.31	10.89
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-7.85	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-8.51	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-9.29	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-7.82	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-7.90	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-999.99	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-999.99	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-3.55	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-3.58	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-4.67	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-4.72	-999.99
37.53	14.00	400.00	1641002	-999.99	-7.52	-999.99	-999.99	-9.79	-999.99
70.50	-22.00	-999.99	434001	-999.99	-11.30	-999.99	-999.99	-12.95	-999.99
70.50	-22.00	-999.99	434001	-999.99	-21.30	-999.99	-999.99	-19.17	-999.99
70.50	-22.00	-999.99	434001	-999.99	-9.90	-999.99	-999.99	-16.30	-999.99
70.50	-22.00	-999.99	434001	-999.99	-21.40	-999.99	-999.99	-13.62	-999.99
70.50	-22.00	-999.99	434001	-999.99	-12.00	-999.99	-999.99	-9.81	-999.99
70.50	-22.00	-999.99	434001	-999.99	-10.00	-999.99	-999.99	-11.38	-999.99
70.50	-22.00	-999.99	434001	-999.99	-10.20	-999.99	-999.99	-8.92	-999.99
70.50	-22.00	-999.99	434001	-999.99	-7.90	-999.99	-999.99	-9.94	-999.99
70.50	-22.00	-999.99	434001	-999.99	-12.10	-999.99	-999.99	-14.82	-999.99
70.50	-22.00	-999.99	434001	-999.99	-16.80	-999.99	-999.99	-16.00	-999.99
70.50	-22.00	-999.99	434001	-999.99	-16.30	-999.99	-999.99	-15.67	-999.99
70.50	-22.00	-999.99	434001	-999.99	-15.20	-999.99	-999.99	-14.50	-999.99
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-128.13	-19.10	18.36
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-132.76	-16.79	1.54
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-115.35	-15.73	11.73
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-51.40	-9.74	18.52
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-42.39	-7.90	20.83
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-45.15	-7.28	13.13
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-18.00	-3.62	10.97
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-4.14	-2.18	13.33
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-45.89	-8.47	21.85
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-45.06	-8.45	22.53
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-106.31	-14.01	3.90
39.38	41.01	2160.00	1709201	-64.59	-9.89	15.11	-111.27	-15.98	21.20
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-24.44	-4.46	11.22
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-23.02	-3.34	3.68
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-22.80	-4.19	10.72
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-18.65	-3.52	9.51
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-26.23	-3.38	0.83
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-26.06	-4.15	7.12
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-999.99	-999.99	-999.99
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-6.95	-1.59	5.73
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-15.45	-3.31	11.04
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-7.23	-2.30	11.17
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-31.00	-4.94	8.50
34.43	10.41	23.00	6075000	-20.41	-3.73	9.42	-36.92	-5.76	9.17
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-68.19	-10.16	13.13
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-77.66	-11.92	17.72
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-69.27	-9.65	7.93
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-40.94	-5.64	4.17
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-40.12	-5.87	6.82
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-49.30	-6.64	3.82
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-66.24	-9.00	5.77
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-60.23	-8.33	6.43
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-60.27	-8.65	8.95
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-48.72	-7.05	7.86
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-47.89	-7.16	9.40
38.02	114.25	80.00	5369800	-58.83	-8.20	6.74	-70.76	-10.76	15.31
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-10.37	-2.48	9.47
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-25.30	4.70	15.02
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-4.32	-2.64	16.83
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	0.71	-1.64	13.85
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-27.69	-4.81	10.82
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-17.56	-3.22	8.17
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-50.22	-7.75	11.82
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-62.42	-9.42	12.96
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-78.87	-11.14	10.25
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-53.93	-8.29	12.39
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-999.99	-999.99	-999.99
25.57	91.88	1598.00	4251600	-28.49	-3.67	10.78	-3.70	-2.61	17.18
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-24.86	-5.75	21.10
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-37.78	-7.73	24.04
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-19.10	-5.31	23.39
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-5.90	-1.16	3.38
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-999.99	-999.99	-999.99
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-999.99	-999.99	-999.99
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-999.99	-999.99	-999.99
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-999.99	-999.99	-999.99
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-999.99	-999.99	-999.99
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-18.20	-4.60	18.60
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-20.20	-5.29	22.12
30.27	35.58	1300.00	4031002	-26.13	-6.11	22.75	-4.40	-3.55	24.00
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-13.91	-3.53	14.37
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-17.52	-4.01	14.53
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-14.43	-3.19	11.09
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-22.39	-3.97	9.38
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-29.60	-4.33	5.04
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-999.99	-999.99	-999.99
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-999.99	-999.99	-999.99
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-999.99	-999.99	-999.99
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-999.99	-999.99	-999.99
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-17.59	-3.84	13.10
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-22.78	-4.32	12.34
31.63	25.96	23.00	6230300	-18.68	-3.99	13.39	-28.66	-5.19	12.87
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-123.86	-17.07	12.73
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-89.78	-14.19	11.98
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-70.09	-10.36	11.13
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-57.05	-7.35	10.63
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-49.90	-7.27	8.28
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-49.52	-7.47	10.27
42.85	-80.27	240.00	7152700	-62.16	-9.27	11.66	-37.44	-5.52	6.69
