%Latitude	Longitude	Elevation (m)	WMO Station #	Weighted Annual d2H (‰)	Weighted Annual d18O (‰)	Weighted Annual d-excess (‰)	Weighted Monthly d2H (‰)	Weighted Monthly d18O (‰)	Weighted Monthly d-excess (‰)
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-27.86	-5.05	12.57
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-56.37	-8.57	12.18
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-39.48	-6.17	9.88
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-46.79	-7.32	11.79
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-27.33	-5.16	13.92
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-10.00	-3.44	17.52
13.05	123.97	475.00	9844405	-18.62	-4.20	15.02	-4.74	-2.43	14.71
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-60.72	-8.99	11.21
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-34.96	-7.27	13.78
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-51.20	-7.79	11.16
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-51.03	-8.19	14.52
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-39.33	-5.92	8.03
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-40.30	-6.32	10.23
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-48.65	-6.67	4.67
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-27.55	-3.76	2.54
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-24.11	-4.86	14.75
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-43.19	-7.14	13.91
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-58.48	-9.18	14.92
41.48	-6.44	690.00	857500	-49.22	-7.70	11.89	-58.43	-8.68	10.99
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-24.68	-3.69	7.50
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-36.86	-5.31	10.52
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-41.05	-6.23	12.98
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-36.98	-5.42	11.30
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-14.64	-2.80	7.02
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-16.54	-2.67	12.26
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-2.71	-1.95	14.24
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-12.64	-2.55	7.52
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	5.01	-1.37	13.88
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-11.64	-3.57	13.14
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-25.08	-5.14	13.05
-15.85	-47.93	1061.00	9337800	-29.09	-4.85	11.37	-40.80	-6.42	11.49
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-65.65	-8.79	4.20
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-61.99	-8.17	3.39
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-65.99	-8.81	4.51
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-56.93	-7.89	6.16
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-53.07	-7.35	5.76
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-52.72	-7.28	5.54
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-43.84	-6.13	5.16
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-45.58	-6.61	7.31
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-46.81	-6.76	7.30
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-58.72	-8.43	8.75
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-58.29	-8.27	7.85
52.30	10.45	88.00	1034800	-55.75	-7.74	6.12	-65.75	-9.06	6.73
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-999.99	-999.99	-999.99
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-102.05	-14.26	12.06
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-19.20	-3.60	9.60
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-99.24	-13.93	12.23
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-10.30	-1.90	4.90
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-76.69	-10.82	9.91
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-24.15	-3.83	6.52
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-63.65	-8.70	3.85
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-42.57	-6.53	9.67
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-46.04	-7.00	9.88
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-41.10	-5.80	5.30
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-57.57	-7.55	1.90
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-13.51	-2.71	8.20
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-62.16	-8.87	11.58
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-20.38	-3.56	8.09
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-42.92	-5.97	5.94
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-23.34	-4.39	11.80
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-39.98	-7.41	11.23
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-11.61	-3.08	13.06
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-97.87	-10.82	4.47
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-36.05	-6.44	15.47
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-90.53	-10.85	1.36
48.36	-4.57	80.00	711001	-23.94	-4.31	10.58	-31.95	-5.54	12.38
52.07	23.41	142.00	3300800	-71.13	-9.40	7.08	-106.09	-13.21	5.57
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-27.49	-4.94	11.26
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-17.07	-3.65	11.03
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-23.81	-4.47	10.80
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-29.53	-4.57	13.64
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-34.82	-5.76	14.49
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-21.16	-5.57	15.62
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-37.81	-6.71	15.88
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-12.63	-3.52	15.25
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-11.54	-3.07	13.31
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-6.97	-2.65	14.21
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-11.77	-3.21	13.46
-27.43	153.08	-999.99	9457600	-21.91	-4.40	13.25	-14.82	-3.65	13.96
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-13.56	-3.06	10.91
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-17.92	-3.43	9.49
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-36.64	-5.82	9.91
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-32.81	-5.77	13.34
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-36.12	-5.83	10.49
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-28.66	-5.13	12.40
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-25.55	-4.74	12.37
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-19.83	-3.86	11.04
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-14.15	-3.24	11.77
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-11.84	-1.88	3.17
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-3.10	-2.20	14.50
-34.58	-58.48	24.00	8758500	-23.45	-4.30	10.94	-2.50	-2.00	13.50
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-254.64	-32.70	6.94
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-232.72	-30.32	9.82
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-213.36	-28.16	11.88
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-213.75	-28.27	12.40
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-175.84	-23.00	8.13
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-156.18	-20.63	8.87
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-140.58	-18.31	5.93
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-146.97	-19.16	6.34
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-155.97	-20.16	5.31
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-172.56	-23.08	12.06
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-230.13	-30.35	12.69
69.06	-105.07	23.00	7192500	-177.54	-23.27	8.60	-243.30	-31.83	11.36
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-52.84	-7.54	9.77
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-9.82	-2.75	12.17
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-5.43	-2.08	10.77
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-14.42	-1.99	2.92
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-4.68	-0.93	2.78
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-6.23	-1.51	5.83
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-0.61	-0.69	4.94
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-3.84	-1.83	10.82
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-1.00	-1.59	11.74
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-12.90	-2.53	7.31
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-30.33	-5.09	10.37
-2.77	-171.72	2.00	9170000	-24.63	-3.65	8.82	-39.35	-6.12	9.64
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-18.76	-3.48	9.29
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-22.39	-3.05	8.27
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-22.82	-3.90	7.75
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-24.64	-4.57	11.11
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-29.47	-5.28	12.01
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-33.80	-5.63	11.73
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-30.70	-5.41	12.60
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-22.71	-4.43	12.77
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-22.75	-4.27	11.40
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-14.97	-3.16	10.35
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-14.66	-2.64	6.42
-40.68	144.69	90.00	9495400	-23.59	-4.30	10.72	-13.69	-2.80	8.14
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-19.70	-2.72	2.06
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-41.80	-5.35	1.00
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-15.30	-2.15	1.90
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-32.50	-4.77	5.66
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-28.30	-3.22	-2.54
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-26.80	-3.89	4.32
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-13.40	-1.70	0.20
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-28.40	-5.02	11.76
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-28.90	-5.48	14.94
44.95	5.78	99.00	764601	-999.99	-999.99	-999.99	-43.10	-6.40	8.10
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-64.90	-8.51	3.18
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-49.50	-6.56	2.98
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-33.60	-4.65	3.60
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-46.90	-5.93	0.54
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-39.60	-5.79	6.72
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-35.60	-4.53	0.64
10.23	-85.41	63.00	7876005	-999.99	-999.99	-999.99	-27.50	-3.80	2.90
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-8.10	-2.90	15.10
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	4.80	-1.96	20.48
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-999.99	-999.99	-999.99
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-28.80	-4.66	8.48
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-27.10	-5.05	13.30
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-24.50	-4.89	14.62
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-59.10	-9.12	13.86
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-23.40	-4.04	8.92
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-44.20	-7.30	14.20
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-16.70	-4.00	15.30
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-30.80	-5.46	12.88
13.03	123.94	731.00	9844406	-20.38	-4.42	14.97	-14.20	-3.51	13.88
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-4.58	-1.16	12.77
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-4.26	-1.35	9.86
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-3.69	-2.25	11.12
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-3.91	-1.61	9.04
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-16.48	-3.43	13.66
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-19.23	-2.89	8.47
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-10.38	-2.36	11.03
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-10.72	-2.50	10.02
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-1.98	-0.37	4.81
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-7.21	-1.43	6.35
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-10.46	-1.71	6.27
4.83	-52.37	8.00	8140500	-10.08	-2.16	9.98	-6.06	-1.34	7.03
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-11.30	-1.88	5.46
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-3.61	-1.52	8.74
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-12.49	-2.53	10.17
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-19.32	-3.71	11.22
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-9.80	-2.62	12.35
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-2.43	-1.48	10.05
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	-1.45	-1.61	12.87
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	0.15	-0.95	8.98
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	3.68	-0.83	9.77
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	4.38	-0.71	9.21
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	0.72	-1.12	7.96
-5.80	-35.20	8.00	8259800	-7.50	-2.13	10.51	4.88	-0.78	10.20
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-61.20	-9.16	12.08
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-74.40	-11.06	14.08
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-78.10	-11.93	17.34
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-87.30	-12.82	15.26
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-79.60	-11.89	15.52
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
29.62	106.60	192.00	5751600	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-26.41	-5.37	16.58
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-16.03	-4.36	18.84
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-9.45	-3.30	16.97
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-3.60	-2.57	16.99
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-10.72	-2.32	7.85
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-55.06	-8.10	9.75
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-64.76	-9.47	10.98
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-64.54	-9.32	10.03
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-74.12	-10.70	11.52
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-42.87	-6.70	10.75
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-38.86	-6.29	11.46
28.12	113.04	37.00	5767900	-32.14	-5.65	13.02	-20.56	-4.45	15.06
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-68.90	-10.44	14.62
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-14.49	-1.98	1.32
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-9.89	-0.91	-2.58
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-17.51	-2.77	4.68
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-10.19	-1.64	2.91
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-37.58	-5.16	3.74
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-59.12	-7.86	3.73
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-69.73	-9.45	5.84
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-53.47	-7.55	6.91
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-59.80	-9.08	12.84
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-49.21	-4.65	-12.01
30.67	104.02	506.00	5629400	-53.05	-7.22	4.70	-56.60	-7.20	1.00
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-98.87	-13.83	13.23
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-87.41	-11.10	9.92
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-54.47	-7.69	8.96
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-40.17	-6.17	8.64
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-37.86	-4.94	3.90
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-24.09	-3.12	1.06
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-19.37	-3.20	6.70
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-28.11	-3.36	5.16
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-36.81	-4.57	4.14
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-40.76	-6.14	8.22
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-58.61	-8.92	11.83
41.78	-87.75	189.00	7253400	-44.65	-6.18	7.59	-73.54	-10.27	15.72
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-65.33	-9.13	7.70
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-96.10	-13.65	13.10
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-24.90	-3.20	0.70
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-43.74	-6.57	8.79
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-46.19	-7.11	10.67
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-34.53	-5.47	9.21
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-40.37	-6.27	8.53
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-41.67	-6.53	11.44
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-54.17	-8.14	12.09
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-36.63	-5.91	9.90
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-65.25	-9.76	12.85
28.63	-106.07	1423.00	7622500	-44.33	-6.83	10.44	-70.54	-10.22	11.20
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-999.99	-999.99	-999.99
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-19.00	-2.50	1.00
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-48.00	-7.10	8.80
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-40.42	-6.24	9.50
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-50.01	-7.47	9.76
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-47.89	-7.41	11.42
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-47.27	-7.65	13.90
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-43.58	-6.66	9.71
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-44.86	-7.32	13.73
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-42.69	-7.01	13.36
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-38.53	-6.29	11.81
-36.36	-72.26	147.00	8567200	-46.11	-7.21	11.44	-41.81	-6.50	7.00
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-16.70	-2.70	4.90
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-9.30	-2.36	9.58
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-61.10	-8.78	9.14
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-34.90	-5.32	7.66
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-48.00	-7.82	14.56
18.28	79.44	-999.99	4308703	-26.40	-4.26	7.68	-999.99	-999.99	-999.99
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-15.02	-3.47	12.74
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-6.90	-2.00	9.10
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-14.88	-2.67	6.48
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-18.14	-3.06	6.31
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-5.47	-0.93	1.96
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-7.62	-1.88	7.38
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-8.31	-2.07	8.24
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-4.40	-0.80	2.00
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-3.82	-1.66	9.47
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-7.32	-2.50	12.65
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-6.90	-1.40	4.30
1.98	-157.46	3.00	9149000	-11.30	-2.43	8.13	-6.59	-2.52	13.58
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-218.76	-28.40	8.50
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-216.26	-28.34	10.48
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-182.73	-24.36	12.18
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-152.21	-20.56	12.26
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-130.01	-17.27	8.14
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-111.28	-13.03	-7.06
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-113.21	-14.85	5.56
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-101.42	-13.74	8.51
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-124.54	-16.75	9.45
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-121.01	-16.43	10.46
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-141.08	-19.78	17.15
58.45	-94.00	28.00	7191300	-131.50	-17.43	7.95	-221.93	-29.77	16.23
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-24.50	-4.56	11.17
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-33.65	-6.22	4.02
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-43.03	-6.14	5.19
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-50.71	-7.58	10.07
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-37.99	-5.90	9.10
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-42.33	-6.75	11.37
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-19.96	-3.78	9.30
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-15.45	-3.35	10.74
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-22.58	-4.56	13.91
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-20.25	-3.58	9.12
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-21.93	-3.92	10.18
-34.38	-58.28	0.00	8757601	-31.18	-5.17	9.25	-28.58	-4.82	9.33
