%TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,Wind_Speed,Wind_Direction
201406232015,56.198,12.341,10520.9936,-19.14,-9999,-132.65,-9999,15.8,0.62,101.485,-9999,-9999,-9999,-9999
201406232030,56.223,12.329,10808.06233,-18.87,-9999,-131.68,-9999,15.8,0.62,101.5,-9999,-9999,-9999,-9999
201406232045,56.248,12.317,10441.24119,-19.56,-9999,-137.05,-9999,15.8,0.65,101.5,-9999,-9999,-9999,-9999
201406232100,56.272,12.305,10170.04686,-19.82,-9999,-138.7,-9999,15.8,0.62,101.51,-9999,-9999,-9999,-9999
201406232115,56.297,12.293,10584.79206,-19.36,-9999,-134.3,-9999,15.8,0.645,101.5,-9999,-9999,-9999,-9999
201406232130,56.322,12.281,11111.01147,-18.91,-9999,-130.73,-9999,15.8,0.65,101.5,-9999,-9999,-9999,-9999
201406232145,56.347,12.269,10648.58743,-19.24,-9999,-134.18,-9999,15.65,0.655,101.5,-9999,-9999,-9999,-9999
201406232200,56.371,12.257,10855.90104,-18.88,-9999,-131.15,-9999,15.6,0.64,101.49,-9999,-9999,-9999,-9999
201406232215,56.643,12.427,11238.54816,-18.47,-9999,-128.1,-9999,15.6,0.65,101.485,-9999,-9999,-9999,-9999
201406232230,56.661,12.423,10887.79255,-18.7,-9999,-129.96,-9999,15.6,0.68,101.49,-9999,-9999,-9999,-9999
201406232245,56.68,12.419,11111.01147,-18.57,-9999,-128.69,-9999,15.65,0.65,101.475,-9999,-9999,-9999,-9999
201406232300,56.699,12.415,10824.00876,-18.71,-9999,-129.87,-9999,15.7,0.67,101.46,-9999,-9999,-9999,-9999
201406232315,56.718,12.41,10552.89322,-18.86,-9999,-131.74,-9999,15.8,0.67,101.46,-9999,-9999,-9999,-9999
201406232330,56.735,12.386,10536.94351,-18.79,-9999,-131.35,-9999,15.8,0.68,101.48,-9999,-9999,-9999,-9999
201406232345,56.751,12.359,10824.00876,-18.57,-9999,-128.99,-9999,15.75,0.665,101.465,-9999,-9999,-9999,-9999
201406240000,56.768,12.332,10632.63888,-18.65,-9999,-129.2,-9999,15.6,0.66,101.46,-9999,-9999,-9999,-9999
201406240015,56.785,12.305,11126.95423,-18.37,-9999,-126.67,-9999,15.5,0.66,101.46,-9999,-9999,-9999,-9999
201406240030,56.801,12.278,11095.06852,-18.38,-9999,-126.7,-9999,15.3,0.64,101.47,-9999,-9999,-9999,-9999
201406240045,56.818,12.253,11142.8968,-18.35,-9999,-126.42,-9999,15.2,0.67,101.475,-9999,-9999,-9999,-9999
201406240100,56.835,12.228,11190.72335,-18.41,-9999,-126.61,-9999,15.1,0.66,101.47,-9999,-9999,-9999,-9999
201406240115,56.851,12.203,11095.06852,-18.55,-9999,-127.06,-9999,15.05,0.69,101.47,-9999,-9999,-9999,-9999
201406240130,56.868,12.178,11142.8968,-18.46,-9999,-126.88,-9999,15,0.71,101.45,-9999,-9999,-9999,-9999
201406240145,56.885,12.151,11413.89094,-18.26,-9999,-125.49,-9999,14.95,0.69,101.465,-9999,-9999,-9999,-9999
201406240200,56.904,12.117,11222.60675,-18.44,-9999,-126.71,-9999,14.9,0.69,101.47,-9999,-9999,-9999,-9999
201406240215,56.923,12.084,11541.39831,-18.21,-9999,-124.99,-9999,15,0.7,101.46,-9999,-9999,-9999,-9999
201406240230,56.941,12.051,11477.64617,-18.21,-9999,-125.41,-9999,14.9,0.69,101.47,-9999,-9999,-9999,-9999
201406240245,56.96,12.017,11939.77926,-17.98,-9999,-123.29,-9999,14.9,0.7,101.465,-9999,-9999,-9999,-9999
201406240300,56.98,11.983,12274.32615,-17.77,-9999,-121.7,-9999,14.9,0.71,101.46,-9999,-9999,-9999,-9999
201406240315,57.001,11.948,12162.81996,-17.74,-9999,-121.67,-9999,14.95,0.71,101.46,-9999,-9999,-9999,-9999
201406240330,57.022,11.912,12067.23572,-17.71,-9999,-121.43,-9999,14.9,0.7,101.45,-9999,-9999,-9999,-9999
201406240345,57.043,11.877,11844.17883,-17.93,-9999,-123.19,-9999,14.9,0.72,101.46,-9999,-9999,-9999,-9999
201406240400,57.063,11.841,12035.37276,-17.82,-9999,-122.66,-9999,14.9,0.75,101.46,-9999,-9999,-9999,-9999
201406240415,57.083,11.807,11955.712,-17.9,-9999,-123.19,-9999,14.9,0.74,101.47,-9999,-9999,-9999,-9999
201406240430,57.102,11.774,11844.17883,-17.89,-9999,-123.91,-9999,14.8,0.74,101.48,-9999,-9999,-9999,-9999
201406240445,57.12,11.741,11366.0725,-18.88,-9999,-131.19,-9999,14.7,0.73,101.485,-9999,-9999,-9999,-9999
201406240500,57.139,11.707,10871.84689,-20.29,-9999,-141.75,-9999,14.6,0.75,101.5,-9999,-9999,-9999,-9999
201406240515,57.158,11.674,11174.78136,-19.96,-9999,-139.4,-9999,14.25,0.745,101.5,-9999,-9999,-9999,-9999
201406240530,57.178,11.639,10824.00876,-20.74,-9999,-145.19,-9999,14.1,0.73,101.5,-9999,-9999,-9999,-9999
201406240545,57.199,11.603,10935.62836,-20.86,-9999,-145.76,-9999,14.05,0.725,101.5,-9999,-9999,-9999,-9999
201406240600,57.22,11.568,10792.11571,-21.17,-9999,-148.33,-9999,14.1,0.7,101.5,-9999,-9999,-9999,-9999
201406240615,57.241,11.533,10760.22189,-21.28,-9999,-148.81,-9999,13.95,0.71,101.495,-9999,-9999,-9999,-9999
201406240630,57.262,11.497,-9999,-9999,-9999,-9999,-9999,13.9,0.7,101.5,-9999,-9999,-9999,-9999
201406240645,57.28,11.462,-9999,-9999,-9999,-9999,-9999,14.15,0.69,101.51,-9999,-9999,-9999,-9999
201406240700,57.299,11.426,-9999,-9999,-9999,-9999,-9999,14.4,0.68,101.51,-9999,-9999,-9999,-9999
201406240715,57.318,11.391,-9999,-9999,-9999,-9999,-9999,14.2,0.68,101.53,-9999,-9999,-9999,-9999
201406240730,57.337,11.355,-9999,-9999,-9999,-9999,-9999,14.3,0.71,101.56,-9999,-9999,-9999,-9999
201406240745,57.356,11.32,-9999,-9999,-9999,-9999,-9999,14.3,0.705,101.575,-9999,-9999,-9999,-9999
201406240800,57.379,11.285,-9999,-9999,-9999,-9999,-9999,14.2,0.68,101.58,-9999,-9999,-9999,-9999
201406240815,57.402,11.249,-9999,-9999,-9999,-9999,-9999,14.35,0.685,101.59,-9999,-9999,-9999,-9999
201406240830,57.425,11.214,-9999,-9999,-9999,-9999,-9999,14.5,0.68,101.59,-9999,-9999,-9999,-9999
201406240845,57.448,11.178,-9999,-9999,-9999,-9999,-9999,14.65,0.69,101.6,-9999,-9999,-9999,-9999
201406240900,57.472,11.144,-9999,-9999,-9999,-9999,-9999,14.6,0.7,101.6,-9999,-9999,-9999,-9999
201406240915,57.497,11.111,-9999,-9999,-9999,-9999,-9999,15,0.67,101.605,-9999,-9999,-9999,-9999
201406240930,57.522,11.077,-9999,-9999,-9999,-9999,-9999,15,0.68,101.61,-9999,-9999,-9999,-9999
201406240945,57.547,11.044,-9999,-9999,-9999,-9999,-9999,14.95,0.64,101.61,-9999,-9999,-9999,-9999
201406241000,57.572,11.011,-9999,-9999,-9999,-9999,-9999,16,0.67,101.61,-9999,-9999,-9999,-9999
201406241015,57.594,10.976,-9999,-9999,-9999,-9999,-9999,15.7,0.62,101.615,-9999,-9999,-9999,-9999
201406241030,57.615,10.941,-9999,-9999,-9999,-9999,-9999,15.9,0.64,101.62,-9999,-9999,-9999,-9999
201406241045,57.636,10.905,-9999,-9999,-9999,-9999,-9999,16,0.58,101.625,-9999,-9999,-9999,-9999
201406241100,57.657,10.87,-9999,-9999,-9999,-9999,-9999,16.3,0.58,101.63,-9999,-9999,-9999,-9999
201406241115,57.677,10.834,10696.43193,-21.57,-9999,-151.85,-9999,16.55,0.605,101.635,-9999,-9999,-9999,-9999
201406241130,57.696,10.797,10536.94351,-21.72,-9999,-152.32,-9999,16.7,0.58,101.63,-9999,-9999,-9999,-9999
201406241145,57.715,10.759,10441.24119,-21.82,-9999,-152.92,-9999,16.6,0.615,101.63,-9999,-9999,-9999,-9999
201406241200,57.734,10.722,10441.24119,-21.7,-9999,-152.41,-9999,16.6,0.61,101.63,-9999,-9999,-9999,-9999
201406241215,57.753,10.685,10600.74119,-21.54,-9999,-150.7,-9999,16.2,0.63,101.635,-9999,-9999,-9999,-9999
201406241230,57.77,10.646,11206.66515,-20.66,-9999,-143.4,-9999,16.1,0.6,101.64,-9999,-9999,-9999,-9999
201406241245,57.77,10.601,11047.23849,-20.76,-9999,-144.23,-9999,16.35,0.585,101.64,-9999,-9999,-9999,-9999
201406241300,57.77,10.555,11158.83918,-20.54,-9999,-142.89,-9999,16.7,0.56,101.65,-9999,-9999,-9999,-9999
201406241315,57.77,10.509,11286.37123,-20.3,-9999,-140.53,-9999,16.85,0.595,101.655,-9999,-9999,-9999,-9999
201406241330,57.77,10.463,11158.83918,-20.39,-9999,-141.08,-9999,16.3,0.63,101.66,-9999,-9999,-9999,-9999
201406241345,57.771,10.417,10680.48395,-20.93,-9999,-145.33,-9999,16.25,0.625,101.645,-9999,-9999,-9999,-9999
201406241400,57.773,10.369,10265.76888,-21.49,-9999,-149.5,-9999,16.2,0.63,101.63,-9999,-9999,-9999,-9999
201406241415,57.775,10.321,9834.965011,-22.07,-9999,-154.13,-9999,16.4,0.635,101.635,-9999,-9999,-9999,-9999
201406241430,57.777,10.273,10010.4947,-21.91,-9999,-152.7,-9999,16.5,0.65,101.63,-9999,-9999,-9999,-9999
201406241445,57.779,10.225,10265.76888,-21.47,-9999,-149.72,-9999,16.45,0.625,101.64,-9999,-9999,-9999,-9999
201406241500,57.78,10.184,10712.37971,-20.72,-9999,-144.41,-9999,16.8,0.58,101.64,-9999,-9999,-9999,-9999
201406241515,57.78,10.151,10329.57969,-21.13,-9999,-147.5,-9999,17,0.575,101.64,-9999,-9999,-9999,-9999
201406241530,57.78,10.117,10186.00101,-21.4,-9999,-149.25,-9999,16.4,0.58,101.64,-9999,-9999,-9999,-9999
201406241545,57.78,10.084,10281.72187,-21.17,-9999,-148.02,-9999,16.4,0.6,101.635,-9999,-9999,-9999,-9999
201406241600,57.78,10.051,10249.81569,-21.32,-9999,-149.02,-9999,16.4,0.6,101.63,-9999,-9999,-9999,-9999
201406241615,57.783,10.022,10154.09251,-21.47,-9999,-150.02,-9999,16.3,0.61,101.64,-9999,-9999,-9999,-9999
201406241630,57.787,9.994,10090.27319,-21.63,-9999,-150.47,-9999,16.3,0.61,101.63,-9999,-9999,-9999,-9999
201406241645,57.791,9.967,10664.53579,-20.93,-9999,-144.24,-9999,16.25,0.6,101.63,-9999,-9999,-9999,-9999
201406241700,57.795,9.94,10473.14273,-21.2,-9999,-146.69,-9999,16.3,0.6,101.64,-9999,-9999,-9999,-9999
201406241715,57.8,9.913,10297.67467,-21.4,-9999,-148.3,-9999,16.25,0.59,101.625,-9999,-9999,-9999,-9999
201406241730,57.8,9.879,10281.72187,-21.35,-9999,-147.97,-9999,16.2,0.58,101.62,-9999,-9999,-9999,-9999
201406241745,57.8,9.843,10552.89322,-20.97,-9999,-145.11,-9999,16.1,0.6,101.625,-9999,-9999,-9999,-9999
201406241800,57.8,9.808,10489.09322,-21.08,-9999,-145.02,-9999,16.1,0.62,101.62,-9999,-9999,-9999,-9999
201406241815,57.8,9.773,10552.89322,-20.86,-9999,-144,-9999,16.1,0.6,101.62,-9999,-9999,-9999,-9999
201406241830,57.8,9.736,11206.66515,-19.84,-9999,-137.38,-9999,16.1,0.6,101.62,-9999,-9999,-9999,-9999
201406241845,57.802,9.684,10824.00876,-20.41,-9999,-140.05,-9999,16.25,0.62,101.625,-9999,-9999,-9999,-9999
201406241900,57.804,9.632,10808.06233,-20.51,-9999,-141.33,-9999,16.4,0.6,101.63,-9999,-9999,-9999,-9999
201406241915,57.806,9.58,10776.1689,-20.67,-9999,-142.69,-9999,16.45,0.605,101.625,-9999,-9999,-9999,-9999
201406241930,57.809,9.527,11063.18203,-20.33,-9999,-139.81,-9999,16.3,0.63,101.63,-9999,-9999,-9999,-9999
201406241945,57.81,9.477,11541.39831,-19.67,-9999,-134.83,-9999,16.2,0.625,101.625,-9999,-9999,-9999,-9999
201406242000,57.81,9.429,11525.46056,-19.68,-9999,-134.85,-9999,16.3,0.63,101.62,-9999,-9999,-9999,-9999
201406242015,57.81,9.381,11031.29477,-20.44,-9999,-140.48,-9999,16.5,0.62,101.635,-9999,-9999,-9999,-9999
201406242030,57.81,9.333,10808.06233,-20.85,-9999,-142.96,-9999,16.6,0.64,101.64,-9999,-9999,-9999,-9999
201406242045,57.81,9.285,10919.68328,-20.82,-9999,-142.87,-9999,16.45,0.675,101.64,-9999,-9999,-9999,-9999
201406242100,57.81,9.237,10648.58743,-21.21,-9999,-145.99,-9999,16.4,0.67,101.65,-9999,-9999,-9999,-9999
201406242115,57.81,9.189,10393.38742,-21.67,-9999,-148.87,-9999,16.35,0.645,101.645,-9999,-9999,-9999,-9999
201406242130,57.81,9.141,10473.14273,-21.72,-9999,-148.73,-9999,16.4,0.65,101.64,-9999,-9999,-9999,-9999
201406242145,57.81,9.093,10074.31788,-22.15,-9999,-152.6,-9999,16.4,0.65,101.65,-9999,-9999,-9999,-9999
201406242200,57.81,9.045,10201.95497,-22.09,-9999,-151.65,-9999,16.4,0.65,101.65,-9999,-9999,-9999,-9999
201406242215,57.81,8.997,10441.24119,-21.91,-9999,-150.12,-9999,16.4,0.61,101.66,-9999,-9999,-9999,-9999
201406242230,57.81,8.95,10919.68328,-21.27,-9999,-145.65,-9999,16.5,0.61,101.65,-9999,-9999,-9999,-9999
201406242245,57.81,8.902,11015.35085,-20.95,-9999,-143.41,-9999,16.4,0.61,101.655,-9999,-9999,-9999,-9999
201406242300,57.81,8.854,11190.72335,-20.4,-9999,-139.88,-9999,16.3,0.6,101.66,-9999,-9999,-9999,-9999
201406242315,57.81,8.806,11111.01147,-20.31,-9999,-138.83,-9999,16.3,0.605,101.655,-9999,-9999,-9999,-9999
201406242330,57.81,8.756,10935.62836,-20.48,-9999,-139.97,-9999,16.3,0.63,101.66,-9999,-9999,-9999,-9999
201406242345,57.81,8.706,10536.94351,-21.09,-9999,-144.2,-9999,16.15,0.625,101.65,-9999,-9999,-9999,-9999
201406250000,57.81,8.656,10728.32729,-20.99,-9999,-142.94,-9999,16.1,0.63,101.65,-9999,-9999,-9999,-9999
201406250015,57.81,8.606,11589.21039,-19.79,-9999,-134.29,-9999,16,0.64,101.66,-9999,-9999,-9999,-9999
201406250030,57.81,8.556,11334.19257,-19.81,-9999,-135.18,-9999,16,0.63,101.66,-9999,-9999,-9999,-9999
201406250045,57.81,8.508,11557.33586,-19.29,-9999,-131.96,-9999,16.05,0.605,101.665,-9999,-9999,-9999,-9999
201406250100,57.81,8.46,11796.376,-18.78,-9999,-129.63,-9999,16.1,0.62,101.67,-9999,-9999,-9999,-9999
201406250115,57.81,8.412,12433.60431,-18.13,-9999,-124.52,-9999,16.1,0.64,101.67,-9999,-9999,-9999,-9999
201406250130,57.81,8.364,12624.71268,-17.55,-9999,-121.6,-9999,16.1,0.63,101.67,-9999,-9999,-9999,-9999
201406250145,57.81,8.313,12353.96764,-17.88,-9999,-123.57,-9999,15.95,0.65,101.67,-9999,-9999,-9999,-9999
201406250200,57.81,8.253,12847.63737,-17.48,-9999,-121.04,-9999,15.9,0.66,101.67,-9999,-9999,-9999,-9999
201406250215,57.81,8.192,13181.95365,-17.31,-9999,-119.41,-9999,15.75,0.69,101.66,-9999,-9999,-9999,-9999
201406250230,57.81,8.132,13022.76601,-17.53,-9999,-121.02,-9999,15.7,0.76,101.64,-9999,-9999,-9999,-9999
201406250245,57.81,8.071,13134.19938,-17.56,-9999,-121.14,-9999,15.8,0.71,101.64,-9999,-9999,-9999,-9999
201406250300,57.81,8.015,13436.61382,-17.41,-9999,-119.81,-9999,15.9,0.71,101.65,-9999,-9999,-9999,-9999
201406250315,57.81,7.963,13293.37353,-17.51,-9999,-120.88,-9999,15.85,0.745,101.64,-9999,-9999,-9999,-9999
201406250330,57.81,7.911,13213.78886,-17.82,-9999,-122.72,-9999,15.7,0.73,101.63,-9999,-9999,-9999,-9999
201406250345,57.81,7.859,13022.76601,-18.07,-9999,-124.75,-9999,15.55,0.75,101.63,-9999,-9999,-9999,-9999
201406250400,57.81,7.807,12608.78804,-18.61,-9999,-127.85,-9999,15.5,0.77,101.63,-9999,-9999,-9999,-9999
201406250415,57.81,7.747,12545.08756,-18.64,-9999,-128.06,-9999,15.35,0.765,101.64,-9999,-9999,-9999,-9999
201406250430,57.81,7.685,12529.16196,-18.54,-9999,-128.06,-9999,15.2,0.76,101.64,-9999,-9999,-9999,-9999
201406250445,57.81,7.622,12529.16196,-18.45,-9999,-127.77,-9999,15.15,0.76,101.65,-9999,-9999,-9999,-9999
201406250500,57.81,7.56,12306.18332,-18.61,-9999,-128.8,-9999,15.1,0.74,101.64,-9999,-9999,-9999,-9999
201406250515,57.81,7.497,12226.53894,-18.7,-9999,-129.32,-9999,15.2,0.725,101.65,-9999,-9999,-9999,-9999
201406250530,57.81,7.439,12162.81996,-18.68,-9999,-129.65,-9999,15.1,0.72,101.65,-9999,-9999,-9999,-9999
201406250545,57.81,7.38,12178.75,-18.75,-9999,-129.53,-9999,14.85,0.745,101.655,-9999,-9999,-9999,-9999
201406250600,57.81,7.322,12656.56137,-18.36,-9999,-125.58,-9999,14.7,0.73,101.65,-9999,-9999,-9999,-9999
201406250615,57.81,7.264,12242.4682,-18.68,-9999,-127.49,-9999,14.8,0.73,101.655,-9999,-9999,-9999,-9999
201406250630,57.81,7.206,-9999,-9999,-9999,-9999,-9999,14.9,0.72,101.66,-9999,-9999,-9999,-9999
201406250645,57.81,7.154,-9999,-9999,-9999,-9999,-9999,15.1,0.705,101.655,-9999,-9999,-9999,-9999
201406250700,57.81,7.102,-9999,-9999,-9999,-9999,-9999,15.3,0.74,101.66,-9999,-9999,-9999,-9999
201406250715,57.81,7.05,11844.17883,-18.74,-9999,-129.83,-9999,15.3,0.71,101.65,-9999,-9999,-9999,-9999
201406250730,57.81,6.998,12624.71268,-17.74,-9999,-124.3,-9999,15.3,0.71,101.64,-9999,-9999,-9999,-9999
201406250745,57.812,6.946,13245.62331,-16.1,-9999,-114.4,-9999,15.35,0.73,101.64,-9999,-9999,-9999,-9999
201406250800,57.821,6.896,13293.37353,-15.77,-9999,-112.34,-9999,15.3,0.72,101.65,-9999,-9999,-9999,-9999
201406250815,57.829,6.846,13309.28989,-15.22,-9999,-109.28,-9999,15,0.705,101.66,-9999,-9999,-9999,-9999
201406250830,57.837,6.796,12783.94846,-14.07,-9999,-102.79,-9999,15.1,0.72,101.66,-9999,-9999,-9999,-9999
201406250845,57.846,6.746,12194.67984,-14.8,-9999,-107.51,-9999,14.7,0.79,101.67,-9999,-9999,-9999,-9999
201406250900,57.855,6.7,12099.09791,-14.43,-9999,-106.24,-9999,14.4,0.8,101.67,-9999,-9999,-9999,-9999
201406250915,57.865,6.658,12051.30434,-13.5,-9999,-101.77,-9999,14.1,0.82,101.685,-9999,-9999,-9999,-9999
201406250930,57.876,6.617,12003.50903,-13.49,-9999,-101.5,-9999,13.3,0.82,101.69,-9999,-9999,-9999,-9999
201406250945,57.886,6.575,12099.09791,-12.5,-9999,-97.23,-9999,12.8,0.82,101.69,-9999,-9999,-9999,-9999
201406251000,57.897,6.533,12130.95932,-12.16,-9999,-95.51,-9999,12.8,0.82,101.7,-9999,-9999,-9999,-9999
201406251015,57.904,6.492,12115.02871,-12.1,-9999,-95.54,-9999,12.5,0.815,101.71,-9999,-9999,-9999,-9999
201406251030,57.91,6.45,12306.18332,-11.88,-9999,-94.46,-9999,12.3,0.82,101.7,-9999,-9999,-9999,-9999
201406251045,57.917,6.408,12338.03973,-11.78,-9999,-93.69,-9999,12.15,0.83,101.72,-9999,-9999,-9999,-9999
201406251100,57.923,6.367,12385.82289,-11.97,-9999,-93.19,-9999,11.7,0.86,101.72,-9999,-9999,-9999,-9999
201406251115,57.929,6.325,12338.03973,-12.03,-9999,-93.44,-9999,11.75,0.865,101.735,-9999,-9999,-9999,-9999
201406251130,57.932,6.283,12306.18332,-12.07,-9999,-93.68,-9999,11.8,0.86,101.73,-9999,-9999,-9999,-9999
201406251145,57.934,6.242,12210.60948,-12.25,-9999,-94.53,-9999,11.7,0.87,101.74,-9999,-9999,-9999,-9999
201406251200,57.936,6.2,12130.95932,-12.37,-9999,-94.97,-9999,11.7,0.86,101.74,-9999,-9999,-9999,-9999
201406251215,57.938,6.158,12115.02871,-12.34,-9999,-95.42,-9999,11.75,0.855,101.75,-9999,-9999,-9999,-9999
201406251230,57.94,6.117,12067.23572,-12.51,-9999,-96.1,-9999,11.6,0.86,101.74,-9999,-9999,-9999,-9999
201406251245,57.945,6.073,12003.50903,-12.73,-9999,-96.47,-9999,11.7,0.855,101.73,-9999,-9999,-9999,-9999
201406251300,57.949,6.029,11987.57688,-12.75,-9999,-97.11,-9999,11.7,0.85,101.73,-9999,-9999,-9999,-9999
201406251315,57.953,5.985,11987.57688,-12.76,-9999,-97.18,-9999,11.7,0.85,101.74,-9999,-9999,-9999,-9999
201406251330,57.957,5.941,12019.44099,-12.71,-9999,-96.64,-9999,11.7,0.85,101.75,-9999,-9999,-9999,-9999
201406251345,57.96,5.897,12019.44099,-12.58,-9999,-96.16,-9999,11.75,0.845,101.75,-9999,-9999,-9999,-9999
201406251400,57.96,5.851,12003.50903,-12.63,-9999,-96.02,-9999,11.8,0.84,101.73,-9999,-9999,-9999,-9999
201406251415,57.96,5.806,12051.30434,-12.57,-9999,-96.02,-9999,11.8,0.845,101.74,-9999,-9999,-9999,-9999
201406251430,57.96,5.76,11987.57688,-12.71,-9999,-96.89,-9999,11.9,0.84,101.74,-9999,-9999,-9999,-9999
201406251445,57.96,5.714,11987.57688,-12.77,-9999,-97.11,-9999,11.9,0.84,101.74,-9999,-9999,-9999,-9999
201406251500,57.961,5.668,12003.50903,-12.79,-9999,-97.12,-9999,11.9,0.84,101.75,-9999,-9999,-9999,-9999
201406251515,57.963,5.622,12067.23572,-12.71,-9999,-96.31,-9999,12.1,0.84,101.74,-9999,-9999,-9999,-9999
201406251530,57.965,5.576,12067.23572,-12.75,-9999,-96.52,-9999,12,0.84,101.74,-9999,-9999,-9999,-9999
201406251545,57.967,5.531,12162.81996,-12.71,-9999,-96.16,-9999,11.95,0.84,101.735,-9999,-9999,-9999,-9999
201406251600,57.969,5.485,11987.57688,-13,-9999,-97.62,-9999,11.9,0.84,101.74,-9999,-9999,-9999,-9999
201406251615,57.971,5.44,11844.17883,-13.24,-9999,-98.65,-9999,11.95,0.84,101.745,-9999,-9999,-9999,-9999
201406251630,57.974,5.396,11780.44134,-13.27,-9999,-98.77,-9999,11.9,0.84,101.75,-9999,-9999,-9999,-9999
201406251645,57.976,5.353,11764.50649,-13.37,-9999,-99.43,-9999,11.9,0.85,101.74,-9999,-9999,-9999,-9999
201406251700,57.978,5.309,11812.31047,-13.52,-9999,-99.81,-9999,11.9,0.85,101.74,-9999,-9999,-9999,-9999
201406251715,57.98,5.265,11796.376,-13.67,-9999,-100.37,-9999,11.85,0.84,101.735,-9999,-9999,-9999,-9999
201406251730,57.98,5.218,11716.70078,-13.88,-9999,-101.31,-9999,11.7,0.84,101.75,-9999,-9999,-9999,-9999
201406251745,57.98,5.17,11748.57145,-13.92,-9999,-101.64,-9999,11.7,0.84,101.735,-9999,-9999,-9999,-9999
201406251800,57.98,5.122,11860.11271,-13.93,-9999,-100.94,-9999,11.7,0.85,101.74,-9999,-9999,-9999,-9999
201406251815,57.98,5.074,12051.30434,-13.7,-9999,-99.95,-9999,11.7,0.84,101.73,-9999,-9999,-9999,-9999
201406251830,57.981,5.027,11987.57688,-13.83,-9999,-101.01,-9999,11.8,0.83,101.73,-9999,-9999,-9999,-9999
201406251845,57.987,4.985,11589.21039,-14.43,-9999,-103.95,-9999,11.95,0.83,101.73,-9999,-9999,-9999,-9999
201406251900,57.993,4.943,11158.83918,-15.03,-9999,-107.44,-9999,12.1,0.83,101.74,-9999,-9999,-9999,-9999
201406251915,57.999,4.902,11206.66515,-14.98,-9999,-106.94,-9999,12.2,0.84,101.735,-9999,-9999,-9999,-9999
201406251930,58.005,4.86,11047.23849,-15.15,-9999,-108.12,-9999,12.2,0.84,101.75,-9999,-9999,-9999,-9999
201406251945,58.012,4.82,11063.18203,-15.09,-9999,-107.75,-9999,12.3,0.82,101.73,-9999,-9999,-9999,-9999
201406252000,58.021,4.785,10935.62836,-15.17,-9999,-108,-9999,12.4,0.79,101.74,-9999,-9999,-9999,-9999
201406252015,58.029,4.749,10265.76888,-15.72,-9999,-111.93,-9999,12.4,0.79,101.735,-9999,-9999,-9999,-9999
201406252030,58.037,4.714,10520.9936,-15.57,-9999,-110.4,-9999,12.4,0.78,101.74,-9999,-9999,-9999,-9999
201406252045,58.046,4.678,10568.84274,-15.49,-9999,-109.57,-9999,12.45,0.77,101.725,-9999,-9999,-9999,-9999
201406252100,58.055,4.642,10616.69013,-15.4,-9999,-109.13,-9999,12.4,0.77,101.74,-9999,-9999,-9999,-9999
201406252115,58.065,4.604,10584.79206,-15.35,-9999,-108.32,-9999,12.4,0.75,101.74,-9999,-9999,-9999,-9999
201406252130,58.076,4.567,10489.09322,-15.45,-9999,-108.45,-9999,12.4,0.74,101.73,-9999,-9999,-9999,-9999
201406252145,58.086,4.529,10393.38742,-15.48,-9999,-108.72,-9999,12.4,0.76,101.74,-9999,-9999,-9999,-9999
201406252200,58.097,4.492,10600.74119,-15.06,-9999,-105.97,-9999,12.4,0.75,101.73,-9999,-9999,-9999,-9999
201406252215,58.109,4.457,10297.67467,-15.16,-9999,-106.89,-9999,12.25,0.75,101.74,-9999,-9999,-9999,-9999
201406252230,58.121,4.424,9962.625285,-15.46,-9999,-108.94,-9999,12.2,0.75,101.73,-9999,-9999,-9999,-9999
201406252245,58.133,4.391,10489.09322,-15.02,-9999,-106.07,-9999,12.2,0.77,101.73,-9999,-9999,-9999,-9999
201406252300,58.146,4.357,10361.48394,-15.16,-9999,-106.79,-9999,12.2,0.77,101.72,-9999,-9999,-9999,-9999
201406252315,58.159,4.324,8829.207991,-16.33,-9999,-115.02,-9999,12.05,0.765,101.71,-9999,-9999,-9999,-9999
201406252330,58.169,4.289,8940.996676,-16.29,-9999,-114.92,-9999,11.9,0.77,101.69,-9999,-9999,-9999,-9999
201406252345,58.18,4.253,9914.754132,-15.47,-9999,-109.32,-9999,11.85,0.775,101.7,-9999,-9999,-9999,-9999
201406260000,58.19,4.218,10090.27319,-15.45,-9999,-108.54,-9999,11.9,0.77,101.72,-9999,-9999,-9999,-9999
201406260015,58.2,4.183,9978.58195,-15.61,-9999,-109.33,-9999,11.8,0.74,101.7,-9999,-9999,-9999,-9999
201406260030,58.211,4.147,10138.13797,-15.47,-9999,-108.85,-9999,11.8,0.73,101.68,-9999,-9999,-9999,-9999
201406260045,58.221,4.112,9707.292368,-15.82,-9999,-111.24,-9999,11.8,0.755,101.68,-9999,-9999,-9999,-9999
201406260100,58.232,4.076,10058.36238,-15.56,-9999,-109.91,-9999,11.8,0.77,101.67,-9999,-9999,-9999,-9999
201406260115,58.242,4.041,9930.711376,-15.74,-9999,-111.24,-9999,11.75,0.76,101.665,-9999,-9999,-9999,-9999
201406260130,58.252,4.005,10297.67467,-15.48,-9999,-109.59,-9999,11.8,0.77,101.65,-9999,-9999,-9999,-9999
201406260145,58.264,3.97,10233.86231,-15.67,-9999,-110.95,-9999,11.9,0.75,101.635,-9999,-9999,-9999,-9999
