%TIMESTAMP,Latitude ,Longitude ,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,Ta,RH,P,Pricipitation,Rn,U,WD
201501080800,-69.05,39.267,3843,-33.56,-9999,-251.4,-9999,-3.4,0.82,98.66,-9999,-9999,2.020890893,91.70405919
201501080900,-69.05,39.267,3819,-33.68,-9999,-251.7,-9999,-2.3,0.81,98.59,-9999,-9999,1.851944924,96.51386588
201501081000,-69.05,39.283,3910,-33.56,-9999,-252.9,-9999,-0.9,0.73,98.54,-9999,-9999,1.93494186,97.1278809
201501081100,-69.05,39.283,4077,-32.48,-9999,-244.5,-9999,-9999,0.71,98.47,-9999,-9999,0.177200451,106.3926781
201501081200,-69.05,39.267,4144,-31.68,-9999,-236.8,-9999,0.9,0.68,98.39,-9999,-9999,1.322308587,361.3223086
201501081300,-69.05,39.283,4299,-31.54,-9999,-236.6,-9999,1,0.68,98.31,-9999,-9999,1.902761152,361.9027612
201501081400,-69.05,39.283,4222,-31.46,-9999,-238.3,-9999,0.9,0.69,98.14,-9999,-9999,0.850940656,87.30829065
201501081500,-69.05,39.283,3892,-32.08,-9999,-242.1,-9999,1.1,0.67,98.18,-9999,-9999,2.411825035,61.52407149
201501081600,-69.05,39.283,3947,-31.4,-9999,-238.1,-9999,-0.1,0.68,98.18,-9999,-9999,4.120995025,76.67416976
201501081700,-69.05,39.283,3854,-34.5,-9999,-256.4,-9999,-0.3,0.72,98.08,-9999,-9999,3.203513696,92.68650872
201501081800,-69.05,39.283,3718,-34.12,-9999,-254.4,-9999,0.5,0.68,98.03,-9999,-9999,2.897464409,131.5060433
201501081900,-69.05,39.283,3183,-34.64,-9999,-261.1,-9999,-0.8,0.69,98.03,-9999,-9999,3.690541966,138.4092212
201501082000,-69.05,39.283,3160,-32.56,-9999,-249.2,-9999,-1.8,0.7,97.98,-9999,-9999,3.166212248,157.7327892
201501082100,-69.05,39.283,3086,-32.2,-9999,-246.8,-9999,-3.6,0.72,97.97,-9999,-9999,3.950215184,159.0921443
201501082200,-69.05,39.283,2991,-31.74,-9999,-242.4,-9999,-4.8,0.74,97.86,-9999,-9999,4.030049627,179.7209565
201501082300,-69.05,39.283,2995,-31.1,-9999,-239.6,-9999,-5.3,0.76,97.82,-9999,-9999,5.05027722,365.0502772
201501090000,-69.05,39.283,3294,-30.68,-9999,-231.9,-9999,-5.7,0.78,97.78,-9999,-9999,5.534040116,365.5340401
201501090100,-69.05,39.283,3286,-30,-9999,-228.4,-9999,-5.3,0.81,97.74,-9999,-9999,5.082725647,365.0827256
201501090200,-69.05,39.283,3446,-30.54,-9999,-229.3,-9999,-5.5,0.81,97.73,-9999,-9999,4.307957753,364.3079578
201501090300,-69.05,39.283,3326,-31.34,-9999,-236.6,-9999,-4.7,0.74,97.68,-9999,-9999,2.635033207,138.3885994
201501090400,-69.05,39.283,3317,-32.34,-9999,-244.9,-9999,-5.7,0.76,97.69,-9999,-9999,3.176948221,139.3441303
201501090500,-69.05,39.283,3373,-34.2,-9999,-259.1,-9999,-5,0.79,97.68,-9999,-9999,2.631368465,158.6076072
201501090600,-69.05,39.283,-9999,-9999,-9999,-9999,-9999,-3.8,0.78,97.69,-9999,-9999,3.618314525,160.4680777
201501090700,-69.05,39.283,3477,-33.74,-9999,-254.4,-9999,-3.4,0.75,97.68,-9999,-9999,3.286046257,160.6324052
201501090800,-69.05,39.3,3536,-33.24,-9999,-251.9,-9999,-3.1,0.74,97.71,-9999,-9999,2.09876154,362.0987615
201501090900,-69.05,39.292,3531,-33.48,-9999,-252.4,-9999,-3,0.74,97.72,-9999,-9999,2.828038189,168.3771683
201501091000,-69.05,39.3,3607,-33.38,-9999,-251.5,-9999,-1.5,0.71,97.74,-9999,-9999,2.960608046,362.960608
201501091100,-69.05,39.3,3763,-32.84,-9999,-248.8,-9999,-2.1,0.72,97.76,-9999,-9999,2.288165204,362.2881652
201501091200,-69.05,39.3,3701,-33,-9999,-248.3,-9999,-1.2,0.71,97.77,-9999,-9999,4.463193924,364.4631939
201501091300,-69.05,39.3,3644,-32.64,-9999,-247,-9999,-1.3,0.71,97.75,-9999,-9999,5.110772936,365.1107729
201501091400,-69.05,39.3,3619,-32.64,-9999,-246.4,-9999,-1.3,0.69,97.75,-9999,-9999,4.662038181,364.6620382
201501091500,-69.05,39.3,3975,-32.06,-9999,-242.4,-9999,-1.3,0.7,97.74,-9999,-9999,2.795514264,128.7596321
201501091600,-69.05,39.3,3413,-33.76,-9999,-254,-9999,0.5,0.62,97.73,-9999,-9999,3.942714801,139.3240032
201501091700,-69.05,39.3,3439,-33.78,-9999,-255.3,-9999,-0.5,0.62,97.79,-9999,-9999,3.982787968,150.0275779
201501091800,-69.05,39.3,3350,-33.6,-9999,-254.2,-9999,-1.9,0.71,97.82,-9999,-9999,3.516731437,162.2911492
201501091900,-69.05,39.317,-9999,-9999,-9999,-9999,-9999,-3.3,0.73,97.85,-9999,-9999,3.551295538,171.2588886
201501092000,-69.05,39.3,3442,-34.08,-9999,-254.7,-9999,-2.8,0.73,97.86,-9999,-9999,2.443644819,362.4436448
201501092100,-69.05,39.317,3405,-33.46,-9999,-251.1,-9999,-3.2,0.76,97.93,-9999,-9999,2.42843571,362.4284357
201501092200,-69.05,39.317,3428,-33.16,-9999,-248.1,-9999,-3.8,0.75,97.92,-9999,-9999,1.606019925,361.6060199
201501092300,-69.05,39.317,3616,-32,-9999,-241.8,-9999,-3.3,0.73,97.94,-9999,-9999,2.027436805,362.0274368
201501100000,-69.05,39.317,3794,-31.08,-9999,-235.5,-9999,-2.9,0.78,97.96,-9999,-9999,2.798660394,362.7986604
201501100100,-69.05,39.317,3861,-30.62,-9999,-231.3,-9999,-3,0.8,97.96,-9999,-9999,3.634074848,363.6340748
201501100200,-69.05,39.317,3922,-30.32,-9999,-228.1,-9999,-2.7,0.79,97.98,-9999,-9999,3.403909517,363.4039095
201501100300,-69.05,39.333,4321,-28.94,-9999,-218.2,-9999,-2.5,0.77,97.98,-9999,-9999,2.165848563,362.1658486
201501100400,-69.05,39.325,4437,-28.12,-9999,-213.6,-9999,-2.5,0.78,97.95,-9999,-9999,1.226417547,361.2264175
201501100500,-69.05,39.317,4146,-27.96,-9999,-216.2,-9999,-2.3,0.77,97.98,-9999,-9999,1.595054858,361.5950549
201501100600,-69.058,39.333,4236,-27.6,-9999,-211.6,-9999,-1.2,0.71,97.98,-9999,-9999,1.466594695,131.4103094
201501100700,-69.067,39.333,3745,-28.4,-9999,-216.6,-9999,-1.1,0.72,97.98,-9999,-9999,1.387551801,99.12581968
201501100800,-69.067,39.333,3726,-28.4,-9999,-215.6,-9999,-0.9,0.67,98.03,-9999,-9999,1.104626634,63.66879203
201501100900,-69.067,39.333,3490,-30.25,-9999,-228.1,-9999,-0.5,0.65,98.05,-9999,-9999,2.903308458,41.9297745
201501101000,-69.067,39.333,3530,-30.04,-9999,-226.1,-9999,-1.1,0.65,98.09,-9999,-9999,1.91637679,21.7465317
201501101100,-69.067,39.342,3516,-30.52,-9999,-228.8,-9999,-1.4,0.66,98.12,-9999,-9999,1.908219065,34.10745986
201501101200,-69.067,39.35,3385,-31.58,-9999,-235.5,-9999,-1.3,0.66,98.18,-9999,-9999,1.995294464,42.97035307
201501101300,-69.067,39.35,3439,-33.28,-9999,-247.4,-9999,-1.1,0.64,98.21,-9999,-9999,2.364487259,54.29490989
201501101400,-69.067,39.35,3510,-33.8,-9999,-252.4,-9999,-0.6,0.62,98.2,-9999,-9999,2.791218372,62.24329511
201501101500,-69.067,39.35,3554,-33.62,-9999,-250.8,-9999,0.6,0.6,98.23,-9999,-9999,2.600192301,58.20654939
201501101600,-69.067,39.35,3556,-33.86,-9999,-252.5,-9999,0.8,0.62,98.25,-9999,-9999,2.555621255,50.08108488
201501101700,-69.067,39.35,3493,-33.98,-9999,-254.2,-9999,-0.2,0.65,98.21,-9999,-9999,2.871410803,54.92786547
201501101800,-69.067,39.367,3471,-34.1,-9999,-255.8,-9999,-0.6,0.67,98.3,-9999,-9999,2.827808339,48.87269761
201501101900,-69.067,39.367,3283,-34.3,-9999,-258.6,-9999,-1.4,0.69,98.34,-9999,-9999,2.741167634,29.74575858
201501102000,-69.067,39.367,3281,-34.78,-9999,-262.2,-9999,-2.9,0.75,98.37,-9999,-9999,3.073711112,5.413982245
201501102100,-69.067,39.367,3156,-33.7,-9999,-257.2,-9999,-4.4,0.79,98.37,-9999,-9999,3.082547648,363.0825476
201501102200,-69.067,39.367,-9999,-9999,-9999,-9999,-9999,-5.4,0.82,98.35,-9999,-9999,2.549215566,362.5492156
201501102300,-69.067,39.367,3095,-32.02,-9999,-244.4,-9999,-6.1,0.86,98.4,-9999,-9999,2.069033591,362.0690336
201501110000,-69.067,39.383,3247,-32.62,-9999,-247.9,-9999,-6,0.85,98.41,-9999,-9999,1.834802442,361.8348024
201501110100,-69.067,39.383,3305,-29.4,-9999,-222.6,-9999,-6.4,0.78,98.48,-9999,-9999,3.020016556,363.0200166
201501110200,-69.067,39.4,2533,-30.58,-9999,-232,-9999,-6,0.68,98.52,-9999,-9999,3.476003452,363.4760035
201501110300,-69.067,39.4,2364,-30.92,-9999,-236,-9999,-5,0.61,98.56,-9999,-9999,2.89456387,362.8945639
201501110400,-69.067,39.4,2541,-31.74,-9999,-239.7,-9999,-4,0.58,98.59,-9999,-9999,3.232104578,164.2055472
201501110500,-69.067,39.408,2583,-32.14,-9999,-242.4,-9999,-4.2,0.62,98.6,-9999,-9999,3.21,180.0053088
201501110600,-69.067,39.417,2815,-29.84,-9999,-228.2,-9999,-3.5,0.64,98.69,-9999,-9999,6.558978579,366.5589786
201501110700,-69.083,39.433,3001,-29.44,-9999,-225.6,-9999,-2.7,0.65,98.86,-9999,-9999,6.422904327,366.4229043
201501110800,-69.083,39.433,3254,-28.9,-9999,-220.2,-9999,-1.5,0.61,98.76,-9999,-9999,5.801327434,365.8013274
201501110900,-69.083,39.442,3266,-28.84,-9999,-219.7,-9999,-1.1,0.65,98.8,-9999,-9999,6.074553482,366.0745535
201501111000,-69.083,39.45,3374,-28.63,-9999,-217.7,-9999,-1,0.64,98.88,-9999,-9999,5.987695717,365.9876957
201501111100,-69.083,39.45,-9999,-9999,-9999,-9999,-9999,-0.8,0.63,98.96,-9999,-9999,5.72380992,365.7238099
201501111200,-69.083,39.45,3425,-28.57,-9999,-217.1,-9999,-0.5,0.62,98.92,-9999,-9999,5.576755329,365.5767553
201501111300,-69.083,39.467,3470,-28.36,-9999,-215.8,-9999,0.3,0.61,98.98,-9999,-9999,4.919552825,364.9195528
201501111400,-69.083,39.45,3636,-27.6,-9999,-209,-9999,0.1,0.62,99.05,-9999,-9999,2.786198126,362.7861981
201501111500,-69.083,39.458,3595,-26.7,-9999,-201.7,-9999,0.7,0.56,99.03,-9999,-9999,1.966646893,361.9666469
201501111600,-69.083,39.467,3437,-26.86,-9999,-202.9,-9999,-1,0.69,99.03,-9999,-9999,2.107747613,362.1077476
201501111700,-69.083,39.483,3336,-27.82,-9999,-210.5,-9999,-1.3,0.69,99.07,-9999,-9999,1.212765435,361.2127654
201501111800,-69.083,39.5,3498,-29.32,-9999,-221.8,-9999,-0.7,0.59,99.08,-9999,-9999,2.585207922,362.5852079
201501111900,-69.083,39.5,3736,-29.15,-9999,-219.6,-9999,-0.7,0.67,99.1,-9999,-9999,1.917837324,361.9178373
201501112000,-69.083,39.517,3736,-28.18,-9999,-214.4,-9999,-1,0.72,99.12,-9999,-9999,2.013082214,22.48916632
201501112100,-69.083,39.533,3413,-30.34,-9999,-232.1,-9999,-0.6,0.64,99.15,-9999,-9999,1.99379036,361.9937904
201501112200,-69.067,39.633,2991,-29.96,-9999,-232.6,-9999,-1.2,0.61,99.17,-9999,-9999,8.220735977,368.220736
201501112300,-69.017,39.617,2937,-29.5,-9999,-229.5,-9999,-2.1,0.68,99.16,-9999,-9999,9.030221481,369.0302215
201501120000,-69.017,39.617,2916,-30.95,-9999,-239.6,-9999,-2.1,0.64,99.14,-9999,-9999,8.94742421,368.9474242
201501120100,-69.017,39.617,2814,-31.05,-9999,-242.2,-9999,-2,0.59,99.12,-9999,-9999,9.381668295,369.3816683
201501120200,-69.017,39.617,2823,-30.54,-9999,-237.6,-9999,-1.9,0.57,99.12,-9999,-9999,8.993247467,368.9932475
201501120300,-69,39.6,2900,-29.46,-9999,-229.4,-9999,-1.4,0.56,99.07,-9999,-9999,7.435374906,367.4353749
201501120400,-69,39.6,2932,-29.28,-9999,-227.8,-9999,-1,0.57,99.08,-9999,-9999,5.378336174,365.3783362
201501120500,-69,39.6,3278,-28.08,-9999,-216.5,-9999,-0.1,0.5,99.08,-9999,-9999,4.784527145,364.7845271
201501120600,-69,39.6,3404,-27.93,-9999,-213.7,-9999,1.5,0.53,99.06,-9999,-9999,4.620584379,364.6205844
201501120700,-69,39.6,3419,-28.28,-9999,-216.2,-9999,2.3,0.5,99.03,-9999,-9999,2.828568543,362.8285685
201501120800,-69,39.6,3369,-28,-9999,-216.9,-9999,2.7,0.49,98.99,-9999,-9999,2.002598312,362.0025983
201501120900,-69,39.608,3374,-28.26,-9999,-216.9,-9999,2.3,0.51,98.96,-9999,-9999,0.674166152,360.6741662
201501121000,-69,39.617,3658,-26.43,-9999,-203.5,-9999,2.4,0.51,98.96,-9999,-9999,2.87923601,362.879236
201501121100,-69,39.617,3636,-26.5,-9999,-204.5,-9999,2.3,0.61,98.94,-9999,-9999,2.851420699,1.808792668
201501121200,-69,39.617,3520,-25.95,-9999,-202.9,-9999,3.3,0.48,98.89,-9999,-9999,3.722485729,17.51063495
201501121300,-69,39.617,3517,-25.1,-9999,-194.3,-9999,2.5,0.5,98.85,-9999,-9999,3.7,18.92520257
201501121400,-69,39.617,-9999,-9999,-9999,-9999,-9999,1.9,0.53,98.79,-9999,-9999,3.7,18.92520257
201501121500,-69,39.617,3942,-25.22,-9999,-195.5,-9999,1.7,0.56,98.68,-9999,-9999,3.7,18.92520257
201501121600,-69,39.617,4152,-27.52,-9999,-209.4,-9999,0.6,0.61,98.59,-9999,-9999,3.7,18.92520257
201501121700,-69,39.617,4314,-28.38,-9999,-217.8,-9999,0.5,0.71,98.47,-9999,-9999,3.7,18.92520257
201501121800,-69,39.617,3574,-29.76,-9999,-230,-9999,0.1,0.73,98.43,-9999,-9999,3.7,18.92520257
201501121900,-69,39.617,2795,-32.3,-9999,-250.1,-9999,-0.2,0.57,98.38,-9999,-9999,3.7,18.92520257
201501122000,-69,39.617,2708,-32.1,-9999,-245.7,-9999,-0.6,0.54,98.38,-9999,-9999,3.7,18.92520257
201501122100,-69,39.617,2559,-32.24,-9999,-244.5,-9999,-1.3,0.53,98.32,-9999,-9999,3.7,18.92520257
201501122200,-69,39.617,2420,-32.26,-9999,-247.6,-9999,-1.8,0.51,98.33,-9999,-9999,3.7,18.92520257
201501122300,-69,39.617,2371,-32.48,-9999,-251,-9999,-1.9,0.51,98.34,-9999,-9999,3.7,18.92520257
201501130000,-69,39.617,2333,-32.48,-9999,-251.4,-9999,-2.5,0.52,98.36,-9999,-9999,3.7,18.92520257
201501130100,-69,39.617,2354,-31.98,-9999,-247.5,-9999,-2.2,0.49,98.3,-9999,-9999,3.7,18.92520257
201501130200,-69,39.617,2396,-30.82,-9999,-240.1,-9999,-2.2,0.51,98.3,-9999,-9999,3.7,18.92520257
201501130300,-69,39.617,-9999,-9999,-9999,-9999,-9999,-1.6,0.5,98.3,-9999,-9999,3.7,18.92520257
201501130400,-69,39.617,2601,-30.05,-9999,-233.4,-9999,-1,0.49,98.36,-9999,-9999,3.7,18.92520257
201501130500,-69,39.617,2796,-29.46,-9999,-228.7,-9999,-0.9,0.48,98.39,-9999,-9999,3.7,18.92520257
201501130600,-69,39.617,2993,-28.7,-9999,-224.4,-9999,0.8,0.48,98.47,-9999,-9999,3.7,18.92520257
201501130700,-69,39.617,3147,-27.44,-9999,-216.1,-9999,0.4,0.53,98.46,-9999,-9999,3.7,18.92520257
201501130800,-69,39.617,3509,-27.34,-9999,-212.1,-9999,2.3,0.52,98.5,-9999,-9999,3.7,18.92520257
201501130900,-69,39.617,3406,-28.04,-9999,-217.2,-9999,2.4,0.53,98.52,-9999,-9999,3.7,18.92520257
201501131000,-69,39.617,3196,-28.15,-9999,-219.3,-9999,1.7,0.52,98.57,-9999,-9999,3.7,18.92520257
201501131100,-69,39.617,3681,-27.12,-9999,-209.4,-9999,1.7,0.51,98.59,-9999,-9999,3.7,18.92520257
201501131200,-69,39.617,3336,-27.18,-9999,-209.9,-9999,2.4,0.57,98.57,-9999,-9999,3.7,18.92520257
201501131300,-69,39.617,3501,-27.48,-9999,-212.7,-9999,2.1,0.58,98.65,-9999,-9999,3.7,18.92520257
201501131400,-69,39.617,3306,-26,-9999,-200.7,-9999,1.9,0.61,98.49,-9999,-9999,3.7,18.92520257
201501131500,-69,39.617,3704,-24.72,-9999,-190.2,-9999,1.7,0.54,98.5,-9999,-9999,3.7,18.92520257
201501131600,-69,39.617,3669,-24.8,-9999,-189.8,-9999,0.5,0.62,98.65,-9999,-9999,3.7,18.92520257
201501131700,-69,39.617,3764,-26.2,-9999,-198.9,-9999,-9999,0.64,98.63,-9999,-9999,3.7,18.92520257
201501131800,-69,39.617,3196,-28.68,-9999,-219,-9999,0.7,0.61,98.71,-9999,-9999,3.7,18.92520257
201501131900,-69,39.617,3025,-28.84,-9999,-218.6,-9999,-0.6,0.56,98.82,-9999,-9999,3.7,18.92520257
201501132000,-69,39.617,3006,-30.36,-9999,-234,-9999,-0.5,0.54,98.88,-9999,-9999,3.7,18.92520257
201501132100,-69,39.617,3107,-31.56,-9999,-243.6,-9999,-2.2,0.65,98.89,-9999,-9999,3.7,18.92520257
201501132200,-69,39.617,2703,-33.46,-9999,-255.6,-9999,-2.2,0.55,98.93,-9999,-9999,3.7,18.92520257
201501132300,-69,39.617,2602,-33.48,-9999,-257.2,-9999,-2.3,0.55,98.93,-9999,-9999,3.7,18.92520257
201501140000,-69,39.617,2461,-32.16,-9999,-248.3,-9999,-2.6,0.52,98.96,-9999,-9999,3.7,18.92520257
201501140100,-69,39.617,2417,-31.4,-9999,-243.9,-9999,-2.8,0.52,98.93,-9999,-9999,3.7,18.92520257
201501140200,-69,39.617,2367,-32.1,-9999,-249.2,-9999,-0.7,0.46,99.01,-9999,-9999,3.7,18.92520257
201501140300,-69,39.617,2346,-32.3,-9999,-248.9,-9999,0.4,0.39,98.98,-9999,-9999,3.7,18.92520257
201501140400,-69,39.617,2349,-33.68,-9999,-257.9,-9999,0.3,0.37,98.97,-9999,-9999,3.7,18.92520257
201501140500,-69,39.617,2372,-33.7,-9999,-255.6,-9999,2.7,0.35,99.05,-9999,-9999,3.7,18.92520257
201501140600,-69,39.617,-9999,-9999,-9999,-9999,-9999,2.3,0.37,99.01,-9999,-9999,3.7,18.92520257
201501140700,-69,39.617,2478,-33.34,-9999,-254.9,-9999,3.8,0.38,99.01,-9999,-9999,3.7,18.92520257
201501140800,-69,39.617,2457,-33.9,-9999,-255.9,-9999,3.7,0.34,99.01,-9999,-9999,3.7,18.92520257
201501140900,-69,39.617,3540,-26.64,-9999,-202.7,-9999,3.4,0.46,99.03,-9999,-9999,3.7,18.92520257
201501141000,-69,39.617,3525,-25.76,-9999,-198.5,-9999,2.7,0.52,99.03,-9999,-9999,3.7,18.92520257
201501141100,-69,39.617,3737,-25.7,-9999,-197.4,-9999,2.8,0.53,98.99,-9999,-9999,3.7,18.92520257
201501141200,-69,39.617,3758,-25.62,-9999,-197.1,-9999,2,0.54,99.03,-9999,-9999,3.7,18.92520257
201501141300,-69,39.617,4188,-23.56,-9999,-182.8,-9999,1.9,0.59,99.04,-9999,-9999,3.7,18.92520257
201501141400,-69,39.617,3691,-26.32,-9999,-201.9,-9999,0.9,0.66,99.05,-9999,-9999,3.7,18.92520257
201501141500,-69,39.617,3612,-26.12,-9999,-200.7,-9999,0.9,0.56,99.08,-9999,-9999,3.7,18.92520257
201501141600,-69,39.617,3737,-26.88,-9999,-202.3,-9999,0.9,0.59,99.09,-9999,-9999,3.7,18.92520257
201501141700,-69,39.617,3736,-26.82,-9999,-203.9,-9999,1.2,0.6,99.06,-9999,-9999,3.7,18.92520257
201501141800,-69,39.617,3334,-30.04,-9999,-231.6,-9999,0.8,0.61,99.1,-9999,-9999,3.7,18.92520257
201501141900,-69,39.617,-9999,-9999,-9999,-9999,-9999,-0.3,0.52,99.17,-9999,-9999,3.7,18.92520257
201501142000,-69,39.617,2289,-35.23,-9999,-269.7,-9999,-0.8,0.51,99.19,-9999,-9999,3.7,18.92520257
201501142100,-69,39.617,2315,-34.76,-9999,-266.6,-9999,-1.7,0.47,99.18,-9999,-9999,3.7,18.92520257
201501142200,-69,39.617,2369,-34.02,-9999,-264.5,-9999,-1.9,0.47,99.23,-9999,-9999,3.7,18.92520257
201501142300,-69,39.617,2400,-33.7,-9999,-264.9,-9999,-2.5,0.51,99.27,-9999,-9999,3.7,18.92520257
201501150000,-69,39.617,2485,-32.98,-9999,-260.9,-9999,-2.5,0.51,99.3,-9999,-9999,3.7,18.92520257
201501150100,-69,39.617,2573,-32.3,-9999,-254.3,-9999,-2.1,0.52,99.35,-9999,-9999,3.7,18.92520257
201501150200,-69,39.617,2675,-30.94,-9999,-244.4,-9999,0.1,0.47,99.37,-9999,-9999,3.7,18.92520257
201501150300,-69,39.617,2777,-29.86,-9999,-238,-9999,-1.1,0.52,99.37,-9999,-9999,3.7,18.92520257
201501150400,-69,39.617,3186,-29.41,-9999,-231.8,-9999,-9999,0.52,99.4,-9999,-9999,3.7,18.92520257
201501150500,-69,39.617,3382,-29.47,-9999,-230.1,-9999,0.9,0.55,99.45,-9999,-9999,3.7,18.92520257
201501150600,-69,39.617,3504,-29.36,-9999,-228,-9999,1.8,0.55,99.51,-9999,-9999,3.7,18.92520257
201501150700,-69,39.617,3718,-28.74,-9999,-222.7,-9999,1.7,0.57,99.56,-9999,-9999,3.7,18.92520257
201501150800,-69,39.617,3830,-28.25,-9999,-218.5,-9999,1.4,0.59,99.63,-9999,-9999,3.7,18.92520257
201501150900,-69,39.617,4168,-27.2,-9999,-212.5,-9999,1.1,0.64,99.65,-9999,-9999,3.7,18.92520257
201501151000,-69,39.617,4122,-27.3,-9999,-214.2,-9999,1,0.66,99.69,-9999,-9999,3.7,18.92520257
201501151100,-69,39.617,3919,-28.04,-9999,-218.4,-9999,0.9,0.65,99.74,-9999,-9999,3.7,18.92520257
201501151200,-69,39.617,4020,-28,-9999,-218.8,-9999,0.8,0.64,99.71,-9999,-9999,3.7,18.92520257
201501151300,-69,39.617,4095,-28,-9999,-217.1,-9999,0.3,0.69,99.71,-9999,-9999,3.7,18.92520257
201501151400,-69,39.617,4168,-27.1,-9999,-211.7,-9999,0.2,0.7,99.69,-9999,-9999,3.7,18.92520257
201501151500,-69,39.617,3866,-28.08,-9999,-216.7,-9999,-9999,0.7,99.71,-9999,-9999,3.7,18.92520257
201501151600,-69,39.617,3629,-28.26,-9999,-218.3,-9999,-0.2,0.65,99.76,-9999,-9999,3.7,18.92520257
201501151700,-69,39.617,3436,-29.48,-9999,-226.4,-9999,-0.2,0.64,99.69,-9999,-9999,3.7,18.92520257
201501151800,-69,39.617,3441,-29.5,-9999,-229.1,-9999,-0.8,0.65,99.75,-9999,-9999,3.7,18.92520257
201501151900,-69,39.617,3490,-29.88,-9999,-228.3,-9999,-1.5,0.67,99.83,-9999,-9999,3.7,18.92520257
201501152000,-69,39.617,3354,-30.24,-9999,-232.2,-9999,-2.3,0.7,99.94,-9999,-9999,3.7,18.92520257
201501152100,-69,39.617,3030,-30.9,-9999,-241.4,-9999,-2.8,0.68,99.93,-9999,-9999,3.7,18.92520257
201501152200,-69,39.617,-9999,-9999,-9999,-9999,-9999,-3.5,0.67,99.92,-9999,-9999,3.7,18.92520257
201501152300,-69,39.617,2785,-31.9,-9999,-249,-9999,-3.5,0.65,99.95,-9999,-9999,3.7,18.92520257
201501160000,-69,39.617,2628,-32.34,-9999,-253.3,-9999,-2.7,0.58,99.96,-9999,-9999,3.7,18.92520257
201501160100,-69,39.617,2355,-33.06,-9999,-258.6,-9999,-1.8,0.5,99.95,-9999,-9999,3.7,18.92520257
201501160200,-69,39.617,2342,-32.96,-9999,-255.1,-9999,-1.5,0.48,99.98,-9999,-9999,3.7,18.92520257
201501160300,-69,39.617,2430,-32.18,-9999,-249.6,-9999,-1.2,0.47,99.99,-9999,-9999,3.7,18.92520257
201501160400,-69,39.617,2428,-32.16,-9999,-248.6,-9999,-9999,0.47,99.99,-9999,-9999,3.7,18.92520257
201501160500,-69,39.617,2625,-30.86,-9999,-240.4,-9999,0.2,0.48,100.02,-9999,-9999,3.7,18.92520257
201501160600,-69,39.617,3050,-29.9,-9999,-231.2,-9999,0.2,0.51,100,-9999,-9999,3.7,18.92520257
201501160700,-69,39.617,3308,-29.12,-9999,-225.8,-9999,0.1,0.54,99.98,-9999,-9999,3.7,18.92520257
201501160800,-69,39.617,3548,-27.72,-9999,-213.4,-9999,-0.2,0.59,99.95,-9999,-9999,3.7,18.92520257
201501160900,-69,39.617,3694,-27.22,-9999,-210.7,-9999,-0.6,0.62,99.99,-9999,-9999,3.7,18.92520257
201501161000,-69,39.617,3960,-26.24,-9999,-204,-9999,-0.7,0.68,99.88,-9999,-9999,3.7,18.92520257
201501161100,-69,39.617,-9999,-9999,-9999,-9999,-9999,-0.6,0.7,99.87,-9999,-9999,3.7,18.92520257
201501161200,-69,39.617,4247,-26.1,-9999,-204.7,-9999,-0.7,0.74,99.72,-9999,-9999,3.7,18.92520257
201501161300,-69,39.617,4368,-25.94,-9999,-201,-9999,-0.7,0.77,99.55,-9999,-9999,3.7,18.92520257
201501161400,-69,39.617,4479,-26.12,-9999,-202.7,-9999,-1,0.8,99.34,-9999,-9999,3.7,18.92520257
201501161500,-69,39.617,4444,-26.54,-9999,-205.2,-9999,-0.8,0.79,99.23,-9999,-9999,3.7,18.92520257
201501161600,-69,39.617,3672,-28.2,-9999,-222.2,-9999,0.2,0.73,98.98,-9999,-9999,3.7,18.92520257
201501161700,-69,39.617,3867,-29.02,-9999,-228.1,-9999,1.2,0.61,98.68,-9999,-9999,3.7,18.92520257
201501161800,-69,39.617,4372,-29.74,-9999,-228.4,-9999,-9999,0.7,98.48,-9999,-9999,3.7,18.92520257
201501161900,-69,39.617,5000,-27.78,-9999,-213.9,-9999,-0.7,0.78,98.25,-9999,-9999,3.7,18.92520257
201501162000,-69,39.617,5428,-27.06,-9999,-209.7,-9999,-0.2,0.85,97.69,-9999,-9999,3.7,18.92520257
201501162100,-69,39.617,5651,-27.04,-9999,-209.9,-9999,-0.1,0.89,97.58,-9999,-9999,3.7,18.92520257
201501162200,-69,39.617,5886,-26.72,-9999,-207.9,-9999,0.2,0.91,97.14,-9999,-9999,3.7,18.92520257
201501162300,-69,39.617,5897,-26.3,-9999,-203,-9999,0.9,0.9,96.87,-9999,-9999,3.7,18.92520257
201501170000,-69,39.617,5864,-26.07,-9999,-198.7,-9999,0.8,0.89,96.87,-9999,-9999,3.7,18.92520257
201501170100,-69,39.617,5667,-24.6,-9999,-187.6,-9999,0.9,0.88,96.89,-9999,-9999,3.7,18.92520257
201501170200,-69,39.617,5575,-24.4,-9999,-187.2,-9999,0.8,0.88,97.02,-9999,-9999,3.7,18.92520257
201501170300,-69,39.617,5562,-24.24,-9999,-186.4,-9999,0.2,0.9,97.14,-9999,-9999,3.7,18.92520257
201501170400,-69,39.617,5552,-23.8,-9999,-184,-9999,0.2,0.9,97.16,-9999,-9999,3.7,18.92520257
201501170500,-69,39.617,5376,-22.88,-9999,-180.6,-9999,0.3,0.9,97.21,-9999,-9999,3.7,18.92520257
