%TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,U,WD
201405130845,-6,5.642,16.72,-10.31,-9999,-71.4,-9999,26.69,0.776,101.366,-9999,-9999,9.9,156.5
201405130900,-6,5.596,16.7,-10.33,-9999,-71.48,-9999,26.69,0.778,101.389,-9999,-9999,9.1,153.7
201405130915,-6,5.55,16.71,-10.32,-9999,-71.46,-9999,26.71,0.774,101.392,-9999,-9999,9.2,153.8
201405130930,-6,5.504,16.64,-10.35,-9999,-71.65,-9999,26.72,0.772,101.376,-9999,-9999,8.3,147
201405130945,-6,5.458,16.74,-10.35,-9999,-71.62,-9999,26.79,0.773,101.387,-9999,-9999,9,147.4
201405131000,-6,5.411,16.53,-10.36,-9999,-71.84,-9999,26.84,0.762,101.391,-9999,-9999,8.7,148.3
201405131015,-6,5.365,16.57,-10.37,-9999,-71.81,-9999,26.88,0.762,101.397,-9999,-9999,8.5,142
201405131030,-6,5.319,16.73,-10.35,-9999,-71.74,-9999,26.91,0.77,101.37,-9999,-9999,8.7,143.3
201405131045,-6,5.274,16.66,-10.39,-9999,-71.82,-9999,26.9,0.768,101.368,-9999,-9999,8.9,145.8
201405131100,-6,5.228,16.57,-10.4,-9999,-72.03,-9999,26.9,0.762,101.352,-9999,-9999,9.1,145.8
201405131115,-6,5.183,16.78,-10.36,-9999,-71.71,-9999,26.87,0.773,101.332,-9999,-9999,8.6,147.5
201405131130,-6,5.137,16.49,-10.41,-9999,-72.17,-9999,26.87,0.759,101.332,-9999,-9999,8.7,145.3
201405131145,-6,5.091,16.75,-10.36,-9999,-71.73,-9999,26.88,0.77,101.329,-9999,-9999,8.8,147
201405131200,-6,5.044,16.55,-10.45,-9999,-72.27,-9999,26.9,0.76,101.304,-9999,-9999,8.7,144
201405131215,-6,4.998,16.42,-10.46,-9999,-72.56,-9999,26.9,0.752,101.28,-9999,-9999,8.2,140.4
201405131230,-6,4.951,16.41,-10.51,-9999,-72.71,-9999,26.98,0.75,101.262,-9999,-9999,8.2,137.3
201405131245,-6,4.904,16.57,-10.44,-9999,-72.36,-9999,26.97,0.762,101.25,-9999,-9999,8.5,142.9
201405131300,-6,4.858,-9999,-9999,-9999,-9999,-9999,27.04,0.75,101.218,-9999,-9999,9,139.4
201405131315,-6,4.813,-9999,-9999,-9999,-9999,-9999,27,0.755,101.192,-9999,-9999,8.3,138.6
201405131330,-6,4.767,16.23,-10.59,-9999,-73.78,-9999,27.05,0.744,101.174,-9999,-9999,9.5,140.4
201405131345,-6,4.721,16.49,-10.54,-9999,-73.33,-9999,27.11,0.749,101.159,-9999,-9999,8.9,134.3
201405131400,-6,4.675,16.33,-10.6,-9999,-73.68,-9999,27.06,0.741,101.108,-9999,-9999,9.1,137.7
201405131415,-6,4.628,16.51,-10.57,-9999,-73.45,-9999,27.07,0.749,101.106,-9999,-9999,7.9,136.9
201405131430,-6,4.58,16.49,-10.58,-9999,-73.52,-9999,27.08,0.748,101.084,-9999,-9999,8.9,140.3
201405131445,-6,4.532,16.46,-10.59,-9999,-73.64,-9999,27.08,0.748,101.058,-9999,-9999,8.7,139.1
201405131500,-6,4.485,16.33,-10.65,-9999,-73.97,-9999,27.16,0.738,101.042,-9999,-9999,9.8,140.6
201405131515,-6,4.438,16.36,-10.65,-9999,-74,-9999,27.13,0.741,101.045,-9999,-9999,8.6,137
201405131530,-6,4.391,16.27,-10.67,-9999,-74.32,-9999,27.2,0.734,101.046,-9999,-9999,9,140.5
201405131545,-6,4.345,16.37,-10.66,-9999,-74.14,-9999,27.19,0.739,101.041,-9999,-9999,9,142.4
201405131600,-6,4.297,16.31,-10.69,-9999,-74.4,-9999,27.2,0.734,101.05,-9999,-9999,8.4,138.3
201405131615,-6,4.25,16.27,-10.71,-9999,-74.52,-9999,27.2,0.733,101.06,-9999,-9999,9.3,135.1
201405131630,-6,4.202,16.32,-10.71,-9999,-74.48,-9999,27.2,0.738,101.073,-9999,-9999,8.2,134.4
201405131645,-6,4.154,16.62,-10.66,-9999,-74.01,-9999,27.21,0.749,101.096,-9999,-9999,8.7,138.8
201405131700,-6,4.106,16.49,-10.69,-9999,-74.23,-9999,27.15,0.746,101.11,-9999,-9999,8.4,137.4
201405131715,-6,4.058,16.27,-10.75,-9999,-74.82,-9999,27.2,0.735,101.108,-9999,-9999,8.4,135.9
201405131730,-6,4.01,16.26,-10.75,-9999,-74.87,-9999,27.18,0.735,101.106,-9999,-9999,8,144
201405131745,-6,3.963,16.17,-10.82,-9999,-75.16,-9999,27.21,0.728,101.117,-9999,-9999,7.8,143.5
201405131800,-6,3.917,16.47,-10.74,-9999,-74.62,-9999,27.2,0.746,101.149,-9999,-9999,7.6,139.8
201405131815,-6,3.871,16.49,-10.74,-9999,-74.57,-9999,27.2,0.746,101.163,-9999,-9999,7.8,139.2
201405131830,-6,3.826,16.27,-10.8,-9999,-75.12,-9999,27.2,0.734,101.173,-9999,-9999,7.3,137.2
201405131845,-6,3.779,16.33,-10.78,-9999,-75.09,-9999,27.2,0.739,101.187,-9999,-9999,7.2,140.3
201405131900,-6,3.733,16.63,-10.69,-9999,-74.54,-9999,27.16,0.751,101.202,-9999,-9999,7.2,148.4
201405131915,-6,3.686,16.59,-10.74,-9999,-74.8,-9999,27.19,0.751,101.22,-9999,-9999,7.9,151.2
201405131930,-6,3.639,16.45,-10.76,-9999,-75.1,-9999,27.2,0.742,101.236,-9999,-9999,8.3,149.8
201405131945,-6,3.593,16.58,-10.72,-9999,-74.85,-9999,27.2,0.75,101.263,-9999,-9999,7.5,148
201405132000,-6,3.547,16.46,-10.76,-9999,-75.13,-9999,27.2,0.744,101.286,-9999,-9999,7.7,145.3
201405132015,-6,3.5,16.56,-10.74,-9999,-74.97,-9999,27.19,0.75,101.281,-9999,-9999,8.1,147
201405132030,-6,3.454,16.4,-10.78,-9999,-75.24,-9999,27.17,0.74,101.273,-9999,-9999,7.6,138.4
201405132045,-6,3.407,16.32,-10.81,-9999,-75.42,-9999,27.18,0.738,101.293,-9999,-9999,7.4,139.4
201405132100,-6,3.36,16.77,-10.68,-9999,-74.49,-9999,27.09,0.763,101.307,-9999,-9999,7,137.7
201405132115,-6,3.313,16.65,-10.71,-9999,-74.65,-9999,27,0.76,101.301,-9999,-9999,7,141.3
201405132130,-6,3.266,16.64,-10.73,-9999,-74.71,-9999,27,0.761,101.304,-9999,-9999,7,142.1
201405132145,-6,3.219,16.6,-10.76,-9999,-74.89,-9999,27,0.76,101.3,-9999,-9999,7.3,143.8
201405132200,-6,3.172,16.6,-10.76,-9999,-74.95,-9999,27,0.761,101.3,-9999,-9999,7.3,145.9
201405132215,-6,3.125,16.39,-10.81,-9999,-75.34,-9999,26.93,0.752,101.299,-9999,-9999,6.8,139
201405132230,-6,3.077,16.4,-10.8,-9999,-75.28,-9999,26.9,0.752,101.285,-9999,-9999,6.8,145.9
201405132245,-6,3.029,16.27,-10.84,-9999,-75.61,-9999,26.9,0.747,101.273,-9999,-9999,6.8,142.6
201405132300,-6,2.983,16.55,-10.74,-9999,-74.91,-9999,26.84,0.766,101.274,-9999,-9999,5.9,150.1
201405132315,-6,2.936,16.62,-10.68,-9999,-74.64,-9999,26.8,0.768,101.276,-9999,-9999,6.5,151.3
201405132330,-6,2.889,16.51,-10.72,-9999,-74.88,-9999,26.79,0.765,101.261,-9999,-9999,5.9,151.9
201405132345,-6,2.843,16.61,-10.7,-9999,-74.7,-9999,26.71,0.772,101.241,-9999,-9999,6.5,154
201405140000,-6,2.798,16.59,-10.69,-9999,-74.72,-9999,26.7,0.772,101.244,-9999,-9999,6.6,150.3
201405140015,-6,2.753,16.52,-10.71,-9999,-74.98,-9999,26.7,0.77,101.242,-9999,-9999,6.7,153.5
201405140030,-6,2.707,16.83,-10.57,-9999,-74.19,-9999,26.61,0.786,101.224,-9999,-9999,6.8,155
201405140045,-6,2.662,16.57,-10.69,-9999,-74.77,-9999,26.53,0.776,101.21,-9999,-9999,6.5,160.8
201405140100,-6,2.617,16.47,-10.72,-9999,-75.07,-9999,26.54,0.773,101.204,-9999,-9999,6.4,159.3
201405140115,-6,2.571,16.79,-10.62,-9999,-74.35,-9999,26.52,0.787,101.179,-9999,-9999,7,165.7
201405140130,-6,2.525,16.51,-10.68,-9999,-74.86,-9999,26.48,0.776,101.168,-9999,-9999,7,163.8
201405140145,-6,2.479,16.64,-10.67,-9999,-74.64,-9999,26.44,0.786,101.146,-9999,-9999,6.6,163.3
201405140200,-6,2.433,16.43,-10.7,-9999,-75.1,-9999,26.4,0.776,101.14,-9999,-9999,6,158.6
201405140215,-6,2.387,16.49,-10.7,-9999,-74.99,-9999,26.4,0.779,101.141,-9999,-9999,5,151.1
201405140230,-6,2.341,16.53,-10.69,-9999,-74.73,-9999,26.4,0.782,101.123,-9999,-9999,5,153.9
201405140245,-6,2.295,16.56,-10.66,-9999,-74.55,-9999,26.4,0.783,101.108,-9999,-9999,4.8,155.2
201405140300,-6,2.251,16.44,-10.69,-9999,-74.9,-9999,26.4,0.778,101.104,-9999,-9999,4.3,152.2
201405140315,-6,2.206,16.51,-10.64,-9999,-74.7,-9999,26.4,0.78,101.112,-9999,-9999,3.8,152.8
201405140330,-6,2.161,16.43,-10.69,-9999,-74.8,-9999,26.4,0.777,101.119,-9999,-9999,4.5,156.3
201405140345,-6,2.117,16.37,-10.68,-9999,-74.75,-9999,26.37,0.776,101.125,-9999,-9999,4.5,158.2
201405140400,-6,2.072,16.07,-10.77,-9999,-75.63,-9999,26.39,0.763,101.146,-9999,-9999,4,149.4
201405140415,-6,2.027,-9999,-9999,-9999,-9999,-9999,26.4,0.777,101.147,-9999,-9999,4.4,156.3
201405140430,-6,1.982,-9999,-9999,-9999,-9999,-9999,26.31,0.777,101.159,-9999,-9999,4.3,155.2
201405140445,-6,1.937,-9999,-9999,-9999,-9999,-9999,26.32,0.769,101.177,-9999,-9999,4.6,155.6
201405140500,-6,1.893,16.18,-10.78,-9999,-75.77,-9999,26.32,0.773,101.196,-9999,-9999,5,163.2
201405140515,-6,1.849,16.29,-10.77,-9999,-75.38,-9999,26.33,0.774,101.217,-9999,-9999,5.2,168.7
201405140530,-6,1.805,16.16,-10.86,-9999,-75.86,-9999,26.34,0.768,101.221,-9999,-9999,5.7,165.6
201405140545,-6,1.759,16.15,-10.87,-9999,-76.01,-9999,26.33,0.767,101.246,-9999,-9999,5.1,165.7
201405140600,-6,1.714,16.17,-10.88,-9999,-75.98,-9999,26.38,0.766,101.263,-9999,-9999,5.6,165.2
201405140615,-6,1.667,16.06,-10.92,-9999,-76.33,-9999,26.4,0.762,101.26,-9999,-9999,6,164.9
201405140630,-6,1.62,16.15,-10.85,-9999,-75.97,-9999,26.4,0.765,101.264,-9999,-9999,6.5,165.3
201405140645,-6,1.575,16.08,-10.89,-9999,-76.19,-9999,26.45,0.759,101.284,-9999,-9999,7,160.7
201405140700,-6,1.529,16.12,-10.84,-9999,-75.93,-9999,26.56,0.754,101.303,-9999,-9999,7.1,158.1
201405140715,-6,1.484,16.13,-10.87,-9999,-76.01,-9999,26.6,0.752,101.327,-9999,-9999,6.7,156.5
201405140730,-6,1.44,16.51,-10.75,-9999,-75.16,-9999,26.6,0.772,101.34,-9999,-9999,7.5,156.5
201405140745,-6,1.396,16.33,-10.82,-9999,-75.59,-9999,26.67,0.761,101.345,-9999,-9999,8.7,158.8
201405140800,-6,1.352,16.1,-10.91,-9999,-76.19,-9999,26.73,0.747,101.355,-9999,-9999,8.6,158.9
201405140815,-6,1.307,16.45,-10.77,-9999,-75.13,-9999,26.76,0.763,101.373,-9999,-9999,8.1,161.4
201405140830,-6,1.262,16.3,-10.8,-9999,-75.32,-9999,26.73,0.757,101.385,-9999,-9999,8.7,161.5
201405140845,-6,1.217,16.18,-10.82,-9999,-75.39,-9999,26.8,0.747,101.397,-9999,-9999,9,161.9
201405140900,-6,1.173,16.34,-10.75,-9999,-74.74,-9999,26.8,0.753,101.39,-9999,-9999,8.4,162
201405140915,-6,1.128,16.13,-10.83,-9999,-75.2,-9999,26.81,0.746,101.388,-9999,-9999,8.7,163.3
201405140930,-6,1.083,16.16,-10.8,-9999,-74.95,-9999,26.86,0.744,101.38,-9999,-9999,9.5,166
201405140945,-6,1.038,16.3,-10.74,-9999,-74.4,-9999,26.88,0.751,101.396,-9999,-9999,9.7,166.1
201405141000,-6,0.993,16.24,-10.75,-9999,-74.43,-9999,26.9,0.748,101.39,-9999,-9999,9.8,168.4
201405141015,-6,0.948,15.89,-10.86,-9999,-75.24,-9999,26.92,0.731,101.384,-9999,-9999,9.7,165.4
201405141030,-6,0.903,15.99,-10.83,-9999,-74.88,-9999,27,0.733,101.359,-9999,-9999,9.4,165.2
201405141045,-6,0.858,16.33,-10.68,-9999,-73.83,-9999,26.99,0.746,101.35,-9999,-9999,9.2,164.6
201405141100,-6,0.813,16.02,-10.75,-9999,-74.17,-9999,27.07,0.73,101.34,-9999,-9999,10,164.1
201405141115,-6,0.769,15.9,-10.78,-9999,-74.52,-9999,27.09,0.722,101.326,-9999,-9999,10,163.4
201405141130,-6,0.723,16.1,-10.79,-9999,-74.45,-9999,27.1,0.731,101.304,-9999,-9999,10.4,166.1
201405141145,-6,0.678,16.01,-10.81,-9999,-74.64,-9999,27.1,0.729,101.278,-9999,-9999,10.5,168.2
201405141200,-6,0.633,16.21,-10.76,-9999,-74.34,-9999,27.1,0.738,101.266,-9999,-9999,9.9,170.1
201405141215,-6,0.587,16.35,-10.74,-9999,-74.14,-9999,27.04,0.747,101.254,-9999,-9999,9.9,166.1
201405141230,-6,0.541,16.28,-10.72,-9999,-74.19,-9999,27.12,0.739,101.265,-9999,-9999,9.3,161.1
201405141245,-6,0.495,16.45,-10.69,-9999,-73.82,-9999,27.14,0.746,101.259,-9999,-9999,9.4,161.3
201405141300,-6,0.45,16.58,-10.63,-9999,-73.46,-9999,27.18,0.75,101.247,-9999,-9999,9.3,162.2
201405141315,-6,0.404,16.61,-10.6,-9999,-73.42,-9999,27.18,0.752,101.207,-9999,-9999,9.9,164.8
201405141330,-6,0.358,16.4,-10.66,-9999,-73.67,-9999,27.2,0.741,101.168,-9999,-9999,10.3,171.1
201405141345,-6,0.313,16.31,-10.65,-9999,-73.73,-9999,27.21,0.735,101.16,-9999,-9999,9.9,171.6
201405141400,-6,0.266,16.42,-10.57,-9999,-73.22,-9999,27.3,0.738,101.153,-9999,-9999,9.9,172.7
201405141415,-6,0.22,16.52,-10.53,-9999,-72.9,-9999,27.3,0.743,101.138,-9999,-9999,9.9,171.7
201405141430,-6,0.176,16.59,-10.49,-9999,-72.52,-9999,27.26,0.747,101.131,-9999,-9999,10.6,172.6
201405141445,-6,0.132,16.42,-10.48,-9999,-72.61,-9999,27.2,0.74,101.118,-9999,-9999,11,171
201405141500,-6,0.087,16.54,-10.49,-9999,-72.55,-9999,27.2,0.747,101.12,-9999,-9999,10.4,166.9
201405141515,-6,0.043,16.96,-10.34,-9999,-71.85,-9999,27.2,0.764,101.127,-9999,-9999,9.5,162.6
201405141530,-6,-0.002,17.13,-10.29,-9999,-71.53,-9999,27.21,0.771,101.122,-9999,-9999,9.2,153.5
201405141545,-6,-0.046,17.18,-10.23,-9999,-71.38,-9999,27.3,0.771,101.114,-9999,-9999,10.5,165.1
201405141600,-6,-0.091,17.26,-10.2,-9999,-71.17,-9999,27.3,0.775,101.131,-9999,-9999,10.1,166.5
201405141615,-6,-0.136,17.13,-10.25,-9999,-71.52,-9999,27.23,0.769,101.151,-9999,-9999,9.5,161.1
201405141630,-6,-0.18,16.87,-10.34,-9999,-71.95,-9999,27.26,0.759,101.164,-9999,-9999,9.4,160.5
201405141645,-6,-0.225,16.7,-10.41,-9999,-72.33,-9999,27.25,0.752,101.169,-9999,-9999,8.9,160.7
201405141700,-6,-0.269,16.44,-10.48,-9999,-72.8,-9999,27.24,0.74,101.156,-9999,-9999,9.5,163.3
201405141715,-6,-0.314,16.46,-10.46,-9999,-72.66,-9999,27.25,0.741,101.18,-9999,-9999,9.7,165.1
201405141730,-6,-0.359,16.26,-10.52,-9999,-72.92,-9999,27.2,0.732,101.175,-9999,-9999,9.7,165.9
201405141745,-6,-0.403,-9999,-9999,-9999,-9999,-9999,27.2,0.739,101.162,-9999,-9999,10,166.6
201405141800,-6,-0.448,-9999,-9999,-9999,-9999,-9999,27.2,0.734,101.173,-9999,-9999,9.9,168.4
201405141815,-6,-0.493,-9999,-9999,-9999,-9999,-9999,27.2,0.73,101.186,-9999,-9999,9.5,168.9
201405141830,-6,-0.539,15.99,-10.67,-9999,-73.78,-9999,27.26,0.723,101.191,-9999,-9999,9.3,173.4
201405141845,-6,-0.584,16.13,-10.63,-9999,-73.49,-9999,27.29,0.728,101.193,-9999,-9999,9.8,173.9
201405141900,-6,-0.628,16.36,-10.58,-9999,-73.3,-9999,27.2,0.739,101.205,-9999,-9999,10.4,172.3
201405141915,-6,-0.673,16.62,-10.51,-9999,-72.9,-9999,27.2,0.751,101.223,-9999,-9999,9.6,169.9
201405141930,-6,-0.716,16.55,-10.48,-9999,-72.92,-9999,27.2,0.747,101.25,-9999,-9999,9,168.1
201405141945,-6,-0.76,16.66,-10.47,-9999,-72.72,-9999,27.2,0.753,101.276,-9999,-9999,8.1,169.1
201405142000,-6,-0.803,16.61,-10.47,-9999,-72.98,-9999,27.24,0.749,101.297,-9999,-9999,8.1,168.3
201405142015,-6,-0.846,16.79,-10.44,-9999,-72.8,-9999,27.21,0.759,101.295,-9999,-9999,8.8,172.2
201405142030,-6,-0.89,16.85,-10.4,-9999,-72.63,-9999,27.2,0.764,101.291,-9999,-9999,9.3,169.4
201405142045,-6,-0.934,16.66,-10.46,-9999,-72.9,-9999,27.2,0.753,101.314,-9999,-9999,9.3,164
201405142100,-6,-0.978,16.65,-10.48,-9999,-72.9,-9999,27.12,0.757,101.313,-9999,-9999,9.4,163.1
201405142115,-6,-1.022,16.41,-10.55,-9999,-73.35,-9999,27.1,0.746,101.31,-9999,-9999,9.2,158.3
201405142130,-6,-1.066,16.39,-10.57,-9999,-73.46,-9999,27.14,0.742,101.312,-9999,-9999,9,159.4
201405142145,-6,-1.113,16.38,-10.57,-9999,-73.4,-9999,27.1,0.746,101.319,-9999,-9999,8.9,157.9
201405142200,-6,-1.159,16.51,-10.51,-9999,-73.05,-9999,27.1,0.75,101.317,-9999,-9999,9.2,156.9
201405142215,-6,-1.204,16.59,-10.47,-9999,-72.82,-9999,27.02,0.757,101.307,-9999,-9999,9.2,160.2
201405142230,-6,-1.249,16.41,-10.53,-9999,-73.21,-9999,27.02,0.75,101.31,-9999,-9999,9.1,160.5
201405142245,-6,-1.293,16.33,-10.56,-9999,-73.4,-9999,27.04,0.744,101.309,-9999,-9999,9.2,158.5
201405142300,-6,-1.338,16.8,-10.41,-9999,-72.44,-9999,27,0.768,101.309,-9999,-9999,9.2,158.8
201405142315,-6,-1.382,16.81,-10.41,-9999,-72.35,-9999,26.92,0.769,101.32,-9999,-9999,9.5,160.4
201405142330,-6,-1.427,16.71,-10.44,-9999,-72.6,-9999,26.94,0.767,101.314,-9999,-9999,8.9,157.5
201405142345,-6,-1.471,16.4,-10.53,-9999,-73.15,-9999,26.96,0.75,101.312,-9999,-9999,9,158.6
201405150000,-6,-1.515,16.4,-10.56,-9999,-73.23,-9999,26.9,0.753,101.301,-9999,-9999,9,160.9
201405150015,-6,-1.56,16.64,-10.49,-9999,-72.69,-9999,26.9,0.768,101.311,-9999,-9999,9.1,164.8
201405150030,-6,-1.604,16.41,-10.57,-9999,-73.12,-9999,26.82,0.756,101.296,-9999,-9999,9.3,165.2
201405150045,-6,-1.648,16.34,-10.59,-9999,-73.24,-9999,26.82,0.756,101.288,-9999,-9999,8.7,168.9
201405150100,-6,-1.692,16.27,-10.63,-9999,-73.51,-9999,26.8,0.751,101.273,-9999,-9999,8.5,170.5
201405150115,-6,-1.735,16.29,-10.64,-9999,-73.62,-9999,26.79,0.756,101.261,-9999,-9999,9.4,166.6
201405150130,-6,-1.779,16.08,-10.72,-9999,-74.17,-9999,26.76,0.746,101.238,-9999,-9999,8.9,164.6
201405150145,-6,-1.822,16.14,-10.72,-9999,-74.11,-9999,26.77,0.748,101.23,-9999,-9999,8.9,166.4
201405150200,-6,-1.865,15.95,-10.78,-9999,-74.7,-9999,26.7,0.74,101.219,-9999,-9999,8.4,162.9
201405150215,-6,-1.908,16.31,-10.69,-9999,-74.03,-9999,26.7,0.757,101.21,-9999,-9999,8,162.1
201405150230,-6,-1.953,16.23,-10.7,-9999,-74.19,-9999,26.65,0.756,101.2,-9999,-9999,7.7,154.1
201405150245,-6,-1.997,16.08,-10.74,-9999,-74.39,-9999,26.7,0.747,101.186,-9999,-9999,7.9,149.3
201405150300,-6,-2.041,16.11,-10.73,-9999,-74.35,-9999,26.7,0.748,101.175,-9999,-9999,8.1,150.7
201405150315,-6,-2.086,16.07,-10.77,-9999,-74.55,-9999,26.69,0.747,101.176,-9999,-9999,8,147.5
201405150330,-6,-2.13,16.32,-10.66,-9999,-73.89,-9999,26.6,0.761,101.161,-9999,-9999,8.1,150.7
201405150345,-6,-2.174,16.19,-10.68,-9999,-74.14,-9999,26.65,0.754,101.149,-9999,-9999,8.1,152.5
201405150400,-6,-2.218,15.96,-10.76,-9999,-74.77,-9999,26.6,0.743,101.15,-9999,-9999,7.8,146.2
201405150415,-6,-2.261,16.13,-10.71,-9999,-74.36,-9999,26.6,0.754,101.15,-9999,-9999,7.6,145.1
201405150430,-6,-2.305,16.16,-10.69,-9999,-74.06,-9999,26.6,0.756,101.15,-9999,-9999,7.8,143.4
201405150445,-6,-2.348,16.31,-10.64,-9999,-73.77,-9999,26.6,0.76,101.152,-9999,-9999,7.6,140
201405150500,-6,-2.392,16.32,-10.64,-9999,-73.84,-9999,26.65,0.759,101.165,-9999,-9999,8.3,141.7
201405150515,-6,-2.435,16.14,-10.75,-9999,-74.4,-9999,26.7,0.75,101.187,-9999,-9999,8.1,142.1
201405150530,-6,-2.48,16.15,-10.75,-9999,-74.51,-9999,26.67,0.751,101.198,-9999,-9999,7.7,141
201405150545,-6,-2.525,15.94,-10.86,-9999,-75.07,-9999,26.63,0.741,101.209,-9999,-9999,8,142.5
201405150600,-6,-2.569,16.16,-10.79,-9999,-74.67,-9999,26.67,0.754,101.213,-9999,-9999,7.9,146.6
201405150615,-6,-2.613,16.18,-10.8,-9999,-74.74,-9999,26.62,0.753,101.252,-9999,-9999,8.2,147.4
201405150630,-6,-2.658,16.35,-10.71,-9999,-74.19,-9999,26.62,0.761,101.27,-9999,-9999,8.2,148.4
201405150645,-6,-2.703,16.12,-10.8,-9999,-74.68,-9999,26.67,0.748,101.268,-9999,-9999,8.2,145.3
201405150700,-6,-2.747,16,-10.87,-9999,-75.13,-9999,26.72,0.742,101.266,-9999,-9999,8.3,144.4
201405150715,-6,-2.792,15.93,-10.89,-9999,-75.48,-9999,26.7,0.74,101.29,-9999,-9999,8.2,143.8
201405150730,-6,-2.837,16.06,-10.87,-9999,-75.19,-9999,26.7,0.744,101.29,-9999,-9999,8.2,144.1
201405150745,-6,-2.881,16.17,-10.82,-9999,-74.84,-9999,26.71,0.75,101.304,-9999,-9999,8.1,139.6
201405150800,-6,-2.926,16.36,-10.76,-9999,-74.46,-9999,26.79,0.757,101.298,-9999,-9999,8.2,137.9
201405150815,-6,-2.973,16.41,-10.75,-9999,-74.47,-9999,26.78,0.758,101.306,-9999,-9999,8.6,134.3
201405150830,-6,-3.023,16.35,-10.76,-9999,-74.68,-9999,26.72,0.757,101.333,-9999,-9999,8.3,133.7
201405150845,-6,-3.073,16.55,-10.69,-9999,-74.23,-9999,26.73,0.768,101.353,-9999,-9999,7.8,134.9
201405150900,-6,-3.123,16.64,-10.66,-9999,-74.22,-9999,26.7,0.773,101.358,-9999,-9999,8.3,139
201405150915,-6,-3.172,16.63,-10.67,-9999,-74.28,-9999,26.7,0.774,101.349,-9999,-9999,8.5,139.7
201405150930,-6,-3.22,16.53,-10.7,-9999,-74.47,-9999,26.79,0.767,101.344,-9999,-9999,9,140.4
201405150945,-6,-3.267,16.49,-10.65,-9999,-74.27,-9999,26.75,0.764,101.349,-9999,-9999,8.9,142.4
201405151000,-6,-3.313,16.52,-10.65,-9999,-74.25,-9999,26.72,0.767,101.351,-9999,-9999,8.2,141.4
201405151015,-6,-3.357,16.44,-10.72,-9999,-74.67,-9999,26.73,0.763,101.346,-9999,-9999,8.2,142.6
201405151030,-6,-3.401,16.52,-10.67,-9999,-74.47,-9999,26.7,0.766,101.333,-9999,-9999,8.5,146.9
201405151045,-6,-3.446,16.55,-10.65,-9999,-74.3,-9999,26.7,0.768,101.332,-9999,-9999,8.9,154.1
201405151100,-6,-3.489,16.41,-10.68,-9999,-74.49,-9999,26.7,0.761,101.334,-9999,-9999,8.9,158.2
201405151115,-6,-3.533,16.29,-10.75,-9999,-74.86,-9999,26.7,0.757,101.306,-9999,-9999,8.8,158
201405151130,-6,-3.576,16.2,-10.79,-9999,-75.07,-9999,26.7,0.752,101.29,-9999,-9999,8.1,153.1
201405151145,-6,-3.619,16.22,-10.8,-9999,-74.99,-9999,26.7,0.751,101.263,-9999,-9999,8.4,151.5
201405151200,-6,-3.664,16.13,-10.86,-9999,-75.35,-9999,26.73,0.746,101.251,-9999,-9999,8,145.6
201405151215,-6,-3.708,16.25,-10.81,-9999,-75.04,-9999,26.71,0.756,101.234,-9999,-9999,8.5,148.5
201405151230,-6,-3.752,16.12,-10.83,-9999,-75.2,-9999,26.7,0.749,101.211,-9999,-9999,8,141.1
201405151245,-6,-3.797,-9999,-9999,-9999,-9999,-9999,26.71,0.742,101.181,-9999,-9999,8.1,139.4
201405151300,-6,-3.842,-9999,-9999,-9999,-9999,-9999,26.71,0.746,101.163,-9999,-9999,7.5,139
201405151315,-6,-3.888,-9999,-9999,-9999,-9999,-9999,26.7,0.745,101.148,-9999,-9999,7.6,141.4
201405151330,-6,-3.934,16.02,-10.89,-9999,-75.34,-9999,26.7,0.743,101.136,-9999,-9999,7.7,141.1
201405151345,-6,-3.976,15.95,-10.91,-9999,-75.28,-9999,26.71,0.74,101.134,-9999,-9999,7.3,142.3
201405151400,-6,-3.995,15.77,-10.94,-9999,-75.54,-9999,26.85,0.727,101.117,-9999,-9999,7.1,141.1
201405151415,-6.001,-3.998,15.7,-10.91,-9999,-75.32,-9999,27,0.717,101.106,-9999,-9999,6.8,139.8
201405151430,-6,-3.999,15.9,-10.86,-9999,-74.79,-9999,27.46,0.709,101.087,-9999,-9999,6.4,145.9
201405151445,-6.001,-3.998,15.89,-10.85,-9999,-74.74,-9999,27.5,0.708,101.074,-9999,-9999,6.5,143.7
201405151500,-6.001,-3.997,16.19,-10.71,-9999,-73.9,-9999,27.3,0.728,101.062,-9999,-9999,8.1,157.3
201405151515,-6,-3.996,16.21,-10.69,-9999,-73.66,-9999,27.21,0.732,101.043,-9999,-9999,8.5,151
201405151530,-5.999,-3.995,16.1,-10.73,-9999,-73.76,-9999,27.3,0.722,101.038,-9999,-9999,8.1,149.8
201405151545,-5.998,-3.996,16.19,-10.74,-9999,-73.84,-9999,27.13,0.737,101.031,-9999,-9999,7.5,148.5
201405151600,-5.975,-4.001,16.34,-10.66,-9999,-73.52,-9999,27.62,0.722,101.056,-9999,-9999,7.4,141.3
201405151615,-5.944,-4,16.25,-10.69,-9999,-73.56,-9999,27.58,0.719,101.061,-9999,-9999,7.7,136.6
201405151630,-5.912,-4,16.33,-10.66,-9999,-73.43,-9999,27.93,0.71,101.066,-9999,-9999,7.7,133.5
201405151645,-5.88,-4,16.21,-10.72,-9999,-73.64,-9999,27.92,0.704,101.078,-9999,-9999,7.8,129.3
