%WMO Code	Latitude	Longitude	Altitude	Date	Begin of Period	End of Period	O18	H2	Precipitation	Air Temperature	Vapour Pressure
7129901	49.38	-82.12	245	1997-01-15	1997-01-01	1997-01-31	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-02-15	1997-02-01	1997-02-28	-19.37	-152.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-03-15	1997-03-01	1997-03-31	-18.53	-139	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-04-15	1997-04-01	1997-04-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-05-15	1997-05-01	1997-05-31	-14.44	-115	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-06-15	1997-06-01	1997-06-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-07-15	1997-07-01	1997-07-31	-7.29	-57.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-08-15	1997-08-01	1997-08-31	-11.71	-83.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-09-15	1997-09-01	1997-09-30	-8.16	-56.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-10-15	1997-10-01	1997-10-31	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-11-15	1997-11-01	1997-11-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1997-12-15	1997-12-01	1997-12-31	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-01-15	1998-01-01	1998-01-31	-20.74	-161.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-02-15	1998-02-01	1998-02-28	-18.72	-142.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-03-15	1998-03-01	1998-03-31	-14.11	-104.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-04-15	1998-04-01	1998-04-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-05-15	1998-05-01	1998-05-31	-6.58	-48	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-06-15	1998-06-01	1998-06-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-07-15	1998-07-01	1998-07-31	-12	-87.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-08-15	1998-08-01	1998-08-31	-7.65	-56.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-09-15	1998-09-01	1998-09-30	-11.75	-90.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-10-15	1998-10-01	1998-10-31	-6.51	-50	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-11-15	1998-11-01	1998-11-30	-16.01	-116.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	1998-12-15	1998-12-01	1998-12-31	-20.43	-148	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-01-15	1999-01-01	1999-01-31	-19.8	-147	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-02-15	1999-02-01	1999-02-28	-17.43	-128.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-03-15	1999-03-01	1999-03-31	-16.18	-123.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-04-15	1999-04-01	1999-04-30	-9.8	-67.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-05-15	1999-05-01	1999-05-31	-9.95	-68.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-06-15	1999-06-01	1999-06-30	-8.17	-53.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-07-15	1999-07-01	1999-07-31	-9.94	-68.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-08-15	1999-08-01	1999-08-31	-15.49	-114.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-09-15	1999-09-01	1999-09-30	-10.85	-73.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-10-15	1999-10-01	1999-10-31	-15.05	-102.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-11-15	1999-11-01	1999-11-30	-15.25	-107.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	1999-12-15	1999-12-01	1999-12-31	-21.07	-166.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-01-15	2000-01-01	2000-01-31	-22.35	-162.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-02-15	2000-02-01	2000-02-29	-14.38	-105.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-03-15	2000-03-01	2000-03-31	-13.97	-106.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-04-15	2000-04-01	2000-04-30	NaN	NaN	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-05-15	2000-05-01	2000-05-31	-10.47	-78.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-06-15	2000-06-01	2000-06-30	-11.56	-83.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-07-15	2000-07-01	2000-07-31	-10.98	-82.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-08-15	2000-08-01	2000-08-31	-9.17	-67.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-09-15	2000-09-01	2000-09-30	-10.1	-73.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-10-15	2000-10-01	2000-10-31	-10.3	-75.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-11-15	2000-11-01	2000-11-30	-19.87	-142.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2000-12-15	2000-12-01	2000-12-31	-24.83	-184	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-01-15	2001-01-01	2001-01-31	-23.85	-179.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-02-15	2001-02-01	2001-02-28	-19.67	-141.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-03-15	2001-03-01	2001-03-31	-17.12	-128.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-04-15	2001-04-01	2001-04-30	-11.12	-70.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-05-15	2001-05-01	2001-05-31	-10.11	-74.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-06-15	2001-06-01	2001-06-30	-8.01	-55.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-07-15	2001-07-01	2001-07-31	-12.58	-92.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-08-15	2001-08-01	2001-08-31	-8.97	-62.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-09-15	2001-09-01	2001-09-30	-11.83	-81.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-10-15	2001-10-01	2001-10-31	-11.1	-86.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-11-15	2001-11-01	2001-11-30	-16.02	-115.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2001-12-15	2001-12-01	2001-12-31	-18.78	-136.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-01-15	2002-01-01	2002-01-31	-24.28	-185.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-02-15	2002-02-01	2002-02-28	-23.29	-173.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-03-15	2002-03-01	2002-03-31	-21.84	-158	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-04-15	2002-04-01	2002-04-30	-11.56	-78.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-05-15	2002-05-01	2002-05-31	-9.65	-64.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-06-15	2002-06-01	2002-06-30	-9.33	-66	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-07-15	2002-07-01	2002-07-31	-8.49	-60	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-08-15	2002-08-01	2002-08-31	-9.66	-67.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-09-15	2002-09-01	2002-09-30	-8.3	-58.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-10-15	2002-10-01	2002-10-31	-15.36	-106.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-11-15	2002-11-01	2002-11-30	-22.38	-163.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2002-12-15	2002-12-01	2002-12-31	-21.32	-155.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-01-15	2003-01-01	2003-01-31	-27.7	-205.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-02-15	2003-02-01	2003-02-28	-26.52	-201.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-03-15	2003-03-01	2003-03-31	-19.5	-139.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-04-15	2003-04-01	2003-04-30	-11.44	-79.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-05-15	2003-05-01	2003-05-31	-11.29	-80.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-06-15	2003-06-01	2003-06-30	-11.14	-83.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-07-15	2003-07-01	2003-07-31	-10.41	-77.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-08-15	2003-08-01	2003-08-31	-8.53	-60.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-09-15	2003-09-01	2003-09-30	-13.56	-95.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-10-15	2003-10-01	2003-10-31	-21.53	-160.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-11-15	2003-11-01	2003-11-30	-15.96	-113.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2003-12-15	2003-12-01	2003-12-31	-20.07	-145	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-01-15	2004-01-01	2004-01-31	-25.52	-194.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-02-15	2004-02-01	2004-02-29	-22.69	-171.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-03-15	2004-03-01	2004-03-31	-17.23	-127.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-04-15	2004-04-01	2004-04-30	-11.66	-82.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-05-15	2004-05-01	2004-05-31	-10.86	-77.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-06-15	2004-06-01	2004-06-30	-12.53	-92.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-07-15	2004-07-01	2004-07-31	-10.51	-82.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-08-15	2004-08-01	2004-08-31	-11.83	-81.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-09-15	2004-09-01	2004-09-30	-7.08	-48.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-10-15	2004-10-01	2004-10-31	-11.28	-75.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-11-15	2004-11-01	2004-11-30	-20.21	-150.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2004-12-15	2004-12-01	2004-12-31	-21.96	-164.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-01-15	2005-01-01	2005-01-31	-23.68	-178.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-02-15	2005-02-01	2005-02-28	-23.97	-188.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-03-15	2005-03-01	2005-03-31	-15.89	-115.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-04-15	2005-04-01	2005-04-30	-12.96	-91.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-05-15	2005-05-01	2005-05-31	-8.92	-67.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-06-15	2005-06-01	2005-06-30	-5.49	-34.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-07-15	2005-07-01	2005-07-31	-8.84	-65.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-08-15	2005-08-01	2005-08-31	-8.66	-61.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-09-15	2005-09-01	2005-09-30	-11.48	-76.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-10-15	2005-10-01	2005-10-31	-9.14	-60.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-11-15	2005-11-01	2005-11-30	-17.44	-127.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2005-12-15	2005-12-01	2005-12-31	-25.57	-191.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-01-15	2006-01-01	2006-01-31	-24.27	-182.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-02-15	2006-02-01	2006-02-28	-25.48	-193.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-03-15	2006-03-01	2006-03-31	-15.4	-111.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-04-15	2006-04-01	2006-04-30	-15.87	-119	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-05-15	2006-05-01	2006-05-31	-9.01	-65.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-06-15	2006-06-01	2006-06-30	-9.72	-67.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-07-15	2006-07-01	2006-07-31	-11	-82.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-08-15	2006-08-01	2006-08-31	-8.55	-59.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-09-15	2006-09-01	2006-09-30	-12.17	-84.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-10-15	2006-10-01	2006-10-31	-21.48	-156.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-11-15	2006-11-01	2006-11-30	-13.49	-93.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2006-12-15	2006-12-01	2006-12-31	-17.96	-131.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-01-15	2007-01-01	2007-01-31	-22.12	-163.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-02-15	2007-02-01	2007-02-28	-26.92	-202.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-03-15	2007-03-01	2007-03-31	-18.52	-137.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-04-15	2007-04-01	2007-04-30	-17.06	-123.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-05-15	2007-05-01	2007-05-31	-6.86	-38.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-06-15	2007-06-01	2007-06-30	-7.03	-50.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-07-15	2007-07-01	2007-07-31	-11	-79.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-08-15	2007-08-01	2007-08-31	-11.21	-82.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-09-15	2007-09-01	2007-09-30	-9.37	-63.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-10-15	2007-10-01	2007-10-31	-13.5	-96.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-11-15	2007-11-01	2007-11-30	-20.16	-147.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2007-12-15	2007-12-01	2007-12-31	-20.99	-149.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-01-15	2008-01-01	2008-01-31	-20.33	-149.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-02-15	2008-02-01	2008-02-29	-26.42	-203.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-03-15	2008-03-01	2008-03-31	-18.56	-133.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-04-15	2008-04-01	2008-04-30	-14.52	-104.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-05-15	2008-05-01	2008-05-31	-14.06	-99.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-06-15	2008-06-01	2008-06-30	-11.56	-81.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-07-15	2008-07-01	2008-07-31	-12.23	-90.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-08-15	2008-08-01	2008-08-31	-12.81	-91.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-09-15	2008-09-01	2008-09-30	-12.03	-79.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-10-15	2008-10-01	2008-10-31	-11.51	-85.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-11-15	2008-11-01	2008-11-30	-15.14	-102.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2008-12-15	2008-12-01	2008-12-31	-21.63	-156.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-01-15	2009-01-01	2009-01-31	-24.95	-182.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-02-15	2009-02-01	2009-02-28	-24.23	-176.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-03-15	2009-03-01	2009-03-31	-13.8	-103.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-04-15	2009-04-01	2009-04-30	-15.32	-104.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-05-15	2009-05-01	2009-05-31	-11.68	-82	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-06-15	2009-06-01	2009-06-30	-11.06	-79.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-07-15	2009-07-01	2009-07-31	-12.16	-89.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-08-15	2009-08-01	2009-08-31	-9.12	-64.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-09-15	2009-09-01	2009-09-30	-9.6	-62.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-10-15	2009-10-01	2009-10-31	-18.92	-137	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-11-15	2009-11-01	2009-11-30	-14.91	-105.4	NaN	NaN	NaN
7129901	49.38	-82.12	245	2009-12-15	2009-12-01	2009-12-31	-25.79	-187.9	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-01-15	2010-01-01	2010-01-31	-20.77	-154.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-02-15	2010-02-01	2010-02-28	-19.88	-151.3	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-03-15	2010-03-01	2010-03-31	-19.16	-129.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-04-15	2010-04-01	2010-04-30	-11.3	-76.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-05-15	2010-05-01	2010-05-31	-9.41	-65.1	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-06-15	2010-06-01	2010-06-30	-12.75	-92.8	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-07-15	2010-07-01	2010-07-31	-8.68	-62.7	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-08-15	2010-08-01	2010-08-31	-10.63	-80.6	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-09-15	2010-09-01	2010-09-30	-13.44	-96.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-10-15	2010-10-01	2010-10-31	-15.37	-109.5	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-11-15	2010-11-01	2010-11-30	-16.07	-111.2	NaN	NaN	NaN
7129901	49.38	-82.12	245	2010-12-15	2010-12-01	2010-12-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-01-15	1997-01-01	1997-01-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-02-15	1997-02-01	1997-02-28	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-03-15	1997-03-01	1997-03-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-04-15	1997-04-01	1997-04-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-05-15	1997-05-01	1997-05-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-06-15	1997-06-01	1997-06-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-07-15	1997-07-01	1997-07-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-08-15	1997-08-01	1997-08-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-09-15	1997-09-01	1997-09-30	-13.64	-107.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-10-15	1997-10-01	1997-10-31	-17.47	-129.4	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-11-15	1997-11-01	1997-11-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1997-12-15	1997-12-01	1997-12-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-01-15	1998-01-01	1998-01-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-02-15	1998-02-01	1998-02-28	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-03-15	1998-03-01	1998-03-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-04-15	1998-04-01	1998-04-30	-13.28	-93.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-05-15	1998-05-01	1998-05-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-06-15	1998-06-01	1998-06-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-07-15	1998-07-01	1998-07-31	-9.26	-52.8	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-08-15	1998-08-01	1998-08-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-09-15	1998-09-01	1998-09-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-10-15	1998-10-01	1998-10-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-11-15	1998-11-01	1998-11-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1998-12-15	1998-12-01	1998-12-31	-23.41	-185.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-01-15	1999-01-01	1999-01-31	-27.56	-212.2	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-02-15	1999-02-01	1999-02-28	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-03-15	1999-03-01	1999-03-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-04-15	1999-04-01	1999-04-30	-17.59	-133	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-05-15	1999-05-01	1999-05-31	-16.83	-123.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-06-15	1999-06-01	1999-06-30	-17.52	-133.3	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-07-15	1999-07-01	1999-07-31	-16.29	-127	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-08-15	1999-08-01	1999-08-31	-12.7	-93	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-09-15	1999-09-01	1999-09-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-10-15	1999-10-01	1999-10-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-11-15	1999-11-01	1999-11-30	-16.23	-125.2	NaN	NaN	NaN
7124000	51.67	-110.2	707	1999-12-15	1999-12-01	1999-12-31	-27.11	-214.7	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-01-15	2000-01-01	2000-01-31	-24.67	-189.2	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-02-15	2000-02-01	2000-02-29	-27.17	-208.3	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-03-15	2000-03-01	2000-03-31	-18.99	-144.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-04-15	2000-04-01	2000-04-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-05-15	2000-05-01	2000-05-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-06-15	2000-06-01	2000-06-30	-13.88	-109.8	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-07-15	2000-07-01	2000-07-31	-10.84	-83.7	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-08-15	2000-08-01	2000-08-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-09-15	2000-09-01	2000-09-30	-12.92	-96.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-10-15	2000-10-01	2000-10-31	-13.64	-108.8	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-11-15	2000-11-01	2000-11-30	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2000-12-15	2000-12-01	2000-12-31	-22.85	-175.3	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-01-15	2001-01-01	2001-01-31	-16.74	-128.8	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-02-15	2001-02-01	2001-02-28	-27.04	-207.2	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-03-15	2001-03-01	2001-03-31	-18.88	-141.6	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-04-15	2001-04-01	2001-04-30	-20.49	-153.9	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-05-15	2001-05-01	2001-05-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-06-15	2001-06-01	2001-06-30	-11.68	-91.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-07-15	2001-07-01	2001-07-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-08-15	2001-08-01	2001-08-31	NaN	NaN	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-09-15	2001-09-01	2001-09-30	-15.61	-121.6	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-10-15	2001-10-01	2001-10-31	-19.8	-155	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-11-15	2001-11-01	2001-11-30	-24.66	-186.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	2001-12-15	2001-12-01	2001-12-31	-26.64	-211.3	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-01-15	2002-01-01	2002-01-31	-29.14	-228.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-02-15	2002-02-01	2002-02-28	-21.28	-168.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-03-15	2002-03-01	2002-03-31	-28.41	-218.3	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-04-15	2002-04-01	2002-04-30	-21.73	-168.1	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-05-15	2002-05-01	2002-05-31	-14.94	-117.7	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-06-15	2002-06-01	2002-06-30	-17.32	-136.8	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-07-15	2002-07-01	2002-07-31	-13.36	-106.2	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-08-15	2002-08-01	2002-08-31	-15.76	-120.6	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-09-15	2002-09-01	2002-09-30	-19.32	-146	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-10-15	2002-10-01	2002-10-31	-18.45	-140.5	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-11-15	2002-11-01	2002-11-30	-19.74	-147.6	NaN	NaN	NaN
7124000	51.67	-110.2	707	2002-12-15	2002-12-01	2002-12-31	-23.23	-178.6	NaN	NaN	NaN
7124000	51.67	-110.2	707	2003-01-15	2003-01-01	2003-01-31	-24.69	-188.7	NaN	NaN	NaN
7124000	51.67	-110.2	707	2003-02-15	2003-02-01	2003-02-28	-27.14	-208.3	NaN	NaN	NaN
