%Latitude	Longitude	Altitude	Date	O18	H2	Air Temperature
-72.13361111	4.175277778	2044	1998-01-01	-33.4	NaN	-28.1
-72.15058056	77.94978056	2349	1990-01-01	-38.63	-304.38	-33.3
-72.16216667	-8.823666667	788	NaN	-25.19	-196.34	-21.7
-72.16216667	-8.823666667	788	NaN	-28.43	NaN	-21.7
-72.17931667	146.8504167	2165	2002-01-01	-36.65	-288.99	-42.7
-72.1858	105.386	NaN	NaN	-42.53	-340.5	NaN
-72.19526667	158.5737667	2221	2002-01-01	-38.47	-304.96	-38.2
-72.2	60.33333056	130	NaN	-21.42	NaN	-17.6
-72.23	-65.48	1250	1990-01-01	-25.3	-199.7	-18.1
-72.25111111	2.891111111	2400	1998-01-01	-33.42	NaN	-30.3
-72.2517	156.5273	2168	2002-01-01	-37.78	-299.33	NaN
-72.27048333	147.1760667	2169	2002-01-01	-42.67	-336.3	-42.8
-72.27888889	56.72805556	2876	1990-01-01	-44.18	-345.68	NaN
-72.28155	158.6612	2234	2002-01-01	-33.98	-269.71	-38.6
-72.29616667	156.0772	2155	2002-01-01	-37.25	-296.46	-40.4
-72.30490556	130.4816917	2870	1973-01-01	NaN	-353.5	-47.6
-72.32803611	58.32953611	2612	1990-01-01	-42.25	-333.08	-40.9
-72.33198333	147.5127	2175	2002-01-01	-37.74	-299.71	-43
-72.33954167	130.4117944	2875	1973-01-01	NaN	-332.2	-47.3
-72.34906667	155.2058	2141	2002-01-01	-35.46	-280.78	-40.9
-72.36818333	158.7394333	2247	2002-01-01	-37.72	-297.26	-39.1
-72.37	158.75	2246	1996-01-01	-35.98	NaN	-38.1
-72.37406667	154.7697833	2126	2002-01-01	-35.03	-275.64	-41.5
-72.38	110.74	2868	1984-01-01	-42.9	-337.5	-47.9
-72.39	154.48	2126	2002-01-01	-36.28	NaN	-41.5
-72.41068333	77.72342778	2420	1990-01-01	-38.51	-303.41	-34.7
-72.42626667	148.3507667	2155	2002-01-01	-37.69	-297.21	-42.9
-72.42936667	153.90335	2132	2002-01-01	-35.46	-282.64	-41.5
-72.43	110.7	2875	1984-01-01	-44.7	-352	-48.3
-72.45	-12.55	300	1989-01-01	-24.43	NaN	-18.5
-72.45338333	158.8029667	2267	2002-01-01	-36.65	-289.38	-39.8
-72.45881667	153.4696833	2135	2002-01-01	-35.93	-284.74	-41.5
-72.46666667	141.3333333	2500	NaN	-40.5	NaN	-44
-72.46877778	130.1246861	2895	1973-01-01	NaN	-342.5	-48.1
-72.47	96.75	3320	1990-01-01	-43.9	-344.2	-47.1
-72.4773	148.7655	2152	2002-01-01	-37.12	-292.52	-42.9
-72.5	72.83333056	488	NaN	-16.55	NaN	-13.3
-72.5	3	2610	1998-01-01	-38.4	NaN	-34.8
-72.50466667	-9.093	941	NaN	NaN	NaN	-21.6
-72.50466667	-9.093	941	NaN	-24.93	-198.34	-21.6
-72.50963333	152.5919833	2146	2002-01-01	-36.82	-289	-41.4
-72.5364	107.058	NaN	NaN	-43.8	-343.7	NaN
-72.53801667	152.0632167	2153	2002-01-01	-37.52	-296.16	-41.5
-72.54125	158.8757667	2279	2002-01-01	-38.5	-305.88	-40.2
-72.53333333	-65.92	1000	1990-01-01	-26.6	-203.8	-16.4
-72.56978889	57.84646111	2696	1990-01-01	-41.84	-328.26	-42.4
-72.57001667	149.6072	2135	2002-01-01	-36.91	-293.67	-42.8
-72.57048611	100.1006028	3364	1985-01-01	-48.82	-383.96	-51
-72.57501667	151.3238333	2151	2002-01-01	-38.25	-302.92	-41.6
-72.59598333	150.8769167	2137	2002-01-01	-38.29	-303.68	-42.8
-72.58333333	12.43333056	700	1989-01-01	-25.71	NaN	-21
-72.61731667	150.0302833	2136	2002-01-01	-37.87	-298.81	-42.8
-72.62958333	158.9549167	2299	2002-01-01	-35.76	-279.94	-40.9
-72.63	150.17	2137	2002-01-01	-37.99	NaN	-42.8
-72.65	-16.63333056	30	1989-01-01	-21.8	NaN	-16.7
-72.65138889	55.93472222	2862	1990-01-01	-44.86	-351.81	NaN
-72.67130833	77.49398056	2547	1990-01-01	-39.52	-312.89	-34.5
-72.67833333	3.662777778	2751	1998-01-01	-40.42	NaN	-36.9
-72.69916944	129.6238806	3000	1995-01-01	-45.62	-358.34	-45.3
-72.71391667	159.0332	2311	2002-01-01	-36.47	-287.32	-41.3
-72.71497778	129.5629528	2935	1973-01-01	NaN	-355.8	-48.7
-72.73333056	-15.96666667	70	1989-01-01	-22.14	NaN	-18.5
-72.75	-15.5	34	2001-01-01	-21.4	-166.3	-19.8
-72.77	159.07	2316	2002-01-01	-36.83	NaN	-41.5
-72.774	129.465	3005	1996-01-01	-48.49	-378.62	-45.4
-72.78333056	64.5	1797	NaN	-25.4	NaN	-21.8
-72.78333333	159.0833333	2316	1996-01-01	-37.15	-292.3	-41
-72.80827778	57.33425	2691	1990-01-01	-43.4	-340.87	-42.3
-72.81666667	-12.18333333	800	1989-01-01	-26.97	NaN	-18.1
-72.81666667	57.33333056	2689	1993-01-01	-44.33	NaN	NaN
-72.821425	129.3157333	2960	1973-01-01	NaN	-359.3	-49.3
-72.83333056	64.5	539	NaN	-16.69	NaN	-13.3
-72.83793333	159.0147167	2312	2002-01-01	-38.16	-299.39	-41.6
-72.83333333	96.98	3380	1990-01-01	-46.4	-364.9	-48.3
-72.87	110.49	2945	1984-01-01	-42.8	-335.9	-49.8
-72.8914	108.789	NaN	NaN	-44.3	-353.8	NaN
-72.90635	158.8429833	2299	2002-01-01	-41.1	-323.01	-41.8
-72.92333333	-9.673666667	1040	NaN	-26.38	-208.87	-22
-72.92333333	-9.673666667	1040	NaN	NaN	-213.14	-22
-72.93126389	77.26309167	2514	1990-01-01	-41.27	-326.22	-36.2
-72.94471944	129.0322611	2990	1973-01-01	-48.54	-367.5	-50.4
-72.97222222	55.39111111	2860	1990-01-01	-45.65	-357.99	NaN
-72.98523056	128.931675	3000	1973-01-01	NaN	-359.7	-51.2
-72.98545	158.6687833	2282	2002-01-01	-38.35	-302.52	-42
-73.01693333	46.35833333	3039	1974-01-01	-47.9	NaN	-45.7
-73.04055556	5.060833333	2929	1998-01-01	-41.2	NaN	-40.1
-73.05119167	56.83733889	2734	1990-01-01	-41.01	-321.55	-43.2
-73.05250833	100.6482917	3421	1985-01-01	-49.27	-382.89	-52.3
-73.05438333	158.4989667	2261	2002-01-01	-36.72	-289.23	-42.3
-73.06666667	128.7333306	3010	1973-01-01	NaN	-353.1	-52.5
-73.06666667	128.7333306	3010	1973-01-01	-48.64	-371.6	-53.5
-73.06666667	128.7333306	3010	NaN	-47.9	NaN	-53.5
-73.08333333	-13.16666667	363	2001-01-01	-23.3	-183.1	-16.4
-73.08333333	165.47	2960	1995-01-01	-34.33	NaN	-33.1
-73.11666667	142.5	2515	NaN	-43.3	NaN	-46.5
-73.12971667	158.3024333	2251	2002-01-01	-37.84	-298.76	-42.5
-73.19111111	77.026975	2582	1990-01-01	-38.84	-306.04	-36.1
-73.20285	158.1242333	2248	2002-01-01	-41.24	-319.14	-42.5
-73.23	-66.78333333	1200	1990-01-01	-24.3	-188.6	-18.3
-73.23333056	110.45	2963	NaN	-44.16	NaN	-52.9
-73.24	110.46	2986	1984-01-01	-45.5	-357.1	-52.9
-73.27603333	157.9466167	2231	2002-01-01	-38.28	-300.52	-42.8
-73.29361111	54.845	2880	1990-01-01	-46.24	-361.75	NaN
-73.28333333	97.15	3430	1990-01-01	-47.6	-375.3	-49.6
-73.31468611	56.46515	2728	1990-01-01	-43.11	-336.9	-43.4
-73.34865	157.7600333	2208	2002-01-01	-39.17	-308.92	-43.1
-73.35883333	-9.683333333	1281	NaN	-29.96	NaN	-24.7
-73.36666667	77.01666667	2577	1997-01-01	-41.02	NaN	NaN
-73.39286944	128.1885806	3143	1995-01-01	-47.81	-374.99	-47.1
-73.42145	157.57345	2197	2002-01-01	-38.26	-301.64	-43.2
-73.43471667	-4.7317	2000	NaN	-36.47	NaN	NaN
-73.4414	111	NaN	NaN	-44.9	-357.3	NaN
-73.45194722	76.78799167	2529	1990-01-01	-41.37	-326.39	-36.2
-73.49149444	101.1470778	3471	1985-01-01	-48.73	-379.07	-53.4
-73.49158333	157.3770333	2195	2002-01-01	-39.75	-313.78	-43.1
-73.55956667	157.1901833	2188	2002-01-01	-39.02	-306.86	-43.1
-73.57265	56.06881389	2746	1990-01-01	-43.87	-343.66	-43.9
-73.58333333	-12.43333056	700	1991-01-01	-26.59	NaN	-22
-73.615	54.28833333	2910	1990-01-01	-43.48	-341.7	NaN
-73.63	160.15	1980	1993-01-01	-36.5	NaN	-35.1
-73.63693333	157.0048667	2171	2002-01-01	-39.12	-307.16	-42.8
-73.68	97.43	3490	1990-01-01	-49.8	-387.6	-50.7
-73.7	64.78333056	2007	NaN	-27.84	NaN	-23.8
-73.7	110.201	3046	NaN	-46.6	NaN	-52.2
-73.7	110.2	3046	1984-01-01	-45.6	-359.5	-52.2
-73.70751667	156.8048667	2129	2002-01-01	-43.26	-339.77	-42.3
-73.7167	113.783	NaN	NaN	-43.75	-350	NaN
-73.7193	76.87333056	2585	1990-01-01	-37.66	-298.11	-34.2
-73.72416667	7.940555556	3174	1998-01-01	-44.87	NaN	-44.6
-73.73333056	143.4666667	2540	NaN	-48.5	NaN	-46.9
-73.74972222	101.4404833	3498	1985-01-01	-51.22	-397.6	-52.6
-73.75	163.3333306	1560	1994-01-01	-33.53	NaN	-25.3
-73.76083333	54.02638889	2950	1990-01-01	-46.02	-360.68	NaN
-73.78153333	156.626	2107	2002-01-01	-40.45	-318.7	-42
-73.80833333	48.39833333	3200	1974-01-01	-50.4	NaN	-48.9
-73.83178056	55.66810556	2740	1990-01-01	-44.44	-346.62	-43
-73.83333333	165.0833333	150	1993-01-01	-24.78	NaN	-18.2
-73.85043333	156.4178167	2091	2002-01-01	-40.63	-323.17	-41.8
-73.92	163.75	1800	1992-01-01	-32.91	NaN	-29
-73.92231667	156.2244833	2086	2002-01-01	-41.98	-331.19	-41.7
-73.9281	115.614	NaN	NaN	-45.25	-358.2	NaN
-73.93	-67.5	1300	1990-01-01	-18.2	-140.1	-20
-73.97213611	76.54629722	2550	1990-01-01	-40.86	-322.41	-33.7
-73.99348333	156.0392333	2073	2002-01-01	-38.35	-304.45	-41.6
-74	-12	1200	1989-01-01	-30.41	NaN	-21.4
-74.02	155.9333333	2065	1999-01-01	-41.14	NaN	-41.8
-74.02533333	155.96	2065	1999-01-01	-41.88	-333.1	-41.6
-74.04286944	155.8287	2066	1999-01-01	-38.45	-306.7	-41.6
-74.03333333	-69.95	1450	1990-01-01	-25	-193.8	-20
-74.05388333	155.9148167	2052	2002-01-01	-40.56	-320.95	-41.3
-74.05708333	-9.858216667	NaN	NaN	-31.99	NaN	NaN
-74.06645833	155.6896139	2074	1999-01-01	-38.33	-300.6	-41.6
-74.06713889	156.0223111	2038	1999-01-01	-41.88	-334.09	-41.3
-74.08333056	97.48333056	3500	NaN	-47.8	NaN	-53.9
-74.08990833	155.5717	2077	1999-01-01	-40.54	-320.85	-41.7
-74.09813333	55.75435278	2704	1990-01-01	-41.77	-326.8	-42.7
-74.08333333	97.45	3499	1980-01-01	-51.06	-398.52	-52.6
-74.10892778	156.0834417	2026	1999-01-01	-43.97	-347.87	-41.2
-74.11	155.36	272	1983-01-01	-18.43	-141.9	-14.3
-74.11898333	155.4214167	2082	1999-01-01	-39.51	-315.29	-41.7
-74.13078333	155.8137667	2028	2002-01-01	-42.32	-335.46	-41
-74.14	155.17	534	1983-01-01	-18.6	-143.4	-17.3
-74.14	109.83	3093	1984-01-01	-47.8	-373.7	-52.4
-74.14381667	-9.67855	NaN	NaN	-32.85	NaN	NaN
-74.14404722	155.2880528	2087	1999-01-01	-40.71	-316.6	-41.8
-74.14555556	54.07527778	2920	1990-01-01	-41.88	-328.24	NaN
-74.14566944	101.8903694	3517	1985-01-01	-51.87	-402.64	-54.5
-74.15061389	156.1458278	2025	1999-01-01	-42.28	-334.99	-41.2
-74.15166944	123.0833333	3280	1995-01-01	-50.99	-399.15	-50.5
-74.15551667	-9.397716667	NaN	NaN	-32.99	NaN	NaN
-74.1761	117.722	NaN	NaN	-46.45	-368.45	NaN
-74.18851667	-9.155666667	NaN	NaN	-33.2	NaN	NaN
-74.19516944	155.0176583	2102	1999-01-01	-42.9	-330.88	-41.9
-74.205	-9.741666667	1439	NaN	-31.77	NaN	NaN
-74.21425	155.7370667	2025	2002-01-01	-40.88	-323.25	-40.9
-74.22010556	154.8809667	2109	1999-01-01	-40.75	-321.1	-42
-74.23363333	156.2664722	1994	1999-01-01	-41.81	-332.67	-40.8
-74.24391389	154.7417833	2113	1999-01-01	-43.62	-347.02	-42
-74.25	118.033	NaN	NaN	-45.75	-359.3	NaN
-74.25	164.0666667	800	1994-01-01	-27.25	NaN	-21.5
-74.25953333	76.16926389	2472	1990-01-01	-38.4	-303.86	-35.6
-74.26	154.78	848	1983-01-01	-19.49	-150.58	-19.4
-74.26650833	154.5981611	2121	1999-01-01	-42.01	-332.75	-42.1
-74.27548056	156.3313667	1967	1999-01-01	-42.62	-338.27	-40.6
-74.29033333	154.4776667	2126	1999-01-01	-39.7	-314.51	-42.2
-74.29636667	155.5698	2023	2002-01-01	-43.09	-344.64	-40.9
-74.31666667	156.3895	1957	1999-01-01	-39.61	-313.29	-40.5
-74.33333333	98	3500	1990-01-01	-51.7	-399.2	-52.6
-74.33333333	-11.71666667	1200	1989-01-01	-30.58	NaN	-20
-74.35444444	11.10361111	3341	1998-01-01	-46.32	NaN	-47.8
-74.356	125.455	3143	1996-01-01	-50.8	-395.34	-49.1
-74.36485	154.0430889	2145	1999-01-01	-40.67	-321.39	-42.4
-74.36494167	55.90863889	2662	1990-01-01	-46.11	-361.1	-42.7
-74.38333056	156.501	1914	1999-01-01	-42.69	-338	-40
-74.3863	155.4069667	2018	2002-01-01	-38.46	-305.91	-40.9
-74.39090833	153.9028778	2164	1999-01-01	-42.83	-339.16	-42.5
-74.399	7.2175	3161	1997-01-01	-47.11	-369.88	-45.9
-74.41456667	156.6179167	1898	1999-01-01	-43.43	-347.53	-39.9
-74.43703611	153.6147417	2171	1999-01-01	-42.64	-337.66	-42.6
-74.44463333	156.7399583	1888	1999-01-01	-40.55	-321.7	-39.8
-74.449	-9.180669444	2169	NaN	NaN	NaN	NaN
-74.45	144.25	2590	NaN	-47.3	NaN	-47.1
-74.45793611	153.4695417	2177	1999-01-01	-44.29	-351.21	-42.7
-74.46953333	155.2713333	2016	2002-01-01	-38.57	-307.05	-40.8
-74.47938056	75.87601667	2460	1990-01-01	-41.67	-329.26	-35.5
-74.48166667	-11.51666667	1160	2002-01-01	-30.4	-243.2	-20.6
-74.48300833	153.329975	2178	1999-01-01	-42.29	-337.63	-42.7
-74.4917	120.961	NaN	NaN	-48.75	-384.5	NaN
-74.4992	1.9608	2843	1998-01-01	-43.79	NaN	NaN
-74.4995	1.9612	2843	1997-01-01	-43.75	-342.91	-42.2
-74.5	123.1666667	3240	NaN	-50.3	NaN	-50.3
-74.50138889	54.235	2880	1990-01-01	-47.47	-372.22	NaN
-74.50666389	153.1887722	2195	1999-01-01	-38.42	-303.11	-42.9
-74.53183333	153.0288833	2195	1999-01-01	-43.23	-342.94	-42.9
-74.53884722	157.1016111	1829	1999-01-01	-42.13	-332.34	-39.2
-74.55433889	152.88525	2203	1999-01-01	-42.74	-339.68	-42.9
-74.56990833	157.2230111	1784	1999-01-01	-37.46	-298.56	-38.7
-74.57755833	152.7380583	2216	1999-01-01	-44.02	-350.28	-43.1
-74.58333333	163.05	650	1992-01-01	-25.48	NaN	-20.8
-74.60045278	152.5936083	2227	1999-01-01	-43.56	-341.81	-43.2
-74.60164444	157.3409667	1782	1999-01-01	-41.97	-332.27	-38.7
-74.62396389	152.452175	2236	1999-01-01	-38.85	-314.46	-43.3
-74.63200833	56.03830278	2682	1990-01-01	-43.48	-340.98	-42.2
-74.64	157.5	1776	1999-01-01	-36.92	NaN	-38.5
-74.64487778	157.5023028	1776	1999-01-01	-38.45	-305.88	-38.7
-74.64722222	12.79083333	3406	1998-01-01	-47.81	NaN	-49.3
-74.64873333	152.3101333	2238	1999-01-01	-43.07	-337.57	-43.3
-74.65351389	102.4673972	3529	1985-01-01	-51.67	-400.93	-54.8
-74.65835556	158.3405472	1614	1999-01-01	-41.94	-331.92	-37
-74.6672	4.0017	2980	1998-01-01	-49.39	-386.54	-44
-74.67529167	158.513575	1607	1999-01-01	-39.51	-314.52	-37
-74.67529722	158.6825361	1603	1999-01-01	-40.17	-319.2	-36.9
-74.67725556	158.8735444	1597	1999-01-01	-38.23	-304.8	-36.9
-74.68262778	159.0190111	1588	1999-01-01	-40.29	-315.97	-36.8
-74.68333056	164.5	50	1994-01-01	-23.92	NaN	-17.8
-74.68563056	159.1897528	1576	1999-01-01	-36.42	-289.12	-36.7
-74.68860278	159.3687111	1546	1999-01-01	-40.45	-320.07	-36.4
-74.69571111	152.0153444	2250	1999-01-01	-39.92	-316.16	-43.4
-74.69605	159.6990667	1509	1999-01-01	-36.88	-292.81	-36
-74.71851389	151.8714194	2272	1999-01-01	-38.32	-304.93	-43.6
-74.72908611	97.51399444	2700	1988-01-01	-36.6	NaN	-45.3
-74.73	98.68	3550	1990-01-01	-52	-407	-52.9
-74.7319	124.367	NaN	NaN	-47.4	-370.1	NaN
-74.73274167	75.53290556	2479	1990-01-01	-41.92	-331.66	-35.3
-74.73974167	151.7198278	2273	1999-01-01	-43.24	-342.02	-43.6
-74.7507	0.9998	2860	1998-01-01	-43.54	-341.78	-43.1
-74.76314444	151.5732389	2271	1999-01-01	-45.1	-357.49	-43.6
-74.77	-72.77	1520	1990-01-01	-27	-210	-22.1
-74.78346111	151.4227139	2296	1999-01-01	-41.84	-332.33	-43.9
-74.80451944	151.2694611	2308	1999-01-01	-38.14	-300.86	-44
-74.82336944	151.1398778	2302	1999-01-01	-45.69	-356.31	-43.9
-74.83781389	97.37459722	2700	1988-01-01	-43.2	NaN	-45.3
-74.83936667	0.00995	2874	NaN	-44.12	NaN	NaN
-74.84731111	150.9966306	2297	1999-01-01	-43.16	-342.56	-43.9
-74.83333333	-75.75	700	1990-01-01	-27.7	-211.9	-23
-74.8547	-8.497	2600	1998-01-01	-38.61	NaN	-37.1
-74.855	-2.533333333	2817	1996-01-01	-44.15	-343.17	-43.8
-74.85722222	54.39833333	2930	1990-01-01	-43.24	-338.57	NaN
-74.87096667	150.8493056	2318	1999-01-01	-39.4	-315.7	-44.1
-74.88	154.04	1550	1983-01-01	-26.78	-210.07	-25.8
-74.89639444	75.245625	2451	1990-01-01	-41.44	-329.64	-35.8
-74.89868889	56.17075278	2704	1990-01-01	-45.06	-354.01	-42.4
-74.91586111	150.5512611	2326	1999-01-01	-44.35	-351.26	-44.2
-74.92277778	47.935	3310	1974-01-01	-51.3	NaN	NaN
-74.93859722	150.4022583	2333	1999-01-01	-44.09	-349.66	-44.2
-74.9492	-1.4945	2840	1998-01-01	-44.06	NaN	NaN
-74.95983611	150.2534222	2337	1999-01-01	-44.77	-354.99	-44.3
-74.9683	3.9185	3014	1996-01-01	-45.45	-353.39	-44.4
-74.97971389	150.1072417	2344	1999-01-01	-42.9	-342.06	-44.3
-74.997	0.0362	2880	1998-01-01	-44.14	NaN	NaN
-74.99972222	15.00166667	3453	1998-01-01	-49.49	NaN	-51.3
-75	-4.4963	2740	1998-01-01	-42.48	NaN	-42.3
-75.0007	8.0053	2880	1997-01-01	-47.45	-370.31	-47.5
-75.0007	-6.4983	2680	1998-01-01	-42.56	-335.21	-40.2
-75.0017	0.0678	2882	2001-01-01	-44.28	NaN	NaN
-75.0023	0.007	2882	1998-01-01	-44.48	-349.01	-44.5
-75.0025	0.0073	2880	1997-01-01	-44.17	-348.63	NaN
-75.00333333	0.006666667	2892	2001-01-01	-43.6	-344.8	-43.2
-75.00395556	149.9588361	2345	1999-01-01	-45.34	-357.86	-44.4
-75.00478333	0.079533333	2890	NaN	-45.57	NaN	NaN
-75.006	0.0819	2882	2002-01-01	-43.96	-346.53	NaN
-75.02653889	149.8104833	2365	1999-01-01	-45.33	-357.28	-44.6
-75.06028056	0.722052778	2900	NaN	-44.98	NaN	NaN
-75.06996111	149.5041083	2381	1999-01-01	-45.89	-359.65	-44.7
-75.0837	2.501	2970	1998-01-01	-45.29	NaN	-45
-75.084	6.5	3160	1998-01-01	-47.92	-375.33	NaN
-75.08743333	74.51588889	2327	1990-01-01	-41.59	-329.97	-35.4
-75.0914	149.3518444	2374	1999-01-01	-45.71	-357.96	-44.6
-75.10111111	123.3477778	3233	1996-01-01	-50.33	-393.8	-54.5
-75.11096944	149.1929222	2375	1999-01-01	-42.22	-334.5	-44.7
-75.11691389	9.724	3300	NaN	-49.13	NaN	NaN
-75.14211389	9.026305556	3270	NaN	-48.56	NaN	NaN
-75.14637222	96.97901111	3130	1988-01-01	-46.4	NaN	-50.8
-75.14683611	1.340369444	2925	NaN	-44.85	NaN	NaN
-75.16479167	56.30704722	2772	1990-01-01	-43.91	-343.99	-43
-75.167	6.4985	3160	1998-01-01	-46.35	NaN	-46.1
-75.1673	5.0033	3100	1998-01-01	-45.08	NaN	-45.5
-75.1673	-0.995	2840	1998-01-01	-44.63	NaN	-43.4
-75.1673	-0.995	2840	1998-01-01	-42.33	NaN	-40.5
-75.176525	148.7352167	2394	1999-01-01	-46.91	-368.73	-44.8
-75.18196944	8.337033333	3235	NaN	-48.29	NaN	NaN
-75.20371944	2.012166667	2955	NaN	-46.11	NaN	NaN
-75.21277778	54.56555556	3020	1990-01-01	-44.69	-351.95	NaN
-75.2167	11.33333333	3349	1997-01-01	-49.05	-383.83	-48.7
-75.22266667	148.3984639	2413	1999-01-01	-46.73	-367.21	-45
-75.22738611	4.131402778	3045	NaN	-46.19	NaN	NaN
-75.22775278	7.655266667	3210	NaN	-47.86	NaN	NaN
-75.23141389	2.713952778	2980	NaN	-46.59	NaN	NaN
-75.23333056	77.16666667	452	NaN	-26.6	NaN	NaN
-75.23625278	3.424011111	3005	NaN	-46.13	NaN	NaN
-75.24744444	4.833094444	3090	NaN	-46.17	NaN	NaN
-75.2508	6.5017	3160	1998-01-01	-46.76	-367.55	-45.8
-75.25646944	6.956797222	3180	NaN	-48.2	NaN	NaN
-75.26511389	6.248197222	3150	NaN	-46.92	NaN	NaN
-75.26903889	125.1893917	3202	1999-01-01	-50.56	-394.86	-52.9
-75.27216389	5.537225	3120	NaN	-46.92	NaN	NaN
-75.27886667	73.77813889	2296	1990-01-01	-40.35	-319.2	-35.7
-75.29241111	125.7111917	3193	1999-01-01	-50.35	-394.43	-52.8
-75.29718889	147.7940167	2422	1999-01-01	-45.86	-358.6	-45.1
-75.31848889	147.6365167	2423	1999-01-01	-45.54	-355.16	-45.1
-75.35541667	147.3136111	2427	1999-01-01	-46.98	-367.9	-45.2
-75.37397778	147.1489861	2434	1999-01-01	-42.61	-341.58	-45.2
-75.38063056	127.9920806	3129	1999-01-01	-50.37	-395.71	-52.2
-75.40497222	96.64746944	3350	1988-01-01	-44.9	NaN	-53.5
-75.43	-78.48	450	1990-01-01	-30.7	-239.6	-24.8
-75.43061389	56.44883056	2862	1990-01-01	-45.61	-356.81	-44.5
-75.43206944	129.3989111	3053	1999-01-01	-47.68	-372.81	-51.4
-75.43795	129.5773167	3043	1999-01-01	-48.08	-378.92	-51.3
-75.45	129.81	3024	1999-01-01	-52.26	NaN	-51
-75.46501111	130.3429056	3001	1999-01-01	-50.47	-393.37	-50.9
-75.4709	73.03009722	2349	1990-01-01	-39.4	-310.28	-37.3
-75.47111944	130.5187972	2995	1999-01-01	-50.74	-402.19	-50.9
-75.48266389	146.3099556	2449	1999-01-01	-46.48	-365.21	-45.4
-75.48625278	131.0532417	2968	1999-01-01	-47.76	-376.72	-50.6
-75.498575	146.1476722	2451	1999-01-01	-46.79	-367.64	-45.4
-75.50571389	131.5866806	2943	1999-01-01	-50.6	-397.05	-50.3
-75.51699444	132.1234111	2920	1999-01-01	-50.77	-397.84	-50.1
-75.52	165.32	40	1993-01-01	-22.2	NaN	-20
-75.52055556	54.92388889	2990	1990-01-01	-48.76	-383.44	NaN
-75.52425556	132.47875	2905	1999-01-01	-50.61	-398.59	-50
-75.54	145.86	2454	1999-01-01	-47.2	NaN	-47.8
-75.54009444	103.4747528	3556	1985-01-01	-53.05	-411.18	-55.5
-75.53333333	100.52	3550	1990-01-01	-53.5	-416.4	-53.4
-75.56362222	145.0179389	2480	1999-01-01	-46.47	-363.64	-45.7
-75.56716667	144.8287639	2492	1999-01-01	-47.37	-373.27	-45.8
-75.57033611	144.6551361	2499	1999-01-01	-45.86	-358.37	-45.9
-75.57274722	144.4755028	2499	1999-01-01	-46.19	-362.55	-45.9
-75.57521667	134.6315472	2823	1999-01-01	-50.85	-398.69	-49.1
-75.57706944	134.8114611	2823	1999-01-01	-50.48	-395.76	-49.1
-75.57943611	144.1226167	2506	1999-01-01	-47.03	-369.39	-46
-75.58	-20.57	30	2000-01-01	-20.75	-156.4	-18.5
-75.5815	-3.4303	2669	1997-01-01	-44.41	-347.64	NaN
-75.5815	-3.4303	2669	1998-01-01	-44.5	-348.73	-44.3
-75.58375278	143.9442028	2509	1999-01-01	-47.03	-371.59	-46
-75.58426944	135.3532417	2808	1999-01-01	-50.53	-395.89	-49
-75.59647778	135.8315528	2792	1999-01-01	-50.54	-394.36	-48.8
-75.59800556	143.2197694	2532	1999-01-01	-46.59	-367.08	-46.2
-75.58333333	135.81	2792	1999-01-01	-51.26	NaN	-50.5
-75.60357222	136.0108694	2789	1999-01-01	-50.46	-394.77	-48.8
-75.60518056	142.6797556	2553	1999-01-01	-50.75	-398.33	-46.4
-75.60708889	136.1911028	2787	1999-01-01	-47.99	-374.1	-48.8
-75.60938333	136.7351417	2777	1999-01-01	-46	-361.72	-48.7
-75.61057222	142.3149139	2570	1999-01-01	-47.41	-373.29	-46.6
-75.61146111	136.9055639	2763	1999-01-01	-50.88	-398.74	-48.5
-75.612925	137.2697667	2759	1999-01-01	-50.67	-394.59	-48.5
-75.61445833	137.4499028	2748	1999-01-01	-50.78	-400.38	-48.4
-75.61636667	137.6381639	2734	1999-01-01	-47.48	-373.7	-48.2
-75.61741667	141.7796583	2582	1999-01-01	-47.08	-370.52	-46.7
-75.61821944	138.3624611	2709	1999-01-01	-50.3	-392.05	-48
-75.62	140.63	2611	1999-01-01	-48.62	NaN	-48.4
-75.62118611	141.4165139	2594	1999-01-01	-47.85	-375.68	-46.8
-75.62238889	139.4433917	2665	1999-01-01	-45.73	-358.49	-47.6
-75.62292222	141.2363778	2602	1999-01-01	-46.61	-367.08	-46.9
-75.62327778	138.5385722	2712	1999-01-01	-47.49	-372.97	-48
-75.62613889	138.7219917	2711	1999-01-01	-48.91	-383.77	-48
-75.66196667	72.26916667	2342	1990-01-01	-40.03	-315.86	-38.9
-75.69745278	56.59531389	2925	1990-01-01	-43.64	-342.99	-45.5
-75.7528	3.2828	2962	1997-01-01	-46.47	-362.26	-44.6
-75.76666667	93.81666667	3730	NaN	-50.3	NaN	-57.7
-75.77	152.84	2053	1983-01-01	-32.42	-254.37	-32.1
-75.78	-81.67	750	1990-01-01	-31.7	-246.4	-25.8
-75.83823056	57.52676389	2888	1990-01-01	-42.43	-333.01	-37.7
-75.84611111	55.52944444	3010	1990-01-01	-44.84	-351.81	NaN
-75.85271667	71.49964167	2346	1990-01-01	-41.21	-325.8	-39.8
-75.85540556	70.40064167	2283	1990-01-01	-37.9	-299.62	-38.9
-75.85668056	68.20161667	2163	1990-01-01	-39.01	-307.48	-38.7
-75.85798333	69.29761944	2222	1990-01-01	-40.01	-315.44	-38.6
-75.87403056	65.42951944	2250	1990-01-01	-39.19	-310.3	-36.4
