%Latitude	Longitude	Altitude	Date	O18	H2	Air Temperature
-75.9	100.52	3560	1990-01-01	-54.2	-423.9	-53.7
-75.91666667	-84.25	1054	1985-01-01	-29.26	NaN	NaN
-75.9333	7.213	3145	1997-01-01	-48.3	-375.24	-47.9
-75.97510833	58.47565833	2834	1990-01-01	-48.26	-378.52	-43.8
-75.99305556	48.09666667	3383	1974-01-01	-52.5	NaN	-54.1
-76.01971667	67.41366389	2267	1990-01-01	-39.64	-312.1	NaN
-76.030725	104.0322194	3553	1985-01-01	-54.09	-418.92	-55.4
-76.04470278	65.02166667	2345	1990-01-01	-37.91	-300.32	-38.5
-76.051475	95.81862222	3498	1988-01-01	-51.63	NaN	-55.4
-76.06029167	95.80731944	3440	1988-01-01	-53.25	NaN	-54.7
-76.06757778	63.91039167	2430	1990-01-01	-42.21	-333.28	-39.6
-76.07653056	66.14880833	2344	1990-01-01	-42.45	-334.12	-37.8
-76.085375	62.79362778	2511	1990-01-01	-41.02	-324.04	-40.7
-76.09821389	61.67984444	2586	1990-01-01	-40.84	-321.49	-40.9
-76.10566111	60.56136944	2746	1990-01-01	-43.41	-340.38	-42.3
-76.1083	59.442825	2842	1990-01-01	-42.02	-329.6	-44
-76.14319722	66.85276389	2344	1990-01-01	-43.05	-338.91	-38.8
-76.17088889	56.14738889	3050	1990-01-01	-47.82	-375.99	NaN
-76.24	152.4333333	2276	1983-01-01	-32.2	-253.57	-36.3
-76.24	152.19	2289	1983-01-01	-33.32	-262.7	-37.9
-76.36366667	57.51130556	3020	1990-01-01	-45.54	-358.96	NaN
-76.42	-85.17	1050	1990-01-01	-32.9	-258.2	-27.7
-76.42762222	95.33638333	3700	1988-01-01	-54.42	NaN	-57.9
-76.45	150.4	2480	NaN	-45.7	NaN	-47.3
-76.48692778	104.5505667	3516	1985-01-01	-53.83	-417.38	-54.5
-76.5155	63.91130556	2580	1990-01-01	-44.48	-350.3	NaN
-76.53772222	62.18436111	2650	1990-01-01	-47.19	-371.02	NaN
-76.54222778	95.18945	3720	1988-01-01	-53.17	NaN	-58.2
-76.55433333	58.88736111	2980	1990-01-01	-47.49	-373.75	NaN
-76.55572222	60.83833333	2790	1990-01-01	-46.79	-368.51	NaN
-76.559	59.87361111	2920	1990-01-01	-46.85	-367.22	NaN
-76.58333333	102	3550	1990-01-01	-53.8	-417.7	-54.3
-76.636	-40	NaN	NaN	-22.77	-176.8	NaN
-76.84490833	94.8014	3740	1988-01-01	-53.96	NaN	-58.4
-76.93	-86.25	1100	1990-01-01	-32.6	-255.8	-27.9
-76.95888889	-54.69221944	NaN	NaN	NaN	-202.19	-23.3
-76.98111111	-52.26778056	41	NaN	NaN	-195.39	-23.5
-76.98111111	-52.26778056	41	NaN	NaN	NaN	-23.5
-76.98616389	105.1178167	3531	1985-01-01	-56.95	-438.14	-54.9
-76.99333056	-54.83333056	NaN	NaN	-26.82	NaN	NaN
-77	102.92	3550	1990-01-01	-55.2	-427.9	-54.6
-77.002	163.001	NaN	2003-01-01	-29.6	-237.5	NaN
-77.03333056	152.3166667	2440	NaN	-44.6	NaN	-45
-77.08	94.5	3800	1988-01-01	-55.33	NaN	-59.2
-77.08333056	94.91666667	3650	1987-01-01	-55.22	-428.38	-57.5
-77.12916944	-50.50138889	43	NaN	-24.32	NaN	-24.7
-77.19	39.42	3810	1997-01-01	-59.23	NaN	-57.7
-77.19	39.42	3810	2004-01-01	-56.7	-435.47	-54.4
-77.19388889	-53.14083333	NaN	NaN	-26.17	-202.47	-23.5
-77.355	-56.04	55	NaN	-25.81	NaN	-24.5
-77.35783056	-56.05933056	NaN	NaN	-26.27	-205.67	-23.8
-77.48	158.7166667	2365	1993-01-01	-39.23	-309.19	-37
-77.51306111	-54.54666944	NaN	NaN	NaN	-207.01	-24.3
-77.531	163.222	NaN	2003-01-01	NaN	-199.5	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-240.9	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-141.7	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-223.9	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-244	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-217.5	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-243.7	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-260	NaN
-77.531	163.222	NaN	2003-01-01	NaN	-210.6	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-145.79	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-181.27	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-221.3	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-291.49	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-276.59	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-289.35	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-281.43	NaN
-77.53333056	167.2833306	3560	NaN	NaN	-288.83	NaN
-77.53705	105.7437444	3510	1985-01-01	-54.91	-425.02	-54.4
-77.54	163.053	NaN	2003-01-01	NaN	-137	NaN
-77.54	163.053	NaN	2003-01-01	NaN	-223.8	NaN
-77.54	163.053	NaN	2003-01-01	NaN	-199.7	NaN
-77.54	163.053	NaN	2003-01-01	NaN	-194.9	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-135.8	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-209.9	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-179.4	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-179	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-172.3	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-169.8	NaN
-77.541	163.096	NaN	2003-01-01	NaN	-220.4	NaN
-77.543	163.179	NaN	2003-01-01	-22.6	-181.5	NaN
-77.543	163.179	NaN	2003-01-01	-21.5	-170.7	NaN
-77.543	163.179	NaN	2003-01-01	-20.7	-166.7	NaN
-77.543	163.179	NaN	2003-01-01	-20.3	-162.3	NaN
-77.543	163.179	NaN	2003-01-01	-23.4	-187.6	NaN
-77.543	163.179	NaN	2003-01-01	-22.9	-184.4	NaN
-77.543	163.179	NaN	2003-01-01	-23.5	-190.5	NaN
-77.545	162.977	NaN	2003-01-01	NaN	-267.9	NaN
-77.545	163.043	NaN	2003-01-01	-35.8	-288.5	NaN
-77.545	163.043	NaN	2003-01-01	-22.1	-173.6	NaN
-77.545	163.043	NaN	2003-01-01	-37.1	-293.8	NaN
-77.553	162.996	NaN	2003-01-01	NaN	-200.2	NaN
-77.553	162.996	NaN	2003-01-01	NaN	-226.4	NaN
-77.553	162.996	NaN	2003-01-01	NaN	-183.6	NaN
-77.553	162.996	NaN	2003-01-01	NaN	-188.8	NaN
-77.553	162.996	NaN	2003-01-01	NaN	-210.8	NaN
-77.555	163.25	NaN	2003-01-01	NaN	-202	NaN
-77.555	163.25	NaN	2003-01-01	NaN	-187	NaN
-77.555	163.25	NaN	2003-01-01	NaN	-191.2	NaN
-77.555	163.25	NaN	2003-01-01	NaN	-222.6	NaN
-77.557	163.248	NaN	2003-01-01	NaN	-190.6	NaN
-77.561	163.339	NaN	2003-01-01	-28.2	-229.1	NaN
-77.561	163.23	NaN	2003-01-01	-29	-236.2	NaN
-77.562	163.321	NaN	2003-01-01	-32.1	-254.7	NaN
-77.563	163.046	NaN	2003-01-01	NaN	-219	NaN
-77.563	163.046	NaN	2003-01-01	NaN	-218.1	NaN
-77.563	163.046	NaN	2003-01-01	NaN	-216.6	NaN
-77.563	163.046	NaN	2003-01-01	NaN	-255.4	NaN
-77.564	163.28	NaN	2003-01-01	-27.7	-224.6	NaN
-77.566	163.332	NaN	2003-01-01	-25.1	-198.2	NaN
-77.566	163.348	NaN	2003-01-01	-28.1	-228.7	NaN
-77.569	163.291	NaN	2003-01-01	-27.9	-216.9	NaN
-77.571	162.961	NaN	2003-01-01	-36.4	-285.4	NaN
-77.572	163.332	NaN	2003-01-01	-33	-263.9	NaN
-77.573	163.342	NaN	2003-01-01	NaN	-238.7	NaN
-77.574	163.31	NaN	2003-01-01	-30	-241.3	NaN
-77.574	163.304	NaN	2003-01-01	-28.4	-231.9	NaN
-77.574	163.272	NaN	2003-01-01	-26.2	-213	NaN
-77.574	163.324	NaN	2003-01-01	-27	-208.2	NaN
-77.575	163.34	NaN	2003-01-01	-25.2	-199.6	NaN
-77.576	163.291	NaN	2003-01-01	-29.4	-244.2	NaN
-77.578	163.342	NaN	2003-01-01	-29.6	-233.1	NaN
-77.57861111	-50.57943889	58	NaN	-35.81	NaN	-25.8
-77.579	163.32	NaN	2003-01-01	-30.3	-238.5	NaN
-77.58	163.27	NaN	2003-01-01	-29.3	-234.5	NaN
-77.581	163.328	NaN	2003-01-01	-25.5	-203.2	NaN
-77.581	163.271	NaN	2003-01-01	-26.6	-211.3	NaN
-77.583	163.334	NaN	2003-01-01	-29	-235.8	NaN
-77.585	163.309	NaN	2003-01-01	-31.8	-252	NaN
-77.585	163.273	NaN	2003-01-01	NaN	-219.8	NaN
-77.585	163.273	NaN	2003-01-01	-27	-217.8	NaN
-77.585	163.317	NaN	2003-01-01	-27.5	-221.4	NaN
-77.58333333	-87.12	1500	1990-01-01	-31.8	-248.4	-29.9
-77.601	162.886	NaN	2003-01-01	-28.8	-223.8	NaN
-77.601	162.891	NaN	2003-01-01	-26.5	-216.1	NaN
-77.602	162.862	NaN	2003-01-01	-26.8	-219.1	NaN
-77.603	162.858	NaN	2003-01-01	-25.5	-210.3	NaN
-77.604	162.837	NaN	2003-01-01	-26.1	-216.7	NaN
-77.605	162.982	NaN	2003-01-01	-25.61	-202.8	NaN
-77.606	162.978	NaN	2003-01-01	-26.5	-213.3	NaN
-77.606	162.966	NaN	2003-01-01	-29.06	-233.1	NaN
-77.606	162.975	NaN	2003-01-01	-28.63	-230	NaN
-77.607	162.956	NaN	2003-01-01	-31.4	-248.9	NaN
-77.607	162.949	NaN	2003-01-01	-31.02	-244.8	NaN
-77.607	162.959	NaN	2003-01-01	-27.31	-219.4	NaN
-77.608	162.935	NaN	2003-01-01	-28	-227.5	NaN
-77.608	162.947	NaN	2003-01-01	-31.7	-252.1	NaN
-77.608	162.947	NaN	2003-01-01	-33.5	-256.6	NaN
-77.608	162.986	NaN	2003-01-01	-29.2	-234.2	NaN
-77.608	162.93	NaN	2003-01-01	-26	-214.7	NaN
-77.608	162.94	NaN	2003-01-01	-26.8	-222.5	NaN
-77.609	162.928	NaN	2003-01-01	-29.2	-233.5	NaN
-77.609	162.925	NaN	2003-01-01	-28.19	-231	NaN
-77.609	162.928	NaN	2003-01-01	-30.14	-242.9	NaN
-77.609	162.942	NaN	2003-01-01	-37.86	-301.9	NaN
-77.609	162.988	NaN	2003-01-01	-29.64	-234.5	NaN
-77.61	162.958	NaN	2003-01-01	-38.3	-301.8	NaN
-77.612	162.964	NaN	2003-01-01	-29.7	-234.2	NaN
-77.612	162.964	NaN	2003-01-01	-32.85	-260	NaN
-77.612	162.965	NaN	2003-01-01	-26.9	-218.1	NaN
-77.612	162.964	NaN	2003-01-01	-28.4	-224.3	NaN
-77.612	162.831	NaN	2003-01-01	-24.1	-208.4	NaN
-77.613	162.823	NaN	2003-01-01	-29.5	-238.8	NaN
-77.614	162.949	NaN	2003-01-01	-30.06	-238.9	NaN
-77.616	162.936	NaN	2003-01-01	-27.2	-220.4	NaN
-77.616	162.955	NaN	2003-01-01	-33.2	-261.7	NaN
-77.616	162.974	NaN	2003-01-01	-36	-283.3	NaN
-77.617	162.915	NaN	2003-01-01	-31.3	-247.2	NaN
-77.617	163.02	NaN	2003-01-01	-30.85	-242	NaN
-77.618	163.011	NaN	2003-01-01	-30	-241.3	NaN
-77.619	162.878	NaN	2003-01-01	-28.5	-230.7	NaN
-77.62	163.027	NaN	2003-01-01	-31.6	-251.2	NaN
-77.62	162.935	NaN	2003-01-01	-31.86	-251.9	NaN
-77.62	162.995	NaN	2003-01-01	-36.07	-284	NaN
-77.62	162.995	NaN	2003-01-01	-27.3	-218.3	NaN
-77.623	163.054	NaN	2003-01-01	-32.6	-257.8	NaN
-77.624	162.978	NaN	2003-01-01	-37.3	-293.5	NaN
-77.624	162.933	NaN	2003-01-01	-35	-272.5	NaN
-77.624	163.031	NaN	2003-01-01	-34.77	-273.3	NaN
-77.625	163.009	NaN	2003-01-01	-34.7	-274.3	NaN
-77.625	162.904	NaN	2003-01-01	NaN	-228.6	NaN
-77.625	162.987	NaN	2003-01-01	-34.3	-272	NaN
-77.625	162.987	NaN	2003-01-01	-35.2	-275.8	NaN
-77.625	162.987	NaN	2003-01-01	-34.9	-275.2	NaN
-77.625	162.962	NaN	2003-01-01	-33.53	-258.3	NaN
-77.626	162.948	NaN	2003-01-01	-35.4	-280.3	NaN
-77.626	162.977	NaN	2003-01-01	-26.1	-209.1	NaN
-77.627	162.934	NaN	2003-01-01	NaN	-273.5	NaN
-77.627	162.934	NaN	2003-01-01	-33.3	-265.5	NaN
-77.628	162.96	NaN	2003-01-01	-28.6	-223.9	NaN
-77.63	162.959	NaN	2003-01-01	-28.2	-222.1	NaN
-77.631	162.996	NaN	2003-01-01	-25.4	-213.5	NaN
-77.632	163.005	NaN	2003-01-01	-33.4	-263.4	NaN
-77.632	162.948	NaN	2003-01-01	-27.9	-220.2	NaN
-77.632	162.952	NaN	2003-01-01	-27.6	-215.9	NaN
-77.647	162.725	NaN	2003-01-01	-31.5	-249.3	NaN
-77.647	162.725	NaN	2003-01-01	NaN	-254.6	NaN
-77.649	162.713	NaN	2003-01-01	-29.6	-235.2	NaN
-77.65	162.706	NaN	2003-01-01	-33.1	-261	NaN
-77.65	162.706	NaN	2003-01-01	NaN	-250.5	NaN
-77.664	163.077	NaN	2003-01-01	NaN	-230	NaN
-77.664	163.077	NaN	2003-01-01	NaN	-229.1	NaN
-77.664	163.077	NaN	2003-01-01	NaN	-221.3	NaN
-77.664	163.077	NaN	2003-01-01	NaN	-224.2	NaN
-77.666	163.08	NaN	2003-01-01	-28	-223.7	NaN
-77.666	163.074	NaN	2003-01-01	-29.2	-234.2	NaN
-77.666	163.088	NaN	2003-01-01	NaN	-241.6	NaN
-77.667	163.088	NaN	2003-01-01	-26.1	-210.7	NaN
-77.667	163.069	NaN	2003-01-01	NaN	-214	NaN
-77.669	163.074	NaN	2003-01-01	-29.2	-235.1	NaN
-77.671	163.079	NaN	2003-01-01	-26.6	-214.9	NaN
-77.672	163.08	NaN	2003-01-01	NaN	-226.6	NaN
-77.675	163.107	NaN	2003-01-01	-27.7	-223	NaN
-77.675	163.08	NaN	2003-01-01	-26.2	-211.5	NaN
-77.678	163.077	NaN	2003-01-01	-26.1	-210	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-244	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-247.5	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-220.4	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-186.4	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-192.5	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-221.7	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-277.4	NaN
-77.678	163.093	NaN	2003-01-01	NaN	-211.3	NaN
-77.679	163.075	NaN	2003-01-01	-27.8	-226.6	NaN
-77.679	163.075	NaN	2003-01-01	-26.4	-213	NaN
-77.681	163.068	NaN	2003-01-01	-25	-199.9	NaN
-77.68221944	-57.32638889	NaN	NaN	NaN	-207.98	-24.4
-77.683	163.063	NaN	2003-01-01	-28.8	-231.1	NaN
-77.683	-123.995	1828	2001-01-01	NaN	-277.38	-31.9
-77.684	163.054	NaN	2003-01-01	-26.5	-211	NaN
-77.686	163.053	NaN	2003-01-01	-28	-225.8	NaN
-77.686	163.113	NaN	2003-01-01	-22.2	-183	NaN
-77.686	163.053	NaN	2003-01-01	-25.1	-200.3	NaN
-77.691	163.093	NaN	2003-01-01	-38.1	-303.4	NaN
-77.691	163.093	NaN	2003-01-01	-40.8	-326.8	NaN
-77.691	163.093	NaN	2003-01-01	-27.2	-219.3	NaN
-77.691	163.093	NaN	2003-01-01	-23.9	-197	NaN
-77.691	163.093	NaN	2003-01-01	-29.2	-235.6	NaN
-77.691	163.093	NaN	2003-01-01	-24.2	-186.8	NaN
-77.691	163.093	NaN	2003-01-01	-32.5	-262	NaN
-77.691	163.093	NaN	2003-01-01	-26.4	-211.3	NaN
-77.691	163.093	NaN	2003-01-01	-27.1	-219.6	NaN
-77.691	163.093	NaN	2003-01-01	NaN	-271.2	NaN
-77.691	163.093	NaN	2003-01-01	NaN	-235.7	NaN
-77.691	163.093	NaN	2003-01-01	NaN	-241.8	NaN
-77.693	164.404	NaN	2003-01-01	-28.4	-233.3	NaN
-77.696	163.024	NaN	2003-01-01	NaN	-251.1	NaN
-77.696	163.024	NaN	2003-01-01	NaN	-155.7	NaN
-77.696	163.024	NaN	2003-01-01	NaN	-224	NaN
-77.71166944	-57.43666944	NaN	NaN	-26.44	NaN	NaN
-77.71666667	41.03333056	20	NaN	-26.6	NaN	-22.3
-77.72	104.78	3510	1990-01-01	-56.9	-444.7	-55.2
-77.722	162.274	NaN	2003-01-01	-37	-296.7	NaN
-77.724	161.648	NaN	2003-01-01	-41.3	-331.9	NaN
-77.724	162.253	NaN	2003-01-01	-41.7	-335.6	NaN
-77.725	162.287	NaN	2003-01-01	-40.1	-321.6	NaN
-77.725	162.249	NaN	2003-01-01	NaN	-331.1	NaN
-77.727	162.231	NaN	2003-01-01	-43.9	-349.9	NaN
-77.729	162.208	NaN	2003-01-01	-43.7	-347.6	NaN
-77.729	163.208	NaN	2003-01-01	-41.2	-327.3	NaN
-77.729	162.208	NaN	2003-01-01	-27.9	-236.8	NaN
-77.73	162.1833333	NaN	2003-01-01	-42.2	-336.5	NaN
-77.73	162.187	NaN	2003-01-01	-41.6	-328.1	NaN
-77.73	162.011	NaN	2003-01-01	-43.9	-350.6	NaN
-77.73	162.187	NaN	2003-01-01	-44	-349.9	NaN
-77.73	162.187	NaN	2003-01-01	-30.8	-250.3	NaN
-77.731	162.174	NaN	2003-01-01	-40.2	-319.3	NaN
-77.731	162.09	NaN	2003-01-01	-45	-361.7	NaN
-77.732	162.186	NaN	2003-01-01	NaN	-335.6	NaN
-77.732	162.123	NaN	2003-01-01	NaN	-349.7	NaN
-77.732	162.14	NaN	2003-01-01	-43.2	-346	NaN
-77.732	162.122	NaN	2003-01-01	-43.3	-347.9	NaN
-77.732	162.122	NaN	2003-01-01	-43.5	-349.7	NaN
-77.732	162.122	NaN	2003-01-01	-29.5	-236.9	NaN
-77.733	162.152	NaN	2003-01-01	NaN	-325.5	NaN
-77.733	162.155	NaN	2003-01-01	-39.2	-310	NaN
-77.733	162.155	NaN	2003-01-01	-39.9	-316.5	NaN
-77.733	162.155	NaN	2003-01-01	-29.8	-240	NaN
-77.735	162.478	NaN	2003-01-01	-32.5	-257.6	NaN
-77.736	161.679	NaN	2003-01-01	-40.8	-321.3	NaN
-77.736	162.466	NaN	2003-01-01	NaN	-238.6	NaN
-77.736	162.463	NaN	2003-01-01	-30.3	-240.2	NaN
-77.738	162.436	NaN	2003-01-01	-31.5	-250.1	NaN
-77.74	162.128	NaN	2003-01-01	NaN	-316.7	NaN
-77.74	162.128	NaN	2003-01-01	-39.1	-308.7	NaN
-77.74	162.441	NaN	2003-01-01	-29	-229.1	NaN
-77.74	162.128	NaN	2003-01-01	-41.2	-324.4	NaN
-77.74	162.128	NaN	2003-01-01	-30.1	-241.7	NaN
-77.742	162.061	NaN	2003-01-01	-38.5	-303.2	NaN
-77.742	162.061	NaN	2003-01-01	-37.3	-294.3	NaN
-77.743	162.463	NaN	2003-01-01	NaN	-235.4	NaN
-77.745	162.13	NaN	2003-01-01	NaN	-308.1	NaN
-77.745	162.131	NaN	2003-01-01	-38.8	-304.5	NaN
-77.745	162.131	NaN	2003-01-01	-39.3	-310.6	NaN
-77.745	162.131	NaN	2003-01-01	-30.7	-246.8	NaN
-77.746	161.654	NaN	2003-01-01	-42.8	-342	NaN
-77.746	162.034	NaN	2003-01-01	-39	-305.8	NaN
-77.749	161.995	NaN	2003-01-01	-39.3	-306.4	NaN
-77.749	162.016	NaN	2003-01-01	-37	-289.2	NaN
-77.749	162.016	NaN	2003-01-01	-38.8	-304	NaN
-77.75	161.767	NaN	2003-01-01	-39.3	-315.4	NaN
-77.75	161.972	NaN	2003-01-01	-41.7	-328.8	NaN
-77.751	161.929	NaN	2003-01-01	NaN	-305.9	NaN
-77.751	161.951	NaN	2003-01-01	-39.5	-312.1	NaN
-77.752	161.927	NaN	2003-01-01	-38.6	-304	NaN
-77.752	161.927	NaN	2003-01-01	-39.6	-312.1	NaN
-77.753	161.912	NaN	2003-01-01	-39.9	-314.1	NaN
-77.754	161.884	NaN	2003-01-01	NaN	-291.1	NaN
-77.754	161.888	NaN	2003-01-01	-37.2	-294.3	NaN
-77.754	161.888	NaN	2003-01-01	-38.7	-305.7	NaN
-77.756	161.801	NaN	2003-01-01	-40.3	-321.2	NaN
-77.756	161.873	NaN	2003-01-01	-38.2	-301	NaN
-77.757	161.842	NaN	2003-01-01	-39.1	-307	NaN
-77.757	161.842	NaN	2003-01-01	-40.8	-322.4	NaN
-77.758	161.842	NaN	2003-01-01	NaN	-311.4	NaN
-77.81	149.8	2429	1983-01-01	-38.28	-302.21	-42.1
-77.82970833	106.0762694	3510	1985-01-01	-56.77	-438.87	-54.3
-77.8436	-102.9103	1336	2001-01-01	-29.45	NaN	-25
-77.83333333	166.75	NaN	NaN	-30	NaN	-18
-77.855	-52.7667	NaN	NaN	-28.03	NaN	NaN
-77.86721944	-52.80416944	69	NaN	-26.16	NaN	-25.9
-77.935	-55.93611111	61	NaN	NaN	NaN	-23.8
-77.9375	-55.97833056	61	NaN	-27.31	-212.07	-24.7
-77.99166944	-51.53333056	65	NaN	-26.63	NaN	NaN
-78.03333056	154.0833333	2280	NaN	-44.8	NaN	-43.6
-78.03361111	-58.69056111	NaN	NaN	-27.2	-214.11	-24.5
-78.05833056	-58.77666944	NaN	NaN	-27.51	NaN	NaN
-78.0829	-120.0764	1697	2001-01-01	NaN	-265.19	-30.2
-78.08333056	162.4666667	43	NaN	-19.7	NaN	-24.2
-78.12	105.78	3500	1990-01-01	-54.7	-425	-55.4
-78.1202	-95.6463	1620	2001-01-01	NaN	-245.35	-25.9
-78.2	-87.65	1650	1990-01-01	-32	-251.9	-30.6
-78.23	-54.01833056	67	NaN	-27.44	NaN	-26.3
-78.24193889	-54.04693889	67	NaN	-27.04	NaN	-26.3
-78.28333333	-46.283	730	NaN	-23.86	-184.08	-22.5
-78.30193889	-56.98	64	NaN	NaN	-218.71	-25.2
-78.30833333	-57.12833056	NaN	NaN	-27.96	NaN	NaN
-78.31	-46.27	720	1994-01-01	-25.5	-198	-24.1
-78.31721944	-39.43471944	NaN	NaN	-26.05	-198.99	-24.4
-78.41333056	-52.47333056	68	NaN	-27.39	NaN	NaN
-78.42778056	-52.50638889	68	NaN	-27.58	NaN	-25.7
-78.433	-115.9172	1742	2001-01-01	NaN	-248.66	-31
-78.45	106.7833333	3490	NaN	-53.5	NaN	-57.3
-78.46666667	106.7833333	3488	1996-01-01	-57.2	-441.9	-55.5
-78.467	106.84	3488	2000-01-01	-56.5	-440.05	-57
-78.58333056	-85.41666667	3687	1990-01-01	-40.09	-314.6	NaN
-78.595	-55.40833056	NaN	NaN	-28.18	NaN	-26.9
-78.60611111	-55.43166667	75	NaN	-28.19	NaN	-26.9
-78.60611111	-55.43166667	92	NaN	-27.85	NaN	-26.9
-78.72166944	-57.8475	NaN	NaN	-28.94	-225.21	-26.1
-78.77	106.68	3480	1990-01-01	-57.2	-441.1	-55.5
-78.8045	151.2695	2278	1999-01-01	-39.31	NaN	-44.5
-78.82	-87.23	2050	1990-01-01	-37.5	-295.4	-32.1
-78.84	-53.47333056	71	NaN	-28.25	NaN	NaN
-78.87166944	-53.40333056	NaN	NaN	-29.44	NaN	NaN
-78.93666944	-56.82166944	NaN	NaN	-29.35	NaN	-27.4
-78.94611111	-56.84	75	NaN	-28.2	NaN	-27.3
-79.13	106.13	3430	1990-01-01	-58.4	-453.7	-55.2
-79.17	-86.83333333	1800	1990-01-01	-33.2	-263.3	-31.2
-79.26833056	-54.20166944	75	NaN	-29.02	NaN	NaN
-79.38	-111.24	1791	2000-01-01	-31.64	-250.53	-31.1
-79.61666667	-45.71666667	890	1994-01-01	-28.3	-221.31	-26.1
-79.658	-45.617	940	NaN	-27.99	-218.1	-24.6
-79.67	-54.89166944	85	NaN	-29.22	NaN	NaN
-79.7	106.07	3430	1990-01-01	-53.1	-414.5	-54.9
-79.75	-85.28333333	1680	1990-01-01	-37.5	-296.2	-30.7
-80	-55.5	93	NaN	-30.28	NaN	NaN
-80	-120	1530	NaN	-32.61	-257.71	-28
-80.01666667	-119.5166667	1530	1968-01-01	-31.25	-245.65	-28
-80.01666667	119.5333306	1525	NaN	-35.8	NaN	-28.2
-80.28	106.23	3420	1990-01-01	-56.7	-440.7	-54.7
-80.28333333	-81.33333333	700	1990-01-01	-33.4	-263.6	-27.3
-80.37	77.37	4093	2005-01-01	-58.32	-448.41	-58.5
-80.43	-55.98	104	NaN	-30.6	NaN	NaN
-80.53333056	80.91666667	950	NaN	-35.2	NaN	-27.3
-80.62	-122.63	1350	1999-01-01	-33.13	-257.62	NaN
-80.7	106.2	3400	1990-01-01	-57.7	-446.9	-54.4
-80.75	-81.25	900	1990-01-01	-34.9	-271	-27.3
-80.83333056	-56.58833056	107	NaN	NaN	NaN	NaN
-80.91666667	111.0833306	1700	NaN	-36.5	NaN	-29.5
-80.95	71.33333056	150	NaN	-34.8	NaN	-29.4
-81.08	106.43	3410	1990-01-01	-56	-435.1	-54.3
-81.2	-82	900	1990-01-01	-36.9	-289.3	-28.2
-81.2	-126.17	1040	1999-01-01	-27.83	-220.32	NaN
-81.21833056	-57.20333056	125	NaN	NaN	NaN	NaN
-81.46306111	-60.61471944	NaN	NaN	-32.35	-251.65	-28.6
-81.58333056	102.6666667	2200	NaN	-38.9	NaN	-33.3
-81.605	-57.88833056	132	NaN	-32.16	-251.17	NaN
-81.617	-57.917	133	NaN	NaN	-252.55	-28.7
-81.66	-148.82	621	1999-01-01	-25.56	-202.27	-24.5
-81.78333333	-82.83	1050	1990-01-01	-35.7	-280.1	-29.1
-81.83	106.47	3310	1990-01-01	-55.8	-436.6	-53.9
-81.92	-83.33	1150	1990-01-01	-37.8	-303.9	-29.7
-82.08333056	89.5	1800	NaN	-41	NaN	-33.4
-82.335	-57.82666944	143	NaN	-32.91	NaN	NaN
-82.67	106.32	3280	1990-01-01	-54.3	-422.5	-53.6
-82.68	-84	1250	1990-01-01	-38.1	-300	-30.9
-82.75	-58.69166944	145	NaN	-33.24	-264.31	NaN
-82.78333333	70.66666667	500	NaN	-33.5	NaN	-27.7
-83	106.2	3260	1990-01-01	-56.2	-436.5	-52.9
-83.08	-84.75	1320	1990-01-01	-38.4	-300.6	-31.5
-83.16666944	-59.575	163	NaN	-34.53	-269.42	-30
-83.385	-60.06333056	185	NaN	NaN	NaN	-30.2
-83.73	106.4	3230	1990-01-01	-55.3	-430	-52.1
-83.78	-87.42	1480	1990-01-01	-40	-317.7	-33.1
-83.9	78.5	1150	NaN	-35.8	NaN	-32.6
-83.91833056	-60.36	482	NaN	NaN	NaN	NaN
-84	43	3330	1986-01-01	-52.56	NaN	NaN
-84.12	106.28	3230	1990-01-01	-54.7	-426.1	-51.9
-84.2	-88.08	1550	1990-01-01	-39.2	-311.3	-33.9
-84.47	106.28	3210	1990-01-01	-55.3	-432.2	-51.8
-84.58	-88.92	1650	1990-01-01	-40.8	-321.3	-34.8
-84.81833056	-59.635	1191	NaN	-40.36	-313.03	NaN
