%WMO Code	Latitude	Longitude	Altitude	Date	Begin of Period	End of Period	O18	H2	Precipitation	Air Temperature	Vapour Pressure
8905600	-62.12	-58.56	9	1990-01-15	1990-01-01	1990-01-31	NaN	NaN	61.5	2.4	6.3
8905600	-62.12	-58.56	9	1990-02-15	1990-02-01	1990-02-28	NaN	NaN	76.7	2.8	6.55
8905600	-62.12	-58.56	9	1990-03-15	1990-03-01	1990-03-31	NaN	NaN	109.5	1.1	5.67
8905600	-62.12	-58.56	9	1990-04-15	1990-04-01	1990-04-30	NaN	NaN	64.4	-4.4	3.44
8905600	-62.12	-58.56	9	1990-05-15	1990-05-01	1990-05-31	-13.7	-84	87	-4.5	3.75
8905600	-62.12	-58.56	9	1990-06-15	1990-06-01	1990-06-30	-17.3	-129	102	-4.5	3.91
8905600	-62.12	-58.56	9	1990-07-15	1990-07-01	1990-07-31	-12.5	-99	66	-5.6	3.54
8905600	-62.12	-58.56	9	1990-08-15	1990-08-01	1990-08-31	NaN	NaN	94	-5.7	3.22
8905600	-62.12	-58.56	9	1990-09-15	1990-09-01	1990-09-30	-15.4	-116	67	-3.2	4.05
8905600	-62.12	-58.56	9	1990-10-15	1990-10-01	1990-10-31	-10	-72	121	-2.5	4.27
8905600	-62.12	-58.56	9	1990-11-15	1990-11-01	1990-11-30	-12	-91	80	-1.1	4.59
8905600	-62.12	-58.56	9	1990-12-15	1990-12-01	1990-12-31	-13.6	-98	36	0.3	5.12
8905600	-62.12	-58.56	9	1991-01-15	1991-01-01	1991-01-31	-7	-57	101	2	6.38
8905600	-62.12	-58.56	9	1991-02-15	1991-02-01	1991-02-28	-11.1	-84	66	0.9	5.85
8905600	-62.12	-58.56	9	1991-03-15	1991-03-01	1991-03-31	-8.7	-61	33	NaN	5.54
8905600	-62.12	-58.56	9	1991-04-15	1991-04-01	1991-04-30	-6.5	-46	39	-2.2	4.8
8905600	-62.12	-58.56	9	1991-05-15	1991-05-01	1991-05-31	-19	-132	31	-7.1	3.11
8905600	-62.12	-58.56	9	1991-06-15	1991-06-01	1991-06-30	-13.7	-97	36	-9.4	2.63
8905600	-62.12	-58.56	9	1991-07-15	1991-07-01	1991-07-31	-20	-146	23	-6.6	3.43
8905600	-62.12	-58.56	9	1991-08-15	1991-08-01	1991-08-31	-6	-51	34	-7.2	3.26
8905600	-62.12	-58.56	9	1991-09-15	1991-09-01	1991-09-30	-17.1	-132	36	-3.5	4.31
8905600	-62.12	-58.56	9	1991-10-15	1991-10-01	1991-10-31	-9.7	-63	33	-3.7	4.07
8905600	-62.12	-58.56	9	1991-11-15	1991-11-01	1991-11-30	-9.3	-60	41	-0.9	5.21
8905600	-62.12	-58.56	9	1991-12-15	1991-12-01	1991-12-31	-7.5	-59	19	-0.3	5.34
8704601	-23.75	-65.5	2400	1998-01-15	1998-01-01	1998-01-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-02-15	1998-02-01	1998-02-28	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-03-15	1998-03-01	1998-03-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-04-15	1998-04-01	1998-04-30	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-05-15	1998-05-01	1998-05-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-06-15	1998-06-01	1998-06-30	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-07-15	1998-07-01	1998-07-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-08-15	1998-08-01	1998-08-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-09-15	1998-09-01	1998-09-30	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1998-10-15	1998-10-01	1998-10-31	-1.8	-3	13	16.7	NaN
8704601	-23.75	-65.5	2400	1998-11-15	1998-11-01	1998-11-30	NaN	NaN	NaN	17.8	NaN
8704601	-23.75	-65.5	2400	1998-12-15	1998-12-01	1998-12-31	-7.8	-48	8	19.1	NaN
8704601	-23.75	-65.5	2400	1999-01-15	1999-01-01	1999-01-31	-5.5	-25	34.5	18.8	NaN
8704601	-23.75	-65.5	2400	1999-02-15	1999-02-01	1999-02-28	-14.7	-110	45.4	17.7	NaN
8704601	-23.75	-65.5	2400	1999-03-15	1999-03-01	1999-03-31	-11.2	-77	46.3	17.9	NaN
8704601	-23.75	-65.5	2400	1999-04-15	1999-04-01	1999-04-30	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-05-15	1999-05-01	1999-05-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-06-15	1999-06-01	1999-06-30	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-07-15	1999-07-01	1999-07-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-08-15	1999-08-01	1999-08-31	NaN	NaN	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-09-15	1999-09-01	1999-09-30	-2.6	-12	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-10-15	1999-10-01	1999-10-31	-2.2	-8	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-11-15	1999-11-01	1999-11-30	-4.8	-27	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	1999-12-15	1999-12-01	1999-12-31	-3.3	-19	NaN	NaN	NaN
8704601	-23.75	-65.5	2400	2000-01-15	2000-01-01	2000-01-31	-4.5	-36	62	NaN	NaN
8704601	-23.75	-65.5	2400	2000-02-15	2000-02-01	2000-02-29	-5.7	-45	17	NaN	NaN
8704601	-23.75	-65.5	2400	2000-03-15	2000-03-01	2000-03-31	-6.4	-45	12	NaN	NaN
8704601	-23.75	-65.5	2400	2000-04-15	2000-04-01	2000-04-30	1.1	-11	1	NaN	NaN
8737401	-31.75	-60.73	16	1998-01-15	1998-01-01	1998-01-31	NaN	NaN	227	22.8	20.8
8737401	-31.75	-60.73	16	1998-02-15	1998-02-01	1998-02-28	NaN	NaN	92	21.9	20.9
8737401	-31.75	-60.73	16	1998-03-15	1998-03-01	1998-03-31	NaN	NaN	267	20	18.7
8737401	-31.75	-60.73	16	1998-04-15	1998-04-01	1998-04-30	NaN	NaN	84	16.5	16.4
8737401	-31.75	-60.73	16	1998-05-15	1998-05-01	1998-05-31	NaN	NaN	NaN	NaN	NaN
8737401	-31.75	-60.73	16	1998-06-15	1998-06-01	1998-06-30	NaN	NaN	30	12.2	11.9
8737401	-31.75	-60.73	16	1998-07-15	1998-07-01	1998-07-31	NaN	NaN	63	13	12.8
8737401	-31.75	-60.73	16	1998-08-15	1998-08-01	1998-08-31	NaN	NaN	203	12.5	11.1
8737401	-31.75	-60.73	16	1998-09-15	1998-09-01	1998-09-30	NaN	NaN	76	14.1	10.4
8737401	-31.75	-60.73	16	1998-10-15	1998-10-01	1998-10-31	-1.6	7	45	19.3	15.1
8737401	-31.75	-60.73	16	1998-11-15	1998-11-01	1998-11-30	-0.5	12	119	20.9	15.9
8737401	-31.75	-60.73	16	1998-12-15	1998-12-01	1998-12-31	-5.7	-33	123	22.9	17.2
8737401	-31.75	-60.73	16	1999-01-15	1999-01-01	1999-01-31	-3.8	-22	55.6	NaN	NaN
8737401	-31.75	-60.73	16	1999-02-15	1999-02-01	1999-02-28	-3.9	-18	100.1	NaN	NaN
8737401	-31.75	-60.73	16	1999-03-15	1999-03-01	1999-03-31	-9.2	-58	199.8	NaN	NaN
8737401	-31.75	-60.73	16	1999-04-15	1999-04-01	1999-04-30	-6.8	-41	218.3	NaN	NaN
8737401	-31.75	-60.73	16	1999-05-15	1999-05-01	1999-05-31	-3	-8	23.5	NaN	NaN
8737401	-31.75	-60.73	16	1999-06-15	1999-06-01	1999-06-30	-8	-55	48.2	NaN	NaN
8737401	-31.75	-60.73	16	1999-07-15	1999-07-01	1999-07-31	-4.4	-22	52.2	NaN	NaN
8737401	-31.75	-60.73	16	1999-08-15	1999-08-01	1999-08-31	-1.3	4	10.8	NaN	NaN
8737401	-31.75	-60.73	16	1999-09-15	1999-09-01	1999-09-30	0.8	14	25.1	NaN	NaN
8737401	-31.75	-60.73	16	1999-10-15	1999-10-01	1999-10-31	NaN	10	10.6	NaN	NaN
8737401	-31.75	-60.73	16	1999-11-15	1999-11-01	1999-11-30	-0.4	11	26.8	NaN	NaN
8737401	-31.75	-60.73	16	1999-12-15	1999-12-01	1999-12-31	-5	-31	101.5	NaN	NaN
8737401	-31.75	-60.73	16	2000-01-15	2000-01-01	2000-01-31	1	-0.4	60.3	26	NaN
8737401	-31.75	-60.73	16	2000-02-15	2000-02-01	2000-02-29	-5.6	-33	154.4	24.6	NaN
8737401	-31.75	-60.73	16	2000-03-15	2000-03-01	2000-03-31	-9.3	-66	109.3	22	NaN
8737401	-31.75	-60.73	16	2000-04-15	2000-04-01	2000-04-30	-5.6	-30	383.8	18.8	NaN
8737401	-31.75	-60.73	16	2000-05-15	2000-05-01	2000-05-31	-8	-51	175.7	15	NaN
8737401	-31.75	-60.73	16	2000-06-15	2000-06-01	2000-06-30	-4.8	-22	6.4	13.4	NaN
8737401	-31.75	-60.73	16	2000-07-15	2000-07-01	2000-07-31	-5.5	-27	51.9	10.1	NaN
8737401	-31.75	-60.73	16	2000-08-15	2000-08-01	2000-08-31	-1.1	5	46.3	13.8	NaN
8737401	-31.75	-60.73	16	2000-09-15	2000-09-01	2000-09-30	-3.2	-12	66.1	16.2	NaN
8737401	-31.75	-60.73	16	2000-10-15	2000-10-01	2000-10-31	-1.5	7	157.2	19.7	NaN
8737401	-31.75	-60.73	16	2000-11-15	2000-11-01	2000-11-30	-4.8	-28	338	21	NaN
8737401	-31.75	-60.73	16	2000-12-15	2000-12-01	2000-12-31	-4.2	-21	104.9	24.4	NaN
8737401	-31.75	-60.73	16	2001-01-15	2001-01-01	2001-01-31	-8.9	-62	184.5	NaN	NaN
8737401	-31.75	-60.73	16	2001-02-15	2001-02-01	2001-02-28	-7.8	-52	90.3	NaN	NaN
8737401	-31.75	-60.73	16	2001-03-15	2001-03-01	2001-03-31	-9.1	-62	110.2	NaN	NaN
8737401	-31.75	-60.73	16	2001-04-15	2001-04-01	2001-04-30	-6	-34	123.6	NaN	NaN
8737401	-31.75	-60.73	16	2001-05-15	2001-05-01	2001-05-31	-4.9	-21	13.5	NaN	NaN
8737401	-31.75	-60.73	16	2001-06-15	2001-06-01	2001-06-30	-4.6	-22	98.3	NaN	NaN
8737401	-31.75	-60.73	16	2001-07-15	2001-07-01	2001-07-31	-3.5	-9	3.6	NaN	NaN
8737401	-31.75	-60.73	16	2001-08-15	2001-08-01	2001-08-31	-2.7	-8	74	NaN	NaN
8737401	-31.75	-60.73	16	2001-09-15	2001-09-01	2001-09-30	-4.9	-26	75.2	NaN	NaN
8737401	-31.75	-60.73	16	2001-10-15	2001-10-01	2001-10-31	-4.9	-33	201.4	NaN	NaN
8737401	-31.75	-60.73	16	2001-11-15	2001-11-01	2001-11-30	-4.1	-19	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2001-12-15	2001-12-01	2001-12-31	-2.9	-9	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-01-15	2002-01-01	2002-01-31	-7	-47	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-02-15	2002-02-01	2002-02-28	-4.7	-27	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-03-15	2002-03-01	2002-03-31	-8.9	-62	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-04-15	2002-04-01	2002-04-30	-4.7	-26	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-05-15	2002-05-01	2002-05-31	-6.1	-35	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-06-15	2002-06-01	2002-06-30	NaN	NaN	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-07-15	2002-07-01	2002-07-31	-6.1	-35	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-08-15	2002-08-01	2002-08-31	-1.8	-1	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-09-15	2002-09-01	2002-09-30	-1.6	7	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-10-15	2002-10-01	2002-10-31	-2.7	-5	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-11-15	2002-11-01	2002-11-30	-4.5	-22	NaN	NaN	NaN
8737401	-31.75	-60.73	16	2002-12-15	2002-12-01	2002-12-31	-6.3	-36	NaN	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-05-15	2001-05-01	2001-05-31	-5.6	-27	74.3	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-06-15	2001-06-01	2001-06-30	-6	-31	41.3	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-07-15	2001-07-01	2001-07-31	-5.3	-24	7.4	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-08-15	2001-08-01	2001-08-31	-1	11	7	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-09-15	2001-09-01	2001-09-30	-5.3	-27	NaN	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-10-15	2001-10-01	2001-10-31	-1.8	2	41.5	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-11-15	2001-11-01	2001-11-30	-3.6	-13	115.6	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2001-12-15	2001-12-01	2001-12-31	-1.3	5	122.5	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-01-15	2002-01-01	2002-01-31	-3.6	-15	246.6	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-02-15	2002-02-01	2002-02-28	-4.1	-13	269.9	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-03-15	2002-03-01	2002-03-31	-7.4	-46	105	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-04-15	2002-04-01	2002-04-30	-4.2	-19	39.7	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-05-15	2002-05-01	2002-05-31	-5.7	-30	53.5	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-06-15	2002-06-01	2002-06-30	-3.4	-12	15.4	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-07-15	2002-07-01	2002-07-31	-3.7	-15	2.1	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-08-15	2002-08-01	2002-08-31	NaN	NaN	NaN	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-09-15	2002-09-01	2002-09-30	-0.9	3	0.5	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-10-15	2002-10-01	2002-10-31	-3.2	1	95.1	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-11-15	2002-11-01	2002-11-30	-4.3	-20	120.4	NaN	NaN
8712101	-26.81666667	-65.21666667	430	2002-12-15	2002-12-01	2002-12-31	-5.7	-27	228.3	NaN	NaN
8219101	-1.43	-48.48	24	1978-08-15	1978-08-01	1978-08-31	-1.1	6	233	NaN	NaN
8219101	-1.43	-48.48	24	1978-09-15	1978-09-01	1978-09-30	-0.6	3	118	NaN	NaN
8219101	-1.43	-48.48	24	1978-10-15	1978-10-01	1978-10-31	-1.6	-4	309	NaN	NaN
8219101	-1.43	-48.48	24	1978-11-15	1978-11-01	1978-11-30	-0.9	4	120	NaN	NaN
8219101	-1.43	-48.48	24	1978-12-15	1978-12-01	1978-12-31	-2.3	-7	157	NaN	NaN
8219101	-1.43	-48.48	24	1979-01-15	1979-01-01	1979-01-31	-2.8	-10	376	NaN	NaN
8219101	-1.43	-48.48	24	1979-02-15	1979-02-01	1979-02-28	-4.8	-49	401	NaN	NaN
8219101	-1.43	-48.48	24	1979-03-15	1979-03-01	1979-03-31	-3.8	-36	311	NaN	NaN
8219101	-1.43	-48.48	24	1979-04-15	1979-04-01	1979-04-30	-5.5	-10	337	NaN	NaN
8219101	-1.43	-48.48	24	1979-05-15	1979-05-01	1979-05-31	-2.4	-7	277	NaN	NaN
8219101	-1.43	-48.48	24	1979-06-15	1979-06-01	1979-06-30	-2	6	158	NaN	NaN
8219101	-1.43	-48.48	24	1979-07-15	1979-07-01	1979-07-31	-0.7	5	88	NaN	NaN
8219101	-1.43	-48.48	24	1979-08-15	1979-08-01	1979-08-31	-0.7	6	137	NaN	NaN
8219101	-1.43	-48.48	24	1979-09-15	1979-09-01	1979-09-30	-0.6	3	155	NaN	NaN
8219101	-1.43	-48.48	24	1979-10-15	1979-10-01	1979-10-31	-0.6	NaN	139	NaN	NaN
8219101	-1.43	-48.48	24	1979-11-15	1979-11-01	1979-11-30	-0.8	NaN	70	NaN	NaN
8219101	-1.43	-48.48	24	1979-12-15	1979-12-01	1979-12-31	-2.2	-15	250	NaN	NaN
8219101	-1.43	-48.48	24	1980-01-15	1980-01-01	1980-01-31	-5.7	NaN	421	NaN	NaN
8219101	-1.43	-48.48	24	1980-02-15	1980-02-01	1980-02-29	-4.6	NaN	673	NaN	NaN
8219101	-1.43	-48.48	24	1980-03-15	1980-03-01	1980-03-31	-5.7	NaN	604	NaN	NaN
8219101	-1.43	-48.48	24	1980-04-15	1980-04-01	1980-04-30	-3.4	NaN	374	NaN	NaN
8219101	-1.43	-48.48	24	1980-05-15	1980-05-01	1980-05-31	-1.9	NaN	106	NaN	NaN
8241000	-4.38	-69.98	65	1990-01-15	1990-01-01	1990-01-31	-5.08	-26.4	309	25.6	28.9
8241000	-4.38	-69.98	65	1990-02-15	1990-02-01	1990-02-28	-6.48	-37.2	243	26.2	29.6
8241000	-4.38	-69.98	65	1990-03-15	1990-03-01	1990-03-31	-5.91	-33.8	300	25.6	30.4
8241000	-4.38	-69.98	65	1990-04-15	1990-04-01	1990-04-30	-8.47	-55.8	299	26	30.5
8241000	-4.38	-69.98	65	1990-05-15	1990-05-01	1990-05-31	NaN	NaN	224	25	29.8
8241000	-4.38	-69.98	65	1990-06-15	1990-06-01	1990-06-30	NaN	NaN	130	25.4	NaN
8241000	-4.38	-69.98	65	1990-07-15	1990-07-01	1990-07-31	NaN	NaN	136	25.7	30.6
8241000	-4.38	-69.98	65	1990-08-15	1990-08-01	1990-08-31	NaN	NaN	134	25.6	29.9
8241000	-4.38	-69.98	65	1990-09-15	1990-09-01	1990-09-30	NaN	NaN	89	25.9	NaN
8241000	-4.38	-69.98	65	1990-10-15	1990-10-01	1990-10-31	NaN	NaN	NaN	NaN	NaN
8241000	-4.38	-69.98	65	1990-11-15	1990-11-01	1990-11-30	NaN	NaN	233	25.6	29.1
8241000	-4.38	-69.98	65	1990-12-15	1990-12-01	1990-12-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-01-15	1974-01-01	1974-01-31	-4.4	-31	101	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-02-15	1974-02-01	1974-02-28	-5.6	-40	215	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-03-15	1974-03-01	1974-03-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-04-15	1974-04-01	1974-04-30	-8.4	NaN	226	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-05-15	1974-05-01	1974-05-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-06-15	1974-06-01	1974-06-30	-0.1	18	11	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-07-15	1974-07-01	1974-07-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-08-15	1974-08-01	1974-08-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-09-15	1974-09-01	1974-09-30	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-10-15	1974-10-01	1974-10-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-11-15	1974-11-01	1974-11-30	-3.7	-19	74	NaN	NaN
8278901	-8.17755	-37.94643611	490	1974-12-15	1974-12-01	1974-12-31	-4.5	-25	140	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-01-15	1975-01-01	1975-01-31	0.6	6	94	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-02-15	1975-02-01	1975-02-28	-5.1	-29	188	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-03-15	1975-03-01	1975-03-31	-3.6	-21	149	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-04-15	1975-04-01	1975-04-30	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-05-15	1975-05-01	1975-05-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-06-15	1975-06-01	1975-06-30	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-07-15	1975-07-01	1975-07-31	-4.7	-18	129	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-08-15	1975-08-01	1975-08-31	-1.1	NaN	3	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-09-15	1975-09-01	1975-09-30	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-10-15	1975-10-01	1975-10-31	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-11-15	1975-11-01	1975-11-30	NaN	NaN	NaN	NaN	NaN
8278901	-8.17755	-37.94643611	490	1975-12-15	1975-12-01	1975-12-31	NaN	NaN	NaN	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-01-15	1972-01-01	1972-01-31	-3.4	-16	430.8	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-02-15	1972-02-01	1972-02-29	-2.7	-7	393.2	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-03-15	1972-03-01	1972-03-31	-6.4	-43	159.5	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-04-15	1972-04-01	1972-04-30	-9.4	-69	309	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-05-15	1972-05-01	1972-05-31	-7.9	-63	176.7	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-06-15	1972-06-01	1972-06-30	-5.4	-32	335.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-07-15	1972-07-01	1972-07-31	-1.6	-2	178.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-08-15	1972-08-01	1972-08-31	-1.4	1	204.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-09-15	1972-09-01	1972-09-30	-0.6	13	137.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-10-15	1972-10-01	1972-10-31	-2	1	135.4	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-11-15	1972-11-01	1972-11-30	-2.9	-11	177.9	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1972-12-15	1972-12-01	1972-12-31	-3.1	-11	273.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-01-15	1973-01-01	1973-01-31	-2.4	-20	167.2	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-02-15	1973-02-01	1973-02-28	NaN	-1	200.2	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-03-15	1973-03-01	1973-03-31	-2.3	NaN	202.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-04-15	1973-04-01	1973-04-30	0.6	NaN	223.5	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-05-15	1973-05-01	1973-05-31	-8.6	-59	545.1	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-06-15	1973-06-01	1973-06-30	-6.9	-45	169.8	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-07-15	1973-07-01	1973-07-31	-4.6	-23	272.9	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-08-15	1973-08-01	1973-08-31	-3.8	-13	231.4	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-09-15	1973-09-01	1973-09-30	-3.2	-16	239.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-10-15	1973-10-01	1973-10-31	NaN	NaN	NaN	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-11-15	1973-11-01	1973-11-30	-5.4	-30	261	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1973-12-15	1973-12-01	1973-12-31	1.7	-3	128	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-01-15	1974-01-01	1974-01-31	-2.8	-11	358.7	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-02-15	1974-02-01	1974-02-28	-4.3	-26	223.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-03-15	1974-03-01	1974-03-31	-1.6	-8	225.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-04-15	1974-04-01	1974-04-30	-5.2	-35	157.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-05-15	1974-05-01	1974-05-31	-6.5	NaN	228.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-06-15	1974-06-01	1974-06-30	-8.9	NaN	364.4	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-07-15	1974-07-01	1974-07-31	-5.6	NaN	184.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-08-15	1974-08-01	1974-08-31	-2.2	-9	329.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-09-15	1974-09-01	1974-09-30	-3.8	-19	259	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-10-15	1974-10-01	1974-10-31	-2.6	-14	268.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-11-15	1974-11-01	1974-11-30	-3.6	-23	135.9	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1974-12-15	1974-12-01	1974-12-31	-2.9	-20	226.7	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-01-15	1975-01-01	1975-01-31	-2.8	-13	269.5	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-02-15	1975-02-01	1975-02-28	-3.4	-5	183.9	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-03-15	1975-03-01	1975-03-31	-4.2	-24	236	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-04-15	1975-04-01	1975-04-30	-5.3	-25	212.7	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-05-15	1975-05-01	1975-05-31	-11.9	-81	403.9	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-06-15	1975-06-01	1975-06-30	-6.9	-37	190	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-07-15	1975-07-01	1975-07-31	-6.2	-38	217.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-08-15	1975-08-01	1975-08-31	-3.2	-14	165.1	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-09-15	1975-09-01	1975-09-30	-2.4	-4	145.3	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-10-15	1975-10-01	1975-10-31	-2.7	-5	135.1	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-11-15	1975-11-01	1975-11-30	-0.4	3	205.5	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1975-12-15	1975-12-01	1975-12-31	-6.2	-32	242.7	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1976-01-15	1976-01-01	1976-01-31	-4.3	-25	233.6	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1976-02-15	1976-02-01	1976-02-29	NaN	NaN	NaN	NaN	NaN
8210201	-0.121944444	-67.14916667	74	1976-03-15	1976-03-01	1976-03-31	-10.4	-78	244	NaN	NaN
